id,name,slug,generation,habitat,shape,color,capture_rate,base_happiness,gender_rate,is_baby,is_legendary,is_mythical,flavor_text_en,sourceUrl
922,pawmo,pawmo,generation-ix,,upright,yellow,80,50,4,False,False,False,"When its group is attacked, Pawmo is the first to leap into battle, defeating enemies with a fighting technique that utilizes electric shocks.",https://pokeapi.co/api/v2/pokemon-species/922
923,pawmot,pawmot,generation-ix,,upright,yellow,45,50,4,False,False,False,"This Pokémon normally is slow to react, but once it enters battle, it will strike down its enemies with lightning-fast movements.",https://pokeapi.co/api/v2/pokemon-species/923
924,tandemaus,tandemaus,generation-ix,,heads,white,150,50,-1,False,False,False,"Exhibiting great teamwork, they use their incisors to cut pieces out of any material that might be useful for a nest, then make off with them.",https://pokeapi.co/api/v2/pokemon-species/924
925,maushold,maushold,generation-ix,,heads,white,75,50,-1,False,False,False,"The two little ones just appeared one day. The group might be a family of related Pokémon, but nobody knows for sure.",https://pokeapi.co/api/v2/pokemon-species/925
926,fidough,fidough,generation-ix,,quadruped,yellow,190,50,4,False,False,False,This Pokémon is smooth and moist to the touch. Yeast in Fidough’s breath induces fermentation in the Pokémon’s vicinity.,https://pokeapi.co/api/v2/pokemon-species/926
927,dachsbun,dachsbun,generation-ix,,quadruped,brown,90,50,4,False,False,False,"The pleasant aroma that emanates from this Pokémon’s body helps wheat grow, so Dachsbun has been treasured by farming villages.",https://pokeapi.co/api/v2/pokemon-species/927
928,smoliv,smoliv,generation-ix,,legs,green,255,50,4,False,False,False,It protects itself from enemies by emitting oil from the fruit on its head. This oil is bitter and astringent enough to make someone flinch.,https://pokeapi.co/api/v2/pokemon-species/928
929,dolliv,dolliv,generation-ix,,humanoid,green,120,50,4,False,False,False,"Dolliv shares its tasty, fresh-scented oil with others. This species has coexisted with humans since times long gone.",https://pokeapi.co/api/v2/pokemon-species/929
930,arboliva,arboliva,generation-ix,,humanoid,green,45,50,4,False,False,False,"This calm Pokémon is very compassionate. It will share its delicious, nutrient-rich oil with weakened Pokémon.",https://pokeapi.co/api/v2/pokemon-species/930
931,squawkabilly,squawkabilly,generation-ix,,wings,green,190,50,4,False,False,False,"These Pokémon prefer to live in cities. They form flocks based on the color of their feathers, and they fight over territory.",https://pokeapi.co/api/v2/pokemon-species/931
932,nacli,nacli,generation-ix,,ball,brown,255,50,4,False,False,False,"It was born in a layer of rock salt deep under the earth. This species was particularly treasured in the old days, as they would share precious salt.",https://pokeapi.co/api/v2/pokemon-species/932
933,naclstack,naclstack,generation-ix,,quadruped,brown,120,50,4,False,False,False,This Pokémon dry cures its prey by spraying salt over them. The curing process steals away the water in the prey’s body.,https://pokeapi.co/api/v2/pokemon-species/933
934,garganacl,garganacl,generation-ix,,humanoid,brown,45,50,4,False,False,False,Garganacl will rub its fingertips together and sprinkle injured Pokémon with salt. Even severe wounds will promptly heal afterward.,https://pokeapi.co/api/v2/pokemon-species/934
935,charcadet,charcadet,generation-ix,,humanoid,red,90,50,4,False,False,False,"Burnt charcoal came to life and became a Pokémon. Possessing a fiery fighting spirit, Charcadet will battle even tough opponents.",https://pokeapi.co/api/v2/pokemon-species/935
936,armarouge,armarouge,generation-ix,,humanoid,red,25,20,4,False,False,False,Armarouge evolved through the use of a set of armor that belonged to a distinguished warrior. This Pokémon is incredibly loyal.,https://pokeapi.co/api/v2/pokemon-species/936
937,ceruledge,ceruledge,generation-ix,,humanoid,blue,25,20,4,False,False,False,The fiery blades on its arms burn fiercely with the lingering resentment of a sword wielder who fell before accomplishing their goal.,https://pokeapi.co/api/v2/pokemon-species/937
938,tadbulb,tadbulb,generation-ix,,ball,yellow,190,50,4,False,False,False,"Tadbulb shakes its tail to generate electricity. If it senses danger, it will make its head blink on and off to alert its allies.",https://pokeapi.co/api/v2/pokemon-species/938
939,bellibolt,bellibolt,generation-ix,,humanoid,green,50,50,4,False,False,False,"When this Pokémon expands and contracts its wobbly body, the belly-button dynamo in its stomach produces a huge amount of electricity.",https://pokeapi.co/api/v2/pokemon-species/939
940,wattrel,wattrel,generation-ix,,wings,black,180,50,4,False,False,False,"When its wings catch the wind, the bones within produce electricity. This Pokémon dives into the ocean, catching prey by electrocuting them.",https://pokeapi.co/api/v2/pokemon-species/940
941,kilowattrel,kilowattrel,generation-ix,,wings,yellow,90,50,4,False,False,False,"Kilowattrel inflates its throat sac to amplify its electricity. By riding the wind, this Pokémon can fly over 430 miles in a day.",https://pokeapi.co/api/v2/pokemon-species/941
942,maschiff,maschiff,generation-ix,,quadruped,brown,150,50,4,False,False,False,"It always scowls in an attempt to make opponents take it seriously, but even crying children will burst into laughter when they see Maschiff’s face.",https://pokeapi.co/api/v2/pokemon-species/942
943,mabosstiff,mabosstiff,generation-ix,,quadruped,gray,75,50,4,False,False,False,This Pokémon can store energy in its large dewlap. Mabosstiff unleashes this energy all at once to blow away enemies.,https://pokeapi.co/api/v2/pokemon-species/943
944,shroodle,shroodle,generation-ix,,quadruped,gray,190,50,4,False,False,False,"Though usually a mellow Pokémon, it will sink its sharp, poison-soaked front teeth into any that anger it, causing paralysis in the object of its ire.",https://pokeapi.co/api/v2/pokemon-species/944
945,grafaiai,grafaiai,generation-ix,,upright,gray,90,50,4,False,False,False,The color of the poisonous saliva depends on what the Pokémon eats. Grafaiai covers its fingers in its saliva and draws patterns on trees in forests.,https://pokeapi.co/api/v2/pokemon-species/945
946,bramblin,bramblin,generation-ix,,ball,brown,190,50,4,False,False,False,A soul unable to move on to the afterlife was blown around by the wind until it got tangled up with dried grass and became a Pokémon.,https://pokeapi.co/api/v2/pokemon-species/946
947,brambleghast,brambleghast,generation-ix,,ball,brown,45,50,4,False,False,False,"It will open the branches of its head to envelop its prey. Once it absorbs all the life energy it needs, it expels the prey and discards it.",https://pokeapi.co/api/v2/pokemon-species/947
948,toedscool,toedscool,generation-ix,,legs,yellow,190,50,4,False,False,False,Toedscool lives in muggy forests. The flaps that fall from its body are chewy and very delicious.,https://pokeapi.co/api/v2/pokemon-species/948
949,toedscruel,toedscruel,generation-ix,,tentacles,black,90,50,4,False,False,False,These Pokémon gather into groups and form colonies deep within forests. They absolutely hate it when strangers approach.,https://pokeapi.co/api/v2/pokemon-species/949
950,klawf,klawf,generation-ix,,armor,red,120,50,4,False,False,False,"Klawf hangs upside-down from cliffs, waiting for prey. But Klawf can’t remain in this position for long because its blood rushes to its head.",https://pokeapi.co/api/v2/pokemon-species/950
951,capsakid,capsakid,generation-ix,,upright,green,190,50,4,False,False,False,"The more sunlight this Pokémon bathes in, the more spicy chemicals are produced by its body, and thus the spicier its moves become.",https://pokeapi.co/api/v2/pokemon-species/951
952,scovillain,scovillain,generation-ix,,upright,green,75,50,4,False,False,False,The red head converts spicy chemicals into fire energy and blasts the surrounding area with a super spicy stream of flame.,https://pokeapi.co/api/v2/pokemon-species/952
953,rellor,rellor,generation-ix,,armor,brown,190,50,4,False,False,False,This Pokémon creates a mud ball by mixing sand and dirt with psychic energy. It treasures its mud ball more than its own life.,https://pokeapi.co/api/v2/pokemon-species/953
954,rabsca,rabsca,generation-ix,,armor,green,45,50,4,False,False,False,"The body that supports the ball barely moves. Therefore, it is thought that the true body of this Pokémon is actually inside the ball.",https://pokeapi.co/api/v2/pokemon-species/954
955,flittle,flittle,generation-ix,,legs,yellow,120,50,4,False,False,False,Flittle’s toes levitate about half an inch above the ground because of the psychic power emitted from the frills on the Pokémon’s belly.,https://pokeapi.co/api/v2/pokemon-species/955
956,espathra,espathra,generation-ix,,upright,yellow,60,50,4,False,False,False,"It immobilizes opponents by bathing them in psychic power from its large eyes. Despite its appearance, it has a vicious temperament.",https://pokeapi.co/api/v2/pokemon-species/956
957,tinkatink,tinkatink,generation-ix,,humanoid,pink,190,50,8,False,False,False,"It swings its handmade hammer around to protect itself, but the hammer is often stolen by Pokémon that eat metal.",https://pokeapi.co/api/v2/pokemon-species/957
958,tinkatuff,tinkatuff,generation-ix,,humanoid,pink,90,50,8,False,False,False,"This Pokémon will attack groups of Pawniard and Bisharp, gathering metal from them in order to create a large and sturdy hammer.",https://pokeapi.co/api/v2/pokemon-species/958
959,tinkaton,tinkaton,generation-ix,,humanoid,pink,45,50,8,False,False,False,"This intelligent Pokémon has a very daring disposition. It knocks rocks into the sky with its hammer, aiming for flying Corviknight.",https://pokeapi.co/api/v2/pokemon-species/959
960,wiglett,wiglett,generation-ix,,blob,white,255,50,4,False,False,False,This Pokémon can pick up the scent of a Veluza just over 65 feet away and will hide itself in the sand.,https://pokeapi.co/api/v2/pokemon-species/960
961,wugtrio,wugtrio,generation-ix,,blob,red,50,50,4,False,False,False,"It has a vicious temperament, contrary to what its appearance may suggest. It wraps its long bodies around prey, then drags the prey into its den.",https://pokeapi.co/api/v2/pokemon-species/961
962,bombirdier,bombirdier,generation-ix,,wings,white,25,50,4,False,False,False,"It gathers things up in an apron made from shed feathers added to the Pokémon’s chest feathers, then drops those things from high places for fun.",https://pokeapi.co/api/v2/pokemon-species/962
963,finizen,finizen,generation-ix,,fish,blue,200,50,4,False,False,False,It likes playing with others of its kind using the water ring on its tail. It uses ultrasonic waves to sense the emotions of other living creatures.,https://pokeapi.co/api/v2/pokemon-species/963
964,palafin,palafin,generation-ix,,fish,blue,45,50,4,False,False,False,This Pokémon changes its appearance if it hears its allies calling for help. Palafin will never show anybody its moment of transformation.,https://pokeapi.co/api/v2/pokemon-species/964
965,varoom,varoom,generation-ix,,legs,gray,190,50,4,False,False,False,It is said that this Pokémon was born when an unknown poison Pokémon entered and inspirited an engine left at a scrap-processing factory.,https://pokeapi.co/api/v2/pokemon-species/965
966,revavroom,revavroom,generation-ix,,legs,gray,75,50,4,False,False,False,It creates a gas out of poison and minerals from rocks. It then detonates the gas in its cylinders—now numbering eight—to generate energy.,https://pokeapi.co/api/v2/pokemon-species/966
967,cyclizar,cyclizar,generation-ix,,quadruped,green,190,50,4,False,False,False,"Apparently Cyclizar has been allowing people to ride on its back since ancient times. Depictions of this have been found in 10,000-year-old murals.",https://pokeapi.co/api/v2/pokemon-species/967
968,orthworm,orthworm,generation-ix,,squiggle,pink,25,50,4,False,False,False,"When attacked, this Pokémon will wield the tendrils on its body like fists and pelt the opponent with a storm of punches.",https://pokeapi.co/api/v2/pokemon-species/968
969,glimmet,glimmet,generation-ix,,ball,blue,70,50,4,False,False,False,It absorbs nutrients from cave walls. The petals it wears are made of crystallized poison.,https://pokeapi.co/api/v2/pokemon-species/969
970,glimmora,glimmora,generation-ix,,ball,blue,25,50,4,False,False,False,"When this Pokémon detects danger, it will open up its crystalline petals and fire beams from its conical body.",https://pokeapi.co/api/v2/pokemon-species/970
971,greavard,greavard,generation-ix,,quadruped,white,120,50,4,False,False,False,It is said that a dog Pokémon that died in the wild without ever interacting with a human was reborn as this Pokémon.,https://pokeapi.co/api/v2/pokemon-species/971
972,houndstone,houndstone,generation-ix,,quadruped,white,60,50,4,False,False,False,"Houndstone spends most of its time sleeping in graveyards. Among all the dog Pokémon, this one is most loyal to its master.",https://pokeapi.co/api/v2/pokemon-species/972
973,flamigo,flamigo,generation-ix,,wings,pink,100,50,4,False,False,False,This Pokémon apparently ties the base of its neck into a knot so that energy stored in its belly does not escape from its beak.,https://pokeapi.co/api/v2/pokemon-species/973
974,cetoddle,cetoddle,generation-ix,,upright,white,150,50,4,False,False,False,This species left the ocean and began living on land a very long time ago. It seems to be closely related to Wailmer.,https://pokeapi.co/api/v2/pokemon-species/974
975,cetitan,cetitan,generation-ix,,upright,white,50,50,4,False,False,False,"This Pokémon wanders around snowy, icy areas. It protects its body with powerful muscles and a thick layer of fat under its skin.",https://pokeapi.co/api/v2/pokemon-species/975
976,veluza,veluza,generation-ix,,fish,gray,100,50,4,False,False,False,"When Veluza discards unnecessary flesh, its mind becomes honed and its psychic power increases. The spare flesh has a mild but delicious flavor.",https://pokeapi.co/api/v2/pokemon-species/976
977,dondozo,dondozo,generation-ix,,fish,blue,25,50,4,False,False,False,"This Pokémon is a glutton, but it’s bad at getting food. It teams up with a Tatsugiri to catch prey.",https://pokeapi.co/api/v2/pokemon-species/977
978,tatsugiri,tatsugiri,generation-ix,,fish,pink,100,50,4,False,False,False,This is a small dragon Pokémon. It lives inside the mouth of Dondozo to protect itself from enemies on the outside.,https://pokeapi.co/api/v2/pokemon-species/978
979,annihilape,annihilape,generation-ix,,humanoid,gray,45,50,4,False,False,False,"When its anger rose beyond a critical point, this Pokémon gained power that is unfettered by the limits of its physical body.",https://pokeapi.co/api/v2/pokemon-species/979
980,clodsire,clodsire,generation-ix,,quadruped,brown,90,50,4,False,False,False,"When attacked, this Pokémon will retaliate by sticking thick spines out from its body. It’s a risky move that puts everything on the line.",https://pokeapi.co/api/v2/pokemon-species/980
981,farigiraf,farigiraf,generation-ix,,quadruped,brown,45,50,4,False,False,False,"Now that the brain waves from the head and tail are synced up, the psychic power of this Pokémon is 10 times stronger than Girafarig’s.",https://pokeapi.co/api/v2/pokemon-species/981
982,dudunsparce,dudunsparce,generation-ix,,squiggle,yellow,45,50,4,False,False,False,This Pokémon uses its hard tail to make its nest by boring holes into bedrock deep underground. The nest can reach lengths of over six miles.,https://pokeapi.co/api/v2/pokemon-species/982
983,kingambit,kingambit,generation-ix,,humanoid,black,25,50,4,False,False,False,Only a Bisharp that stands above all others in its vast army can evolve into Kingambit.,https://pokeapi.co/api/v2/pokemon-species/983
984,great-tusk,great_tusk,generation-ix,,quadruped,purple,30,0,-1,False,False,False,Sightings of this Pokémon have occurred in recent years. The name Great Tusk was taken from a creature listed in a certain book.,https://pokeapi.co/api/v2/pokemon-species/984
985,scream-tail,scream_tail,generation-ix,,upright,pink,50,0,-1,False,False,False,There has been only one reported sighting of this Pokémon. It resembles a mysterious creature depicted in an old expedition journal.,https://pokeapi.co/api/v2/pokemon-species/985
986,brute-bonnet,brute_bonnet,generation-ix,,quadruped,gray,50,0,-1,False,False,False,It is possible that the creature listed as Brute Bonnet in a certain book could actually be this Pokémon.,https://pokeapi.co/api/v2/pokemon-species/986
987,flutter-mane,flutter_mane,generation-ix,,wings,gray,30,0,-1,False,False,False,"This Pokémon has characteristics similar to those of Flutter Mane, a creature mentioned in a certain book.",https://pokeapi.co/api/v2/pokemon-species/987
988,slither-wing,slither_wing,generation-ix,,quadruped,red,30,0,-1,False,False,False,This mysterious Pokémon has some similarities to a creature that an old book introduced as Slither Wing.,https://pokeapi.co/api/v2/pokemon-species/988
989,sandy-shocks,sandy_shocks,generation-ix,,quadruped,gray,30,0,-1,False,False,False,"No records exist of this Pokémon being caught. Data is lacking, but the Pokémon’s traits match up with a creature shown in an expedition journal.",https://pokeapi.co/api/v2/pokemon-species/989
990,iron-treads,iron_treads,generation-ix,,quadruped,gray,30,0,-1,False,False,False,This Pokémon closely resembles a scientific weapon that a paranormal magazine claimed was sent to this planet by aliens.,https://pokeapi.co/api/v2/pokemon-species/990
991,iron-bundle,iron_bundle,generation-ix,,upright,red,50,0,-1,False,False,False,Its shape is similar to a robot featured in a paranormal magazine article. The robot was said to have been created by an ancient civilization.,https://pokeapi.co/api/v2/pokemon-species/991
992,iron-hands,iron_hands,generation-ix,,humanoid,gray,50,0,-1,False,False,False,It is very similar to a cyborg covered exclusively by a paranormal magazine. The cyborg was said to be the modified form of a certain athlete.,https://pokeapi.co/api/v2/pokemon-species/992
993,iron-jugulis,iron_jugulis,generation-ix,,upright,blue,30,0,-1,False,False,False,"It resembles a certain Pokémon introduced in a paranormal magazine, described as the offspring of a Hydreigon that fell in love with a robot.",https://pokeapi.co/api/v2/pokemon-species/993
994,iron-moth,iron_moth,generation-ix,,bug-wings,yellow,30,0,-1,False,False,False,This Pokémon resembles an unknown object described in a paranormal magazine as a UFO sent to observe humanity.,https://pokeapi.co/api/v2/pokemon-species/994
995,iron-thorns,iron_thorns,generation-ix,,upright,green,30,0,-1,False,False,False,It has some similarities to a Pokémon introduced in a dubious magazine as a Tyranitar from one billion years into the future.,https://pokeapi.co/api/v2/pokemon-species/995
996,frigibax,frigibax,generation-ix,,upright,gray,45,50,4,False,False,False,"Frigibax absorbs heat through its dorsal fin and converts the heat into ice energy. The higher the temperature, the more energy Frigibax stores.",https://pokeapi.co/api/v2/pokemon-species/996
997,arctibax,arctibax,generation-ix,,upright,gray,25,50,4,False,False,False,"Arctibax freezes the air around it, protecting its face with an ice mask and turning its dorsal fin into a blade of ice.",https://pokeapi.co/api/v2/pokemon-species/997
998,baxcalibur,baxcalibur,generation-ix,,upright,gray,10,50,4,False,False,False,This Pokémon blasts cryogenic air out from its mouth. This air can instantly freeze even liquid-hot lava.,https://pokeapi.co/api/v2/pokemon-species/998
999,gimmighoul,gimmighoul,generation-ix,,blob,brown,45,50,-1,False,False,False,"This Pokémon was born inside a treasure chest about 1,500 years ago. It sucks the life-force out of scoundrels who try to steal the treasure.",https://pokeapi.co/api/v2/pokemon-species/999
1000,gholdengo,gholdengo,generation-ix,,humanoid,yellow,45,50,-1,False,False,False,"Its body seems to be made up of 1,000 coins. This Pokémon gets along well with others and is quick to make friends with anybody.",https://pokeapi.co/api/v2/pokemon-species/1000
1001,wo-chien,wo_chien,generation-ix,,squiggle,brown,6,0,-1,False,True,False,The grudge of a person punished for writing the king’s evil deeds upon wooden tablets has clad itself in dead leaves to become a Pokémon.,https://pokeapi.co/api/v2/pokemon-species/1001
1002,chien-pao,chien_pao,generation-ix,,quadruped,white,6,0,-1,False,True,False,This Pokémon can control 100 tons of fallen snow. It plays around innocently by leaping in and out of avalanches it has caused.,https://pokeapi.co/api/v2/pokemon-species/1002
1003,ting-lu,ting_lu,generation-ix,,quadruped,brown,6,0,-1,False,True,False,The fear poured into an ancient ritual vessel has clad itself in rocks and dirt to become a Pokémon.,https://pokeapi.co/api/v2/pokemon-species/1003
1004,chi-yu,chi_yu,generation-ix,,fish,red,6,0,-1,False,True,False,"It controls flames burning at over 5,400 degrees Fahrenheit. It casually swims through the sea of lava it creates by melting rock and sand.",https://pokeapi.co/api/v2/pokemon-species/1004
1005,roaring-moon,roaring_moon,generation-ix,,quadruped,green,10,0,-1,False,False,False,It is possible that this is the creature listed as Roaring Moon in an expedition journal that still holds many mysteries.,https://pokeapi.co/api/v2/pokemon-species/1005
1006,iron-valiant,iron_valiant,generation-ix,,humanoid,white,10,0,-1,False,False,False,It has some similarities to a mad scientist’s invention covered in a paranormal magazine.,https://pokeapi.co/api/v2/pokemon-species/1006
1007,koraidon,koraidon,generation-ix,,upright,red,3,0,-1,False,True,False,This seems to be the Winged King mentioned in an old expedition journal. It was said to have split the land with its bare fists.,https://pokeapi.co/api/v2/pokemon-species/1007
1008,miraidon,miraidon,generation-ix,,quadruped,blue,3,0,-1,False,True,False,"Much remains unknown about this creature. It resembles Cyclizar, but it is far more ruthless and powerful.",https://pokeapi.co/api/v2/pokemon-species/1008
1009,walking-wake,walking_wake,generation-ix,,upright,blue,5,0,-1,False,False,False,This ferocious creature is shrouded in mystery. It's named after an aquatic monster mentioned in an old expedition journal.,https://pokeapi.co/api/v2/pokemon-species/1009
1010,iron-leaves,iron_leaves,generation-ix,,quadruped,green,5,0,-1,False,False,False,Many of its physical characteristics match those of a Virizion from the future that was covered in a paranormal magazine.,https://pokeapi.co/api/v2/pokemon-species/1010
1011,dipplin,dipplin,generation-ix,,heads,green,45,50,-1,False,False,False,Dipplin is two creatures in one Pokémon. Its evolution was triggered by a special apple grown only in one place.,https://pokeapi.co/api/v2/pokemon-species/1011
1012,poltchageist,poltchageist,generation-ix,,ball,green,120,50,-1,False,False,False,"Supposedly, the regrets of a tea ceremony master who died before perfecting his craft lingered in some matcha and became a Pokémon.",https://pokeapi.co/api/v2/pokemon-species/1012
1013,sinistcha,sinistcha,generation-ix,,ball,green,60,50,-1,False,False,False,"It pretends to be tea, trying to fool people into drinking it so it can drain their life-force. Its ruse is generally unsuccessful.",https://pokeapi.co/api/v2/pokemon-species/1013
1014,okidogi,okidogi,generation-ix,,upright,black,3,0,-1,False,True,False,"After all its muscles were stimulated by the toxic chain around its neck, Okidogi transformed and gained a powerful physique.",https://pokeapi.co/api/v2/pokemon-species/1014
1015,munkidori,munkidori,generation-ix,,humanoid,black,3,0,-1,False,True,False,The chain is made from toxins that enhance capabilities. It stimulated Munkidori's brain and caused the Pokémon's psychic powers to bloom.,https://pokeapi.co/api/v2/pokemon-species/1015
1016,fezandipiti,fezandipiti,generation-ix,,wings,black,3,0,-1,False,True,False,Fezandipiti owes its beautiful looks and lovely voice to the toxic stimulants emanating from the chain wrapped around its body.,https://pokeapi.co/api/v2/pokemon-species/1016
1017,ogerpon,ogerpon,generation-ix,,humanoid,green,5,50,-1,False,True,False,This Pokémon's type changes based on which mask it's wearing. It confounds its enemies with nimble movements and kicks.,https://pokeapi.co/api/v2/pokemon-species/1017
1018,archaludon,archaludon,generation-ix,,upright,white,10,50,4,False,False,False,It gathers static electricity from its surroundings. The beams it launches when down on all fours are tremendously powerful.,https://pokeapi.co/api/v2/pokemon-species/1018
1019,hydrapple,hydrapple,generation-ix,,heads,green,10,50,4,False,False,False,Seven syrpents live inside an apple made of syrup. The syrpent in the center is the commander.,https://pokeapi.co/api/v2/pokemon-species/1019
1020,gouging-fire,gouging_fire,generation-ix,,quadruped,brown,10,0,-1,False,False,False,There are scant few reports of this creature being sighted. One short video shows it rampaging and spouting pillars of flame.,https://pokeapi.co/api/v2/pokemon-species/1020
1021,raging-bolt,raging_bolt,generation-ix,,quadruped,yellow,10,0,-1,False,False,False,It's said to incinerate everything around it with lightning launched from its fur. Very little is known about this creature.,https://pokeapi.co/api/v2/pokemon-species/1021
1022,iron-boulder,iron_boulder,generation-ix,,quadruped,gray,10,0,-1,False,False,False,It resembles a Pokémon described in a dubious magazine as a Terrakion that had been modified by an evil organization.,https://pokeapi.co/api/v2/pokemon-species/1022
1023,iron-crown,iron_crown,generation-ix,,quadruped,blue,10,0,-1,False,False,False,It resembles a mysterious object introduced in a paranormal magazine as a cutting-edge weapon shaped like a Cobalion.,https://pokeapi.co/api/v2/pokemon-species/1023
1024,terapagos,terapagos,generation-ix,,quadruped,blue,255,50,-1,False,True,False,Terapagos protects itself using its power to transform energy into hard crystals. This Pokémon is the source of the Terastal phenomenon.,https://pokeapi.co/api/v2/pokemon-species/1024
1025,pecharunt,pecharunt,generation-ix,,ball,purple,3,0,-1,False,False,True,"It feeds others toxic mochi that draw out desires and capabilities. Those who eat the mochi fall under Pecharunt’s control, chained to its will.",https://pokeapi.co/api/v2/pokemon-species/1025
