id,name,slug,generation,base_experience,height,weight,types,abilities,stats,sprite_default,sprite_shiny,sourceUrl
162,furret,furret,generation-ii,145,18,325,normal,"run-away, keen-eye, frisk","hp: 85, attack: 76, defense: 64, special-attack: 45, special-defense: 55, speed: 90",pokemon/furret/images/sprite_default.png,pokemon/furret/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/162/
163,hoothoot,hoothoot,generation-ii,52,7,212,"normal, flying","insomnia, keen-eye, tinted-lens","hp: 60, attack: 30, defense: 30, special-attack: 36, special-defense: 56, speed: 50",pokemon/hoothoot/images/sprite_default.png,pokemon/hoothoot/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/163/
164,noctowl,noctowl,generation-ii,158,16,408,"normal, flying","insomnia, keen-eye, tinted-lens","hp: 100, attack: 50, defense: 50, special-attack: 86, special-defense: 96, speed: 70",pokemon/noctowl/images/sprite_default.png,pokemon/noctowl/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/164/
165,ledyba,ledyba,generation-ii,53,10,108,"bug, flying","swarm, early-bird, rattled","hp: 40, attack: 20, defense: 30, special-attack: 40, special-defense: 80, speed: 55",pokemon/ledyba/images/sprite_default.png,pokemon/ledyba/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/165/
166,ledian,ledian,generation-ii,137,14,356,"bug, flying","swarm, early-bird, iron-fist","hp: 55, attack: 35, defense: 50, special-attack: 55, special-defense: 110, speed: 85",pokemon/ledian/images/sprite_default.png,pokemon/ledian/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/166/
167,spinarak,spinarak,generation-ii,50,5,85,"bug, poison","swarm, insomnia, sniper","hp: 40, attack: 60, defense: 40, special-attack: 40, special-defense: 40, speed: 30",pokemon/spinarak/images/sprite_default.png,pokemon/spinarak/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/167/
168,ariados,ariados,generation-ii,140,11,335,"bug, poison","swarm, insomnia, sniper","hp: 70, attack: 90, defense: 70, special-attack: 60, special-defense: 70, speed: 40",pokemon/ariados/images/sprite_default.png,pokemon/ariados/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/168/
169,crobat,crobat,generation-ii,241,18,750,"poison, flying","inner-focus, infiltrator","hp: 85, attack: 90, defense: 80, special-attack: 70, special-defense: 80, speed: 130",pokemon/crobat/images/sprite_default.png,pokemon/crobat/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/169/
170,chinchou,chinchou,generation-ii,66,5,120,"water, electric","volt-absorb, illuminate, water-absorb","hp: 75, attack: 38, defense: 38, special-attack: 56, special-defense: 56, speed: 67",pokemon/chinchou/images/sprite_default.png,pokemon/chinchou/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/170/
171,lanturn,lanturn,generation-ii,161,12,225,"water, electric","volt-absorb, illuminate, water-absorb","hp: 125, attack: 58, defense: 58, special-attack: 76, special-defense: 76, speed: 67",pokemon/lanturn/images/sprite_default.png,pokemon/lanturn/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/171/
172,pichu,pichu,generation-ii,41,3,20,electric,"static, lightning-rod","hp: 20, attack: 40, defense: 15, special-attack: 35, special-defense: 35, speed: 60",pokemon/pichu/images/sprite_default.png,pokemon/pichu/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/172/
173,cleffa,cleffa,generation-ii,44,3,30,fairy,"cute-charm, magic-guard, friend-guard","hp: 50, attack: 25, defense: 28, special-attack: 45, special-defense: 55, speed: 15",pokemon/cleffa/images/sprite_default.png,pokemon/cleffa/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/173/
174,igglybuff,igglybuff,generation-ii,42,3,10,"normal, fairy","cute-charm, competitive, friend-guard","hp: 90, attack: 30, defense: 15, special-attack: 40, special-defense: 20, speed: 15",pokemon/igglybuff/images/sprite_default.png,pokemon/igglybuff/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/174/
175,togepi,togepi,generation-ii,49,3,15,fairy,"hustle, serene-grace, super-luck","hp: 35, attack: 20, defense: 65, special-attack: 40, special-defense: 65, speed: 20",pokemon/togepi/images/sprite_default.png,pokemon/togepi/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/175/
176,togetic,togetic,generation-ii,142,6,32,"fairy, flying","hustle, serene-grace, super-luck","hp: 55, attack: 40, defense: 85, special-attack: 80, special-defense: 105, speed: 40",pokemon/togetic/images/sprite_default.png,pokemon/togetic/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/176/
177,natu,natu,generation-ii,64,2,20,"psychic, flying","synchronize, early-bird, magic-bounce","hp: 40, attack: 50, defense: 45, special-attack: 70, special-defense: 45, speed: 70",pokemon/natu/images/sprite_default.png,pokemon/natu/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/177/
178,xatu,xatu,generation-ii,165,15,150,"psychic, flying","synchronize, early-bird, magic-bounce","hp: 65, attack: 75, defense: 70, special-attack: 95, special-defense: 70, speed: 95",pokemon/xatu/images/sprite_default.png,pokemon/xatu/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/178/
179,mareep,mareep,generation-ii,56,6,78,electric,"static, plus","hp: 55, attack: 40, defense: 40, special-attack: 65, special-defense: 45, speed: 35",pokemon/mareep/images/sprite_default.png,pokemon/mareep/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/179/
180,flaaffy,flaaffy,generation-ii,128,8,133,electric,"static, plus","hp: 70, attack: 55, defense: 55, special-attack: 80, special-defense: 60, speed: 45",pokemon/flaaffy/images/sprite_default.png,pokemon/flaaffy/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/180/
181,ampharos,ampharos,generation-ii,230,14,615,electric,"static, plus","hp: 90, attack: 75, defense: 85, special-attack: 115, special-defense: 90, speed: 55",pokemon/ampharos/images/sprite_default.png,pokemon/ampharos/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/181/
182,bellossom,bellossom,generation-ii,221,4,58,grass,"chlorophyll, healer","hp: 75, attack: 80, defense: 95, special-attack: 90, special-defense: 100, speed: 50",pokemon/bellossom/images/sprite_default.png,pokemon/bellossom/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/182/
183,marill,marill,generation-ii,88,4,85,"water, fairy","thick-fat, huge-power, sap-sipper","hp: 70, attack: 20, defense: 50, special-attack: 20, special-defense: 50, speed: 40",pokemon/marill/images/sprite_default.png,pokemon/marill/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/183/
184,azumarill,azumarill,generation-ii,189,8,285,"water, fairy","thick-fat, huge-power, sap-sipper","hp: 100, attack: 50, defense: 80, special-attack: 60, special-defense: 80, speed: 50",pokemon/azumarill/images/sprite_default.png,pokemon/azumarill/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/184/
185,sudowoodo,sudowoodo,generation-ii,144,12,380,rock,"sturdy, rock-head, rattled","hp: 70, attack: 100, defense: 115, special-attack: 30, special-defense: 65, speed: 30",pokemon/sudowoodo/images/sprite_default.png,pokemon/sudowoodo/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/185/
186,politoed,politoed,generation-ii,225,11,339,water,"water-absorb, damp, drizzle","hp: 90, attack: 75, defense: 75, special-attack: 90, special-defense: 100, speed: 70",pokemon/politoed/images/sprite_default.png,pokemon/politoed/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/186/
187,hoppip,hoppip,generation-ii,50,4,5,"grass, flying","chlorophyll, leaf-guard, infiltrator","hp: 35, attack: 35, defense: 40, special-attack: 35, special-defense: 55, speed: 50",pokemon/hoppip/images/sprite_default.png,pokemon/hoppip/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/187/
188,skiploom,skiploom,generation-ii,119,6,10,"grass, flying","chlorophyll, leaf-guard, infiltrator","hp: 55, attack: 45, defense: 50, special-attack: 45, special-defense: 65, speed: 80",pokemon/skiploom/images/sprite_default.png,pokemon/skiploom/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/188/
189,jumpluff,jumpluff,generation-ii,207,8,30,"grass, flying","chlorophyll, leaf-guard, infiltrator","hp: 75, attack: 55, defense: 70, special-attack: 55, special-defense: 95, speed: 110",pokemon/jumpluff/images/sprite_default.png,pokemon/jumpluff/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/189/
190,aipom,aipom,generation-ii,72,8,115,normal,"run-away, pickup, skill-link","hp: 55, attack: 70, defense: 55, special-attack: 40, special-defense: 55, speed: 85",pokemon/aipom/images/sprite_default.png,pokemon/aipom/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/190/
191,sunkern,sunkern,generation-ii,36,3,18,grass,"chlorophyll, solar-power, early-bird","hp: 30, attack: 30, defense: 30, special-attack: 30, special-defense: 30, speed: 30",pokemon/sunkern/images/sprite_default.png,pokemon/sunkern/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/191/
192,sunflora,sunflora,generation-ii,149,8,85,grass,"chlorophyll, solar-power, early-bird","hp: 75, attack: 75, defense: 55, special-attack: 105, special-defense: 85, speed: 30",pokemon/sunflora/images/sprite_default.png,pokemon/sunflora/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/192/
193,yanma,yanma,generation-ii,78,12,380,"bug, flying","speed-boost, compound-eyes, frisk","hp: 65, attack: 65, defense: 45, special-attack: 75, special-defense: 45, speed: 95",pokemon/yanma/images/sprite_default.png,pokemon/yanma/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/193/
194,wooper,wooper,generation-ii,42,4,85,"water, ground","damp, water-absorb, unaware","hp: 55, attack: 45, defense: 45, special-attack: 25, special-defense: 25, speed: 15",pokemon/wooper/images/sprite_default.png,pokemon/wooper/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/194/
195,quagsire,quagsire,generation-ii,151,14,750,"water, ground","damp, water-absorb, unaware","hp: 95, attack: 85, defense: 85, special-attack: 65, special-defense: 65, speed: 35",pokemon/quagsire/images/sprite_default.png,pokemon/quagsire/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/195/
196,espeon,espeon,generation-ii,184,9,265,psychic,"synchronize, magic-bounce","hp: 65, attack: 65, defense: 60, special-attack: 130, special-defense: 95, speed: 110",pokemon/espeon/images/sprite_default.png,pokemon/espeon/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/196/
197,umbreon,umbreon,generation-ii,184,10,270,dark,"synchronize, inner-focus","hp: 95, attack: 65, defense: 110, special-attack: 60, special-defense: 130, speed: 65",pokemon/umbreon/images/sprite_default.png,pokemon/umbreon/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/197/
198,murkrow,murkrow,generation-ii,81,5,21,"dark, flying","insomnia, super-luck, prankster","hp: 60, attack: 85, defense: 42, special-attack: 85, special-defense: 42, speed: 91",pokemon/murkrow/images/sprite_default.png,pokemon/murkrow/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/198/
199,slowking,slowking,generation-ii,172,20,795,"water, psychic","oblivious, own-tempo, regenerator","hp: 95, attack: 75, defense: 80, special-attack: 100, special-defense: 110, speed: 30",pokemon/slowking/images/sprite_default.png,pokemon/slowking/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/199/
200,misdreavus,misdreavus,generation-ii,87,7,10,ghost,levitate,"hp: 60, attack: 60, defense: 60, special-attack: 85, special-defense: 85, speed: 85",pokemon/misdreavus/images/sprite_default.png,pokemon/misdreavus/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/200/
201,unown,unown,generation-ii,118,5,50,psychic,levitate,"hp: 48, attack: 72, defense: 48, special-attack: 72, special-defense: 48, speed: 48",pokemon/unown/images/sprite_default.png,pokemon/unown/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/201/
202,wobbuffet,wobbuffet,generation-ii,142,13,285,psychic,"shadow-tag, telepathy","hp: 190, attack: 33, defense: 58, special-attack: 33, special-defense: 58, speed: 33",pokemon/wobbuffet/images/sprite_default.png,pokemon/wobbuffet/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/202/
203,girafarig,girafarig,generation-ii,159,15,415,"normal, psychic","inner-focus, early-bird, sap-sipper","hp: 70, attack: 80, defense: 65, special-attack: 90, special-defense: 65, speed: 85",pokemon/girafarig/images/sprite_default.png,pokemon/girafarig/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/203/
204,pineco,pineco,generation-ii,58,6,72,bug,"sturdy, overcoat","hp: 50, attack: 65, defense: 90, special-attack: 35, special-defense: 35, speed: 15",pokemon/pineco/images/sprite_default.png,pokemon/pineco/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/204/
205,forretress,forretress,generation-ii,163,12,1258,"bug, steel","sturdy, overcoat","hp: 75, attack: 90, defense: 140, special-attack: 60, special-defense: 60, speed: 40",pokemon/forretress/images/sprite_default.png,pokemon/forretress/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/205/
206,dunsparce,dunsparce,generation-ii,145,15,140,normal,"serene-grace, run-away, rattled","hp: 100, attack: 70, defense: 70, special-attack: 65, special-defense: 65, speed: 45",pokemon/dunsparce/images/sprite_default.png,pokemon/dunsparce/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/206/
207,gligar,gligar,generation-ii,86,11,648,"ground, flying","hyper-cutter, sand-veil, immunity","hp: 65, attack: 75, defense: 105, special-attack: 35, special-defense: 65, speed: 85",pokemon/gligar/images/sprite_default.png,pokemon/gligar/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/207/
208,steelix,steelix,generation-ii,179,92,4000,"steel, ground","rock-head, sturdy, sheer-force","hp: 75, attack: 85, defense: 200, special-attack: 55, special-defense: 65, speed: 30",pokemon/steelix/images/sprite_default.png,pokemon/steelix/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/208/
209,snubbull,snubbull,generation-ii,60,6,78,fairy,"intimidate, run-away, rattled","hp: 60, attack: 80, defense: 50, special-attack: 40, special-defense: 40, speed: 30",pokemon/snubbull/images/sprite_default.png,pokemon/snubbull/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/209/
210,granbull,granbull,generation-ii,158,14,487,fairy,"intimidate, quick-feet, rattled","hp: 90, attack: 120, defense: 75, special-attack: 60, special-defense: 60, speed: 45",pokemon/granbull/images/sprite_default.png,pokemon/granbull/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/210/
211,qwilfish,qwilfish,generation-ii,88,5,39,"water, poison","poison-point, swift-swim, intimidate","hp: 65, attack: 95, defense: 85, special-attack: 55, special-defense: 55, speed: 85",pokemon/qwilfish/images/sprite_default.png,pokemon/qwilfish/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/211/
212,scizor,scizor,generation-ii,175,18,1180,"bug, steel","swarm, technician, light-metal","hp: 70, attack: 130, defense: 100, special-attack: 55, special-defense: 80, speed: 65",pokemon/scizor/images/sprite_default.png,pokemon/scizor/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/212/
213,shuckle,shuckle,generation-ii,177,6,205,"bug, rock","sturdy, gluttony, contrary","hp: 20, attack: 10, defense: 230, special-attack: 10, special-defense: 230, speed: 5",pokemon/shuckle/images/sprite_default.png,pokemon/shuckle/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/213/
214,heracross,heracross,generation-ii,175,15,540,"bug, fighting","swarm, guts, moxie","hp: 80, attack: 125, defense: 75, special-attack: 40, special-defense: 95, speed: 85",pokemon/heracross/images/sprite_default.png,pokemon/heracross/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/214/
215,sneasel,sneasel,generation-ii,86,9,280,"dark, ice","inner-focus, keen-eye, pickpocket","hp: 55, attack: 95, defense: 55, special-attack: 35, special-defense: 75, speed: 115",pokemon/sneasel/images/sprite_default.png,pokemon/sneasel/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/215/
216,teddiursa,teddiursa,generation-ii,66,6,88,normal,"pickup, quick-feet, honey-gather","hp: 60, attack: 80, defense: 50, special-attack: 50, special-defense: 50, speed: 40",pokemon/teddiursa/images/sprite_default.png,pokemon/teddiursa/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/216/
217,ursaring,ursaring,generation-ii,175,18,1258,normal,"guts, quick-feet, unnerve","hp: 90, attack: 130, defense: 75, special-attack: 75, special-defense: 75, speed: 55",pokemon/ursaring/images/sprite_default.png,pokemon/ursaring/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/217/
218,slugma,slugma,generation-ii,50,7,350,fire,"magma-armor, flame-body, weak-armor","hp: 40, attack: 40, defense: 40, special-attack: 70, special-defense: 40, speed: 20",pokemon/slugma/images/sprite_default.png,pokemon/slugma/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/218/
219,magcargo,magcargo,generation-ii,151,8,550,"fire, rock","magma-armor, flame-body, weak-armor","hp: 60, attack: 50, defense: 120, special-attack: 90, special-defense: 80, speed: 30",pokemon/magcargo/images/sprite_default.png,pokemon/magcargo/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/219/
220,swinub,swinub,generation-ii,50,4,65,"ice, ground","oblivious, snow-cloak, thick-fat","hp: 50, attack: 50, defense: 40, special-attack: 30, special-defense: 30, speed: 50",pokemon/swinub/images/sprite_default.png,pokemon/swinub/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/220/
221,piloswine,piloswine,generation-ii,158,11,558,"ice, ground","oblivious, snow-cloak, thick-fat","hp: 100, attack: 100, defense: 80, special-attack: 60, special-defense: 60, speed: 50",pokemon/piloswine/images/sprite_default.png,pokemon/piloswine/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/221/
222,corsola,corsola,generation-ii,144,6,50,"water, rock","hustle, natural-cure, regenerator","hp: 65, attack: 55, defense: 95, special-attack: 65, special-defense: 95, speed: 35",pokemon/corsola/images/sprite_default.png,pokemon/corsola/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/222/
223,remoraid,remoraid,generation-ii,60,6,120,water,"hustle, sniper, moody","hp: 35, attack: 65, defense: 35, special-attack: 65, special-defense: 35, speed: 65",pokemon/remoraid/images/sprite_default.png,pokemon/remoraid/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/223/
224,octillery,octillery,generation-ii,168,9,285,water,"suction-cups, sniper, moody","hp: 75, attack: 105, defense: 75, special-attack: 105, special-defense: 75, speed: 45",pokemon/octillery/images/sprite_default.png,pokemon/octillery/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/224/
225,delibird,delibird,generation-ii,116,9,160,"ice, flying","vital-spirit, hustle, insomnia","hp: 45, attack: 55, defense: 45, special-attack: 65, special-defense: 45, speed: 75",pokemon/delibird/images/sprite_default.png,pokemon/delibird/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/225/
226,mantine,mantine,generation-ii,170,21,2200,"water, flying","swift-swim, water-absorb, water-veil","hp: 85, attack: 40, defense: 70, special-attack: 80, special-defense: 140, speed: 70",pokemon/mantine/images/sprite_default.png,pokemon/mantine/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/226/
227,skarmory,skarmory,generation-ii,163,17,505,"steel, flying","keen-eye, sturdy, weak-armor","hp: 65, attack: 80, defense: 140, special-attack: 40, special-defense: 70, speed: 70",pokemon/skarmory/images/sprite_default.png,pokemon/skarmory/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/227/
228,houndour,houndour,generation-ii,66,6,108,"dark, fire","early-bird, flash-fire, unnerve","hp: 45, attack: 60, defense: 30, special-attack: 80, special-defense: 50, speed: 65",pokemon/houndour/images/sprite_default.png,pokemon/houndour/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/228/
229,houndoom,houndoom,generation-ii,175,14,350,"dark, fire","early-bird, flash-fire, unnerve","hp: 75, attack: 90, defense: 50, special-attack: 110, special-defense: 80, speed: 95",pokemon/houndoom/images/sprite_default.png,pokemon/houndoom/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/229/
230,kingdra,kingdra,generation-ii,243,18,1520,"water, dragon","swift-swim, sniper, damp","hp: 75, attack: 95, defense: 95, special-attack: 95, special-defense: 95, speed: 85",pokemon/kingdra/images/sprite_default.png,pokemon/kingdra/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/230/
231,phanpy,phanpy,generation-ii,66,5,335,ground,"pickup, sand-veil","hp: 90, attack: 60, defense: 60, special-attack: 40, special-defense: 40, speed: 40",pokemon/phanpy/images/sprite_default.png,pokemon/phanpy/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/231/
232,donphan,donphan,generation-ii,175,11,1200,ground,"sturdy, sand-veil","hp: 90, attack: 120, defense: 120, special-attack: 60, special-defense: 60, speed: 50",pokemon/donphan/images/sprite_default.png,pokemon/donphan/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/232/
233,porygon2,porygon2,generation-ii,180,6,325,normal,"trace, download, analytic","hp: 85, attack: 80, defense: 90, special-attack: 105, special-defense: 95, speed: 60",pokemon/porygon2/images/sprite_default.png,pokemon/porygon2/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/233/
234,stantler,stantler,generation-ii,163,14,712,normal,"intimidate, frisk, sap-sipper","hp: 73, attack: 95, defense: 62, special-attack: 85, special-defense: 65, speed: 85",pokemon/stantler/images/sprite_default.png,pokemon/stantler/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/234/
235,smeargle,smeargle,generation-ii,88,12,580,normal,"own-tempo, technician, moody","hp: 55, attack: 20, defense: 35, special-attack: 20, special-defense: 45, speed: 75",pokemon/smeargle/images/sprite_default.png,pokemon/smeargle/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/235/
236,tyrogue,tyrogue,generation-ii,42,7,210,fighting,"guts, steadfast, vital-spirit","hp: 35, attack: 35, defense: 35, special-attack: 35, special-defense: 35, speed: 35",pokemon/tyrogue/images/sprite_default.png,pokemon/tyrogue/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/236/
237,hitmontop,hitmontop,generation-ii,159,14,480,fighting,"intimidate, technician, steadfast","hp: 50, attack: 95, defense: 95, special-attack: 35, special-defense: 110, speed: 70",pokemon/hitmontop/images/sprite_default.png,pokemon/hitmontop/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/237/
238,smoochum,smoochum,generation-ii,61,4,60,"ice, psychic","oblivious, forewarn, hydration","hp: 45, attack: 30, defense: 15, special-attack: 85, special-defense: 65, speed: 65",pokemon/smoochum/images/sprite_default.png,pokemon/smoochum/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/238/
239,elekid,elekid,generation-ii,72,6,235,electric,"static, vital-spirit","hp: 45, attack: 63, defense: 37, special-attack: 65, special-defense: 55, speed: 95",pokemon/elekid/images/sprite_default.png,pokemon/elekid/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/239/
240,magby,magby,generation-ii,73,7,214,fire,"flame-body, vital-spirit","hp: 45, attack: 75, defense: 37, special-attack: 70, special-defense: 55, speed: 83",pokemon/magby/images/sprite_default.png,pokemon/magby/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/240/
241,miltank,miltank,generation-ii,172,12,755,normal,"thick-fat, scrappy, sap-sipper","hp: 95, attack: 80, defense: 105, special-attack: 40, special-defense: 70, speed: 100",pokemon/miltank/images/sprite_default.png,pokemon/miltank/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/241/
242,blissey,blissey,generation-ii,608,15,468,normal,"natural-cure, serene-grace, healer","hp: 255, attack: 10, defense: 10, special-attack: 75, special-defense: 135, speed: 55",pokemon/blissey/images/sprite_default.png,pokemon/blissey/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/242/
243,raikou,raikou,generation-ii,261,19,1780,electric,"pressure, inner-focus","hp: 90, attack: 85, defense: 75, special-attack: 115, special-defense: 100, speed: 115",pokemon/raikou/images/sprite_default.png,pokemon/raikou/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/243/
244,entei,entei,generation-ii,261,21,1980,fire,"pressure, inner-focus","hp: 115, attack: 115, defense: 85, special-attack: 90, special-defense: 75, speed: 100",pokemon/entei/images/sprite_default.png,pokemon/entei/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/244/
245,suicune,suicune,generation-ii,261,20,1870,water,"pressure, inner-focus","hp: 100, attack: 75, defense: 115, special-attack: 90, special-defense: 115, speed: 85",pokemon/suicune/images/sprite_default.png,pokemon/suicune/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/245/
