id,name,slug,generation,habitat,shape,color,capture_rate,base_happiness,gender_rate,is_baby,is_legendary,is_mythical,flavor_text_en,sourceUrl
737,charjabug,charjabug,generation-vii,,squiggle,green,120,70,4,False,False,False,"Its body is capable of storing electricity. On camping trips, people are grateful to have one around.",https://pokeapi.co/api/v2/pokemon-species/737
738,vikavolt,vikavolt,generation-vii,,armor,blue,45,70,4,False,False,False,"It zips around, on sharp lookout for an opening. It concentrates electrical energy within its large jaws and uses it to zap its enemies.",https://pokeapi.co/api/v2/pokemon-species/738
739,crabrawler,crabrawler,generation-vii,,armor,purple,225,70,4,False,False,False,"While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints.",https://pokeapi.co/api/v2/pokemon-species/739
740,crabominable,crabominable,generation-vii,,armor,white,60,70,4,False,False,False,"It aimed for the top but got lost and ended up on a snowy mountain. Being forced to endure the cold, this Pokémon evolved and grew fur.",https://pokeapi.co/api/v2/pokemon-species/740
741,oricorio,oricorio,generation-vii,,wings,red,45,70,6,False,False,False,"It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames.",https://pokeapi.co/api/v2/pokemon-species/741
742,cutiefly,cutiefly,generation-vii,,armor,yellow,190,70,4,False,False,False,"It feeds on the nectar and pollen of flowers. Because it’s able to sense auras, it can identify which flowers are about to bloom.",https://pokeapi.co/api/v2/pokemon-species/742
743,ribombee,ribombee,generation-vii,,bug-wings,yellow,75,70,4,False,False,False,"It rolls up pollen into puffs. It makes many different varieties, some used as food and others used in battle.",https://pokeapi.co/api/v2/pokemon-species/743
744,rockruff,rockruff,generation-vii,,quadruped,brown,190,70,4,False,False,False,"It’s considered to be a good Pokémon for beginners because of its friendliness, but its disposition grows rougher as it grows up.",https://pokeapi.co/api/v2/pokemon-species/744
745,lycanroc,lycanroc,generation-vii,,quadruped,brown,90,70,4,False,False,False,"Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons.",https://pokeapi.co/api/v2/pokemon-species/745
746,wishiwashi,wishiwashi,generation-vii,,fish,blue,60,70,4,False,False,False,"When it’s in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies.",https://pokeapi.co/api/v2/pokemon-species/746
747,mareanie,mareanie,generation-vii,,blob,blue,190,70,4,False,False,False,"It plunges the poison spike on its head into its prey. When the prey has weakened, Mareanie deals the finishing blow with its 10 tentacles.",https://pokeapi.co/api/v2/pokemon-species/747
748,toxapex,toxapex,generation-vii,,tentacles,blue,75,70,4,False,False,False,Toxapex crawls along the ocean floor on its 12 legs. It leaves a trail of Corsola bits scattered in its wake.,https://pokeapi.co/api/v2/pokemon-species/748
749,mudbray,mudbray,generation-vii,,quadruped,brown,190,70,4,False,False,False,The mud stuck to Mudbray’s hooves enhances its grip and its powerful running gait.,https://pokeapi.co/api/v2/pokemon-species/749
750,mudsdale,mudsdale,generation-vii,,quadruped,brown,60,70,4,False,False,False,"It spits a mud that provides resistance to both wind and rain, so the walls of old houses were often coated with it.",https://pokeapi.co/api/v2/pokemon-species/750
751,dewpider,dewpider,generation-vii,,legs,green,200,70,4,False,False,False,It crawls onto the land in search of food. Its water bubble allows it to breathe and protects its soft head.,https://pokeapi.co/api/v2/pokemon-species/751
752,araquanid,araquanid,generation-vii,,armor,green,100,70,4,False,False,False,"It delivers headbutts with the water bubble on its head. Small Pokémon get sucked into the bubble, where they drown.",https://pokeapi.co/api/v2/pokemon-species/752
753,fomantis,fomantis,generation-vii,,upright,pink,190,70,4,False,False,False,"During the day, it sleeps and soaks up light. When night falls, it walks around looking for a safer place to sleep.",https://pokeapi.co/api/v2/pokemon-species/753
754,lurantis,lurantis,generation-vii,,humanoid,pink,75,70,4,False,False,False,"It requires a lot of effort to maintain Lurantis’s vivid coloring, but some collectors enjoy this work and treat it as their hobby.",https://pokeapi.co/api/v2/pokemon-species/754
755,morelull,morelull,generation-vii,,blob,purple,190,70,4,False,False,False,It scatters spores that flicker and glow. Anyone seeing these lights falls into a deep slumber.,https://pokeapi.co/api/v2/pokemon-species/755
756,shiinotic,shiinotic,generation-vii,,humanoid,purple,75,70,4,False,False,False,Forests where Shiinotic live are treacherous to enter at night. People confused by its strange lights can never find their way home again.,https://pokeapi.co/api/v2/pokemon-species/756
757,salandit,salandit,generation-vii,,quadruped,black,120,70,1,False,False,False,"It burns its bodily fluids to create a poisonous gas. When its enemies become disoriented from inhaling the gas, it attacks them.",https://pokeapi.co/api/v2/pokemon-species/757
758,salazzle,salazzle,generation-vii,,quadruped,black,45,70,8,False,False,False,"For some reason, only females have been found. It creates a reverse harem of male Salandit that it lives with.",https://pokeapi.co/api/v2/pokemon-species/758
759,stufful,stufful,generation-vii,,quadruped,pink,140,70,4,False,False,False,"Despite its adorable appearance, when it gets angry and flails about, its arms and legs could knock a pro wrestler sprawling.",https://pokeapi.co/api/v2/pokemon-species/759
760,bewear,bewear,generation-vii,,upright,pink,70,70,4,False,False,False,This immensely dangerous Pokémon possesses overwhelming physical strength. Its habitat is generally off-limits.,https://pokeapi.co/api/v2/pokemon-species/760
761,bounsweet,bounsweet,generation-vii,,legs,purple,235,70,8,False,False,False,A delectable aroma pours from its body. They are often swallowed whole by Toucannon lured by that wafting deliciousness.,https://pokeapi.co/api/v2/pokemon-species/761
762,steenee,steenee,generation-vii,,humanoid,purple,120,70,8,False,False,False,"The sepals on its head developed to protect its body. These are quite hard, so even if pecked by bird Pokémon, this Pokémon is totally fine.",https://pokeapi.co/api/v2/pokemon-species/762
763,tsareena,tsareena,generation-vii,,humanoid,purple,45,70,8,False,False,False,"Its long, striking legs aren’t just for show but to be used to kick with skill. In victory, it shows off by kicking the defeated, laughing boisterously.",https://pokeapi.co/api/v2/pokemon-species/763
764,comfey,comfey,generation-vii,,ball,green,60,70,6,False,False,False,"It attaches flowers to its highly nutritious vine. This revitalizes the flowers, and they give off an aromatic scent.",https://pokeapi.co/api/v2/pokemon-species/764
765,oranguru,oranguru,generation-vii,,humanoid,white,45,70,4,False,False,False,"Known for its extreme intelligence, this Pokémon will look down on inexperienced Trainers, so it’s best suited to veteran Trainers.",https://pokeapi.co/api/v2/pokemon-species/765
766,passimian,passimian,generation-vii,,upright,white,45,70,4,False,False,False,They form groups of roughly 20 individuals. Their mutual bond is remarkable—they will never let down a comrade.,https://pokeapi.co/api/v2/pokemon-species/766
767,wimpod,wimpod,generation-vii,,tentacles,gray,90,70,4,False,False,False,"This Pokémon is a coward. As it desperately dashes off, the flailing of its many legs leaves a sparkling clean path in its wake.",https://pokeapi.co/api/v2/pokemon-species/767
768,golisopod,golisopod,generation-vii,,humanoid,gray,45,70,4,False,False,False,"With a flashing slash of its giant sharp claws, it cleaves seawater—or even air—right in two.",https://pokeapi.co/api/v2/pokemon-species/768
769,sandygast,sandygast,generation-vii,,squiggle,brown,140,70,4,False,False,False,"Born from a sand mound playfully built by a child, this Pokémon embodies the grudges of the departed.",https://pokeapi.co/api/v2/pokemon-species/769
770,palossand,palossand,generation-vii,,squiggle,brown,60,70,4,False,False,False,"Possessed people controlled by this Pokémon transformed its sand mound into a castle. As it evolved, its power to curse grew ever stronger.",https://pokeapi.co/api/v2/pokemon-species/770
771,pyukumuku,pyukumuku,generation-vii,,squiggle,black,60,70,4,False,False,False,"It’s covered in a slime that keeps its skin moist, allowing it to stay on land for days without drying up.",https://pokeapi.co/api/v2/pokemon-species/771
772,type-null,type_null,generation-vii,,quadruped,gray,3,0,-1,False,True,False,The heavy control mask it wears suppresses its intrinsic capabilities. This Pokémon has some hidden special power.,https://pokeapi.co/api/v2/pokemon-species/772
773,silvally,silvally,generation-vii,,quadruped,gray,3,0,-1,False,True,False,"Its trust in its partner is what awakens it. This Pokémon is capable of changing its type, a flexibility that is well displayed in battle.",https://pokeapi.co/api/v2/pokemon-species/773
774,minior,minior,generation-vii,,ball,brown,30,70,-1,False,False,False,"Originally making its home in the ozone layer, it hurtles to the ground when the shell enclosing its body grows too heavy.",https://pokeapi.co/api/v2/pokemon-species/774
775,komala,komala,generation-vii,,humanoid,blue,45,70,4,False,False,False,"It is born asleep, and it dies asleep. All its movements are apparently no more than the results of it tossing and turning in its dreams.",https://pokeapi.co/api/v2/pokemon-species/775
776,turtonator,turtonator,generation-vii,,upright,red,70,70,4,False,False,False,The shell on its back is chemically unstable and explodes violently if struck. The hole in its stomach is its weak point.,https://pokeapi.co/api/v2/pokemon-species/776
777,togedemaru,togedemaru,generation-vii,,upright,gray,180,70,4,False,False,False,"The spiny fur on its back is normally at rest. When this Pokémon becomes agitated, its fur stands on end and stabs into its attackers.",https://pokeapi.co/api/v2/pokemon-species/777
778,mimikyu,mimikyu,generation-vii,,squiggle,yellow,45,70,4,False,False,False,Its actual appearance is unknown. A scholar who saw what was under its rag was overwhelmed by terror and died from the shock.,https://pokeapi.co/api/v2/pokemon-species/778
779,bruxish,bruxish,generation-vii,,fish,pink,80,70,4,False,False,False,"When it unleashes its psychic power from the protuberance on its head, the grating sound of grinding teeth echoes through the area.",https://pokeapi.co/api/v2/pokemon-species/779
780,drampa,drampa,generation-vii,,squiggle,white,70,70,4,False,False,False,"It has a compassionate personality, but if it is angered, it completely destroys its surroundings with its intense breath.",https://pokeapi.co/api/v2/pokemon-species/780
781,dhelmise,dhelmise,generation-vii,,blob,green,25,70,-1,False,False,False,"Swinging its massive anchor, it can KO Wailord in a single blow. What appears to be green seaweed is actually its body.",https://pokeapi.co/api/v2/pokemon-species/781
782,jangmo-o,jangmo_o,generation-vii,,quadruped,gray,45,70,4,False,False,False,It expresses its feelings by smacking its scales. Metallic sounds echo through the tall mountains where Jangmo-o lives.,https://pokeapi.co/api/v2/pokemon-species/782
783,hakamo-o,hakamo_o,generation-vii,,upright,gray,45,70,4,False,False,False,It leaps at its prey with a courageous shout. Its scaly punches tear its opponents to shreds.,https://pokeapi.co/api/v2/pokemon-species/783
784,kommo-o,kommo_o,generation-vii,,upright,gray,45,70,4,False,False,False,"When it spots enemies, it threatens them by jingling the scales on its tail. Weak opponents will crack and flee in panic.",https://pokeapi.co/api/v2/pokemon-species/784
785,tapu-koko,tapu_koko,generation-vii,,arms,yellow,3,70,-1,False,True,False,This guardian deity of Melemele is brimming with curiosity. It summons thunderclouds and stores their lightning inside its body.,https://pokeapi.co/api/v2/pokemon-species/785
786,tapu-lele,tapu_lele,generation-vii,,arms,pink,3,70,-1,False,True,False,This guardian deity of Akala is guilelessly cruel. The fragrant aroma of flowers is the source of its energy.,https://pokeapi.co/api/v2/pokemon-species/786
787,tapu-bulu,tapu_bulu,generation-vii,,arms,red,3,70,-1,False,True,False,"It pulls large trees up by the roots and swings them around. It causes vegetation to grow, and then it absorbs energy from the growth.",https://pokeapi.co/api/v2/pokemon-species/787
788,tapu-fini,tapu_fini,generation-vii,,arms,purple,3,70,-1,False,True,False,The dense fog it creates brings the downfall and destruction of its confused enemies. Ocean currents are the source of its energy.,https://pokeapi.co/api/v2/pokemon-species/788
789,cosmog,cosmog,generation-vii,,ball,blue,45,0,-1,False,True,False,Its body is gaseous and frail. It slowly grows as it collects dust from the atmosphere.,https://pokeapi.co/api/v2/pokemon-species/789
790,cosmoem,cosmoem,generation-vii,,ball,blue,45,0,-1,False,True,False,"Motionless as if dead, its body is faintly warm to the touch. In the distant past, it was called the cocoon of the stars.",https://pokeapi.co/api/v2/pokemon-species/790
791,solgaleo,solgaleo,generation-vii,,quadruped,white,45,0,-1,False,True,False,It is said to live in another world. The intense light it radiates from the surface of its body can make the darkest of nights light up like midday.,https://pokeapi.co/api/v2/pokemon-species/791
792,lunala,lunala,generation-vii,,wings,purple,45,0,-1,False,True,False,"It is said to be a female evolution of Cosmog. When its third eye activates, away it flies to another world.",https://pokeapi.co/api/v2/pokemon-species/792
793,nihilego,nihilego,generation-vii,,tentacles,white,45,0,-1,False,False,False,One of several mysterious Ultra Beasts. People on the street report observing those infested by it suddenly becoming violent.,https://pokeapi.co/api/v2/pokemon-species/793
794,buzzwole,buzzwole,generation-vii,,tentacles,red,45,0,-1,False,False,False,"This Ultra Beast appeared from another world. It shows off its body, but whether that display is a boast or a threat remains unclear.",https://pokeapi.co/api/v2/pokemon-species/794
795,pheromosa,pheromosa,generation-vii,,humanoid,white,45,0,-1,False,False,False,"One of the dangerous Ultra Beasts, it has been spotted running across the land at terrific speeds.",https://pokeapi.co/api/v2/pokemon-species/795
796,xurkitree,xurkitree,generation-vii,,upright,black,45,0,-1,False,False,False,"One of the mysterious life-forms known as Ultra Beasts. Astonishing electric shocks emanate from its entire body, according to witnesses.",https://pokeapi.co/api/v2/pokemon-species/796
797,celesteela,celesteela,generation-vii,,humanoid,green,45,0,-1,False,False,False,It appeared from the Ultra Wormhole. Witnesses observed it flying across the sky at high speed.,https://pokeapi.co/api/v2/pokemon-species/797
798,kartana,kartana,generation-vii,,humanoid,white,45,0,-1,False,False,False,"This Ultra Beast came from the Ultra Wormhole. It seems not to attack enemies on its own, but its sharp body is a dangerous weapon in itself.",https://pokeapi.co/api/v2/pokemon-species/798
799,guzzlord,guzzlord,generation-vii,,upright,black,45,0,-1,False,False,False,"It has gobbled mountains and swallowed whole buildings, according to reports. It’s one of the Ultra Beasts.",https://pokeapi.co/api/v2/pokemon-species/799
800,necrozma,necrozma,generation-vii,,arms,black,255,0,-1,False,True,False,"Reminiscent of the Ultra Beasts, this life-form, apparently asleep underground, is thought to have come from another world in ancient times.",https://pokeapi.co/api/v2/pokemon-species/800
801,magearna,magearna,generation-vii,,humanoid,gray,3,0,-1,False,False,True,"This artificial Pokémon, constructed more than 500 years ago, can understand human speech but cannot itself speak.",https://pokeapi.co/api/v2/pokemon-species/801
802,marshadow,marshadow,generation-vii,,humanoid,gray,3,0,-1,False,False,True,"Able to conceal itself in shadows, it never appears before humans, so its very existence was the stuff of myth.",https://pokeapi.co/api/v2/pokemon-species/802
803,poipole,poipole,generation-vii,,upright,purple,45,0,-1,False,False,False,This Ultra Beast is well enough liked to be chosen as a first partner in its own world.,https://pokeapi.co/api/v2/pokemon-species/803
804,naganadel,naganadel,generation-vii,,wings,purple,45,0,-1,False,False,False,It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.,https://pokeapi.co/api/v2/pokemon-species/804
805,stakataka,stakataka,generation-vii,,quadruped,gray,30,0,-1,False,False,False,It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.,https://pokeapi.co/api/v2/pokemon-species/805
806,blacephalon,blacephalon,generation-vii,,humanoid,white,30,0,-1,False,False,False,"It slithers toward people. Then, without warning, it triggers the explosion of its own head. It’s apparently one kind of Ultra Beast.",https://pokeapi.co/api/v2/pokemon-species/806
807,zeraora,zeraora,generation-vii,,humanoid,yellow,3,0,-1,False,False,True,"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks.",https://pokeapi.co/api/v2/pokemon-species/807
808,meltan,meltan,generation-vii,,ball,gray,3,0,-1,False,False,True,"It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel.",https://pokeapi.co/api/v2/pokemon-species/808
809,melmetal,melmetal,generation-vii,,humanoid,gray,3,0,-1,False,False,True,"Revered long ago for its capacity to create iron from nothing, for some reason it has come back to life after 3,000 years.",https://pokeapi.co/api/v2/pokemon-species/809
