id,name,slug,type,power,accuracy,pp,priority,damage_class,target,generation,effect,short_effect,sourceUrl
178,cotton-spore,cotton_spore,grass,None,100,40,0,status,all-opponents,generation-ii,Lowers the target’s Speed by two stages.,Lowers the target’s Speed by two stages.,https://pokeapi.co/api/v2/move/178/
179,reversal,reversal,fighting,None,100,15,0,physical,selected-pokemon,generation-ii,"Inflicts regular damage.  Power varies inversely with the user’s proportional remaining HP.

64 * current HP / max HP | Power
-----------------------: | ----:
 0– 1                    |  200
 2– 5                    |  150
 6–12                    |  100
13–21                    |   80
22–42                    |   40
43–64                    |   20
","Inflicts more damage when the user has less HP remaining, with a maximum of 200 power.",https://pokeapi.co/api/v2/move/179/
180,spite,spite,ghost,None,100,10,0,status,selected-pokemon,generation-ii,"Lowers the PP of the target’s last used move by 4.  If the target hasn’t used a move since entering the field, if it tried to use a move this turn and failed, or if its last used move has 0 PP remaining, this move will fail.",Lowers the PP of the target’s last used move by 4.,https://pokeapi.co/api/v2/move/180/
181,powder-snow,powder_snow,ice,40,100,25,0,special,all-opponents,generation-ii,Inflicts regular damage.  Has a 10% chance to freeze the target.,Has a 10% chance to freeze the target.,https://pokeapi.co/api/v2/move/181/
182,protect,protect,normal,None,None,10,4,status,user,generation-ii,"No moves will hit the user for the remainder of this turn.  If the user is last to act this turn, this move will fail.

If the user successfully used detect, endure, protect, quick guard, or wide guard on the last turn, this move has a 50% chance to fail.

lock on, mind reader, and no guard provide a (100 – accuracy)% chance for moves to break through this move.  This does not apply to one-hit KO moves (fissure, guillotine, horn drill, and sheer cold); those are always blocked by this move.

thunder during rain dance and blizzard during hail have a 30% chance to break through this move.

The following effects are not prevented by this move:

* acupressure from an ally
* curse’s curse effect
* Delayed damage from doom desire and future sight; however, these moves will be prevented if they are used this turn
* feint, which will also end this move’s protection after it hits
* imprison
* perish song
* shadow force
* Moves that merely copy the user, such as transform or psych up

This move cannot be selected by assist or metronome.",Prevents any moves from hitting the user this turn.,https://pokeapi.co/api/v2/move/182/
183,mach-punch,mach_punch,fighting,40,100,30,1,physical,selected-pokemon,generation-ii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,https://pokeapi.co/api/v2/move/183/
184,scary-face,scary_face,normal,None,100,10,0,status,selected-pokemon,generation-ii,Lowers the target’s Speed by two stages.,Lowers the target’s Speed by two stages.,https://pokeapi.co/api/v2/move/184/
185,feint-attack,feint_attack,dark,60,None,20,0,physical,selected-pokemon,generation-ii,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,Never misses.,https://pokeapi.co/api/v2/move/185/
186,sweet-kiss,sweet_kiss,fairy,None,75,10,0,status,selected-pokemon,generation-ii,Confuses the target.,Confuses the target.,https://pokeapi.co/api/v2/move/186/
187,belly-drum,belly_drum,normal,None,None,10,0,status,user,generation-ii,"User pays half its max HP to raise its Attack to +6 stages.  If the user cannot pay the HP cost, this move will fail.",User pays half its max HP to max out its Attack.,https://pokeapi.co/api/v2/move/187/
188,sludge-bomb,sludge_bomb,poison,90,100,10,0,special,selected-pokemon,generation-ii,Inflicts regular damage.  Has a 30% chance to poison the target.,Has a 30% chance to poison the target.,https://pokeapi.co/api/v2/move/188/
189,mud-slap,mud_slap,ground,20,100,10,0,special,selected-pokemon,generation-ii,Inflicts regular damage.  Has a 100% chance to lower the target’s accuracy by one stage.,Has a 100% chance to lower the target’s accuracy by one stage.,https://pokeapi.co/api/v2/move/189/
190,octazooka,octazooka,water,65,85,10,0,special,selected-pokemon,generation-ii,Inflicts regular damage.  Has a 50% chance to lower the target’s accuracy by one stage.,Has a 50% chance to lower the target’s accuracy by one stage.,https://pokeapi.co/api/v2/move/190/
191,spikes,spikes,ground,None,None,20,0,status,opponents-field,generation-ii,"Scatters spikes around the opposing field, which damage opposing Pokémon that enter the field for 1/8 of their max HP.  Pokémon immune to ground moves are immune to this damage, except during gravity.  Up to three layers of spikes may be laid down, adding 1/16 to the damage done: two layers of spikes damage for 3/16 max HP, and three layers damage for 1/4 max HP.

wonder guard does not block damage from this effect.

rapid spin removes this effect from its user’s side of the field.  defog removes this effect from its target’s side of the field.","Scatters Spikes, hurting opposing Pokémon that switch in.",https://pokeapi.co/api/v2/move/191/
192,zap-cannon,zap_cannon,electric,120,50,5,0,special,selected-pokemon,generation-ii,Inflicts regular damage.  Has a 100% chance to paralyze the target.,Has a 100% chance to paralyze the target.,https://pokeapi.co/api/v2/move/192/
193,foresight,foresight,normal,None,None,40,0,status,selected-pokemon,generation-ii,Resets the target’s evasion to normal and prevents any further boosting until the target leaves the field.  A ghost under this effect takes normal damage from normal and fighting moves.  This move itself ignores accuracy and evasion modifiers.,"Forces the target to have no Evade, and allows it to be hit by Normal and Fighting moves even if it’s a Ghost.",https://pokeapi.co/api/v2/move/193/
194,destiny-bond,destiny_bond,ghost,None,None,5,0,status,user,generation-ii,"If the user faints before its next move, the Pokémon that fainted it will automatically faint.  End-of-turn damage is ignored.

This move cannot be selected by assist or metronome.","If the user faints this turn, the target automatically will, too.",https://pokeapi.co/api/v2/move/194/
195,perish-song,perish_song,normal,None,None,5,0,status,all-pokemon,generation-ii,"Every Pokémon is given a counter that starts at 3 and decreases by 1 at the end of every turn, including this one.  When a Pokémon’s counter reaches zero, that Pokémon faints.  A Pokémon that leaves the field will lose its counter; its replacement does not inherit the effect, and other Pokémon’s counters remain.

This effect is passed on by baton pass.

This move cannot be copied by mirror move.",User and target both faint after three turns.,https://pokeapi.co/api/v2/move/195/
196,icy-wind,icy_wind,ice,55,95,15,0,special,all-opponents,generation-ii,Inflicts regular damage.  Has a 100% chance to lower the target’s Speed by one stage.,Has a 100% chance to lower the target’s Speed by one stage.,https://pokeapi.co/api/v2/move/196/
197,detect,detect,fighting,None,None,5,4,status,user,generation-ii,"No moves will hit the user for the remainder of this turn.  If the user is last to act this turn, this move will fail.

If the user successfully used detect, endure, protect, quick guard, or wide guard on the last turn, this move has a 50% chance to fail.

lock on, mind reader, and no guard provide a (100 – accuracy)% chance for moves to break through this move.  This does not apply to one-hit KO moves (fissure, guillotine, horn drill, and sheer cold); those are always blocked by this move.

thunder during rain dance and blizzard during hail have a 30% chance to break through this move.

The following effects are not prevented by this move:

* acupressure from an ally
* curse’s curse effect
* Delayed damage from doom desire and future sight; however, these moves will be prevented if they are used this turn
* feint, which will also end this move’s protection after it hits
* imprison
* perish song
* shadow force
* Moves that merely copy the user, such as transform or psych up

This move cannot be selected by assist or metronome.",Prevents any moves from hitting the user this turn.,https://pokeapi.co/api/v2/move/197/
198,bone-rush,bone_rush,ground,25,90,10,0,physical,selected-pokemon,generation-ii,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",Hits 2-5 times in one turn.,https://pokeapi.co/api/v2/move/198/
199,lock-on,lock_on,normal,None,None,5,0,status,selected-pokemon,generation-ii,"If the user targets the same target again before the end of the next turn, the move it uses is guaranteed to hit.  This move itself also ignores accuracy and evasion modifiers.

One-hit KO moves are also guaranteed to hit, as long as the user is equal or higher level than the target.  This effect also allows the user to hit Pokémon that are off the field due to moves such as dig or fly.

If the target uses detect or protect while under the effect of this move, the user is not guaranteed to hit, but has a (100 - accuracy)% chance to break through the protection.

This effect is passed on by baton pass.",Ensures that the user’s next move will hit the target.,https://pokeapi.co/api/v2/move/199/
200,outrage,outrage,dragon,120,100,10,0,physical,random-opponent,generation-ii,"Inflicts regular damage.  User is forced to attack with this move for 2–3 turns,selected at random.  After the last hit, the user becomes confused.

safeguard does not protect against the confusion from this move.","Hits every turn for 2-3 turns, then confuses the user.",https://pokeapi.co/api/v2/move/200/
201,sandstorm,sandstorm,rock,None,None,10,0,status,entire-field,generation-ii,"Changes the weather to a sandstorm for five turns.  Pokémon that are not ground, rock, or steel take 1/16 their max HP at the end of every turn.  Every rock Pokémon’s original Special Defense is raised by 50% for the duration of this effect.

solar beam’s power is halved.

moonlight, morning sun, and synthesis only heal 1/4 the user’s max HP.",Changes the weather to a sandstorm for five turns.,https://pokeapi.co/api/v2/move/201/
202,giga-drain,giga_drain,grass,75,100,10,0,special,selected-pokemon,generation-ii,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,Drains half the damage inflicted to heal the user.,https://pokeapi.co/api/v2/move/202/
203,endure,endure,normal,None,None,10,4,status,user,generation-ii,"The user’s HP cannot be lowered below 1 by any means for the remainder of this turn.

If the user successfully used detect, endure, protect, quick guard, or wide guard on the last turn, this move has a 50% chance to fail.

This move cannot be selected by assist or metronome.",Prevents the user’s HP from lowering below 1 this turn.,https://pokeapi.co/api/v2/move/203/
204,charm,charm,fairy,None,100,20,0,status,selected-pokemon,generation-ii,Lowers the target’s Attack by two stages.,Lowers the target’s Attack by two stages.,https://pokeapi.co/api/v2/move/204/
205,rollout,rollout,rock,30,90,20,0,physical,selected-pokemon,generation-ii,"Inflicts regular damage.  User is forced to use this move for five turns.  Power doubles every time this move is used in succession to a maximum of 16x, and resets to normal after the lock-in ends.  If this move misses or becomes unusable, the lock-in ends.

If the user has used defense curl since entering the field, this move has double power.","Power doubles every turn this move is used in succession after the first, resetting after five turns.",https://pokeapi.co/api/v2/move/205/
206,false-swipe,false_swipe,normal,40,100,40,0,physical,selected-pokemon,generation-ii,Inflicts regular damage.  Will not reduce the target’s HP below 1.,Cannot lower the target’s HP below 1.,https://pokeapi.co/api/v2/move/206/
207,swagger,swagger,normal,None,85,15,0,status,selected-pokemon,generation-ii,"Raises the target’s Attack by two stages, then confuses it.  If the target’s Attack cannot be raised by two stages, the confusion is not applied.",Raises the target’s Attack by two stages and confuses the target.,https://pokeapi.co/api/v2/move/207/
208,milk-drink,milk_drink,normal,None,None,5,0,status,user,generation-ii,Heals the user for half its max HP.,Heals the user by half its max HP.,https://pokeapi.co/api/v2/move/208/
209,spark,spark,electric,65,100,20,0,physical,selected-pokemon,generation-ii,Inflicts regular damage.  Has a 30% chance to paralyze the target.,Has a 30% chance to paralyze the target.,https://pokeapi.co/api/v2/move/209/
210,fury-cutter,fury_cutter,bug,40,95,20,0,physical,selected-pokemon,generation-ii,"Inflicts regular damage.  Power doubles after every time this move is used, whether consecutively or not, maxing out at 16x.  If this move misses or the user leaves the field, power resets.","Power doubles every turn this move is used in succession after the first, maxing out after five turns.",https://pokeapi.co/api/v2/move/210/
211,steel-wing,steel_wing,steel,70,90,25,0,physical,selected-pokemon,generation-ii,Inflicts regular damage. Has a 10% chance to raise the user’s Defense one stage.,Has a 10% chance to raise the user’s Defense by one stage.,https://pokeapi.co/api/v2/move/211/
212,mean-look,mean_look,normal,None,None,5,0,status,selected-pokemon,generation-ii,"The target cannot switch out normally.  Ignores accuracy and evasion modifiers.  This effect ends when the user leaves the field.

The target may still escape by using baton pass, u turn, or a shed shell.

Both the user and the target pass on this effect with baton pass.",Prevents the target from leaving battle.,https://pokeapi.co/api/v2/move/212/
213,attract,attract,normal,None,100,15,0,status,selected-pokemon,generation-ii,"Causes the target to fall in love with the user, giving it a 50% chance to do nothing each turn.  If the user and target are the same gender, or either is genderless, this move will fail.  If either Pokémon leaves the field, this effect ends.","Target falls in love if it has the opposite gender, and has a 50% chance to refuse attacking the user.",https://pokeapi.co/api/v2/move/213/
214,sleep-talk,sleep_talk,normal,None,None,10,0,status,user,generation-ii,"Only usable if the user is sleeping.  Randomly selects and uses one of the user’s other three moves.  Use of the selected move requires and costs 0 PP.

This move will not select assist, bide, bounce, chatter, copycat, dig, dive, fly, focus punch, me first, metronome, mirror move, shadow force, skull bash, sky attack, sky drop, sleep talk, solar beam, razor wind, or uproar.

If the selected move requires a recharge turn—i.e., one of blast burn, frenzy plant, giga impact, hydro cannon, hyper beam, roar of time, or rock wrecker—and the user is still sleeping next turn, then it’s forced to use this move again and pay another PP for the recharge turn.

This move cannot be copied by mirror move, nor selected by assist, metronome, or sleep talk.",Randomly uses one of the user’s other three moves.  Only works if the user is sleeping.,https://pokeapi.co/api/v2/move/214/
215,heal-bell,heal_bell,normal,None,None,5,0,status,user-and-allies,generation-ii,Removes major status effects and confusion from every Pokémon in the user’s party.,Cures the entire party of major status effects.,https://pokeapi.co/api/v2/move/215/
216,return,return,normal,None,100,20,0,physical,selected-pokemon,generation-ii,"Inflicts regular damage.  Power increases with happiness, given by `happiness * 2 / 5`, to a maximum of 102.  Power bottoms out at 1.","Power increases with happiness, up to a maximum of 102.",https://pokeapi.co/api/v2/move/216/
217,present,present,normal,None,90,15,0,physical,selected-pokemon,generation-ii,"Randomly uses one of the following effects.

Effect                                             | Chance
-------------------------------------------------- | -----:
Inflicts regular damage with 40 power  |    40%
Inflicts regular damage with 80 power  |    30%
Inflicts regular damage with 120 power |    10%
Heals the target for 1/4 its max HP    |    20%

On average, this move inflicts regular damage with 52 power and heals the target for 1/20 its max HP.",Randomly inflicts damage with power from 40 to 120 or heals the target for 1/4 its max HP.,https://pokeapi.co/api/v2/move/217/
218,frustration,frustration,normal,None,100,20,0,physical,selected-pokemon,generation-ii,"Inflicts regular damage.  Power increases inversely with happiness, given by `(255 - happiness) * 2 / 5`, to a maximum of 102.  Power bottoms out at 1.","Power increases as happiness decreases, up to a maximum of 102.",https://pokeapi.co/api/v2/move/218/
219,safeguard,safeguard,normal,None,None,25,0,status,users-field,generation-ii,"Protects Pokémon on the user’s side of the field from major status effects and confusion for five turns.  Does not cancel existing ailments.  This effect remains even if the user leaves the field.

If yawn is used while this move is in effect, it will immediately fail.

defog used by an opponent will end this effect.

This effect does not prevent the confusion caused by outrage, petal dance, or thrash.",Protects the user’s field from major status ailments and confusion for five turns.,https://pokeapi.co/api/v2/move/219/
220,pain-split,pain_split,normal,None,None,20,0,status,selected-pokemon,generation-ii,"Changes the user’s and target’s remaining HP to the average of their current remaining HP.  Ignores accuracy and evasion modifiers.  This effect does not count as inflicting damage for other moves and effects that respond to damage taken.

This effect fails against a substitute.",Sets the user’s and targets’s HP to the average of their current HP.,https://pokeapi.co/api/v2/move/220/
221,sacred-fire,sacred_fire,fire,100,95,5,0,physical,selected-pokemon,generation-ii,"Inflicts regular damage.  Has a 50% chance to burn the target.  Frozen Pokémon may use this move, in which case they will thaw.",Has a 50% chance to burn the target.  Lets frozen Pokémon thaw themselves.,https://pokeapi.co/api/v2/move/221/
222,magnitude,magnitude,ground,None,100,30,0,physical,all-other-pokemon,generation-ii,"Inflicts regular damage.  Power is selected at random between 10 and 150, with an average of 71:

Magnitude | Power | Chance
--------: | ----: | -----:
        4 |    10 |     5%
        5 |    30 |    10%
        6 |    50 |    20%
        7 |    70 |    30%
        8 |    90 |    20%
        9 |   110 |    10%
       10 |   150 |     5%

This move has double power against Pokémon currently underground due to dig.",Power varies randomly from 10 to 150.,https://pokeapi.co/api/v2/move/222/
223,dynamic-punch,dynamic_punch,fighting,100,50,5,0,physical,selected-pokemon,generation-ii,Inflicts regular damage.  Has a 100% chance to confuse the target.,Has a 100% chance to confuse the target.,https://pokeapi.co/api/v2/move/223/
224,megahorn,megahorn,bug,120,85,10,0,physical,selected-pokemon,generation-ii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,https://pokeapi.co/api/v2/move/224/
225,dragon-breath,dragon_breath,dragon,60,100,20,0,special,selected-pokemon,generation-ii,Inflicts regular damage.  Has a 30% chance to paralyze the target.,Has a 30% chance to paralyze the target.,https://pokeapi.co/api/v2/move/225/
226,baton-pass,baton_pass,normal,None,None,40,0,status,user,generation-ii,"User switches out, and the trainer selects a replacement Pokémon from the party.  Stat changes, confusion, and persistent move effects are passed along to the replacement Pokémon.

The following move effects are passed:

* aqua ring
* both the user’s and target’s effect of block, mean look, and spider web
* the curse effect of curse
* embargo
* focus energy or an activated lansat berry
* gastro acid
* ingrain
* being sapped by leech seed
* being targeted by lock on or mind reader
* magnet rise
* perish song’s counter
* power trick
* substitute; the doll’s HP is unchanged

The replacement Pokémon does not trigger effects that respond to Pokémon switching in.",Allows the trainer to switch out the user and pass effects along to its replacement.,https://pokeapi.co/api/v2/move/226/
227,encore,encore,normal,None,100,5,0,status,selected-pokemon,generation-ii,"The next 4–8 times (selected at random) the target attempts to move, it is forced to repeat its last used move.  If the selected move allows the trainer to select a target, an opponent will be selected at random each turn.  If the target is prevented from using the selected move by some other effect, struggle will be used instead.  This effect ends if the selected move runs out of PP.

If the target hasn’t used a move since entering the field, if it tried to use a move this turn and failed, if it does not know the selected move, or if the selected move has 0 PP remaining, this move will fail.  If the target’s last used move was encore, mimic, mirror move, sketch, struggle, or transform, this move will fail.",Forces the target to repeat its last used move every turn for 2 to 6 turns.,https://pokeapi.co/api/v2/move/227/
228,pursuit,pursuit,dark,40,100,20,0,physical,selected-pokemon,generation-ii,"Inflicts regular damage.  If the target attempts to switch out this turn before the user acts, this move hits the target before it leaves and has double power.

This effect can still hit a Pokémon that switches out when it has a substitute up or when an ally has used follow me.","Has double power against, and can hit, Pokémon attempting to switch out.",https://pokeapi.co/api/v2/move/228/
229,rapid-spin,rapid_spin,normal,50,100,40,0,physical,selected-pokemon,generation-ii,"Inflicts regular damage.  Removes leech seed from the user, frees the user from bind, clamp, fire spin, magma storm, sand tomb, whirlpool, and wrap, and clears spikes, stealth rock, and toxic spikes from the user’s side of the field.  If this move misses or has no effect, its effect doesn’t activate.","Frees the user from binding moves, removes Leech Seed, and blows away Spikes.",https://pokeapi.co/api/v2/move/229/
230,sweet-scent,sweet_scent,normal,None,100,20,0,status,all-opponents,generation-ii,Lowers the target’s evasion by one stage.,Lowers the target’s evasion by one stage.,https://pokeapi.co/api/v2/move/230/
231,iron-tail,iron_tail,steel,100,75,15,0,physical,selected-pokemon,generation-ii,Inflicts regular damage.  Has a 30% chance to lower the target’s Defense by one stage.,Has a 30% chance to lower the target’s Defense by one stage.,https://pokeapi.co/api/v2/move/231/
232,metal-claw,metal_claw,steel,50,95,35,0,physical,selected-pokemon,generation-ii,Inflicts regular damage. Has a 10% chance to raise the user’s Attack one stage.,Has a 10% chance to raise the user’s Attack by one stage.,https://pokeapi.co/api/v2/move/232/
233,vital-throw,vital_throw,fighting,70,None,10,-1,physical,selected-pokemon,generation-ii,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,Never misses.,https://pokeapi.co/api/v2/move/233/
234,morning-sun,morning_sun,normal,None,None,5,0,status,user,generation-ii,"Heals the user for half its max HP.

During sunny day, the healing is increased to 2/3 max HP.

During hail, rain dance, or sandstorm, the healing is decreased to 1/4 max HP.",Heals the user by half its max HP.  Affected by weather.,https://pokeapi.co/api/v2/move/234/
235,synthesis,synthesis,grass,None,None,5,0,status,user,generation-ii,"Heals the user for half its max HP.

During sunny day, the healing is increased to 2/3 max HP.

During hail, rain dance, or sandstorm, the healing is decreased to 1/4 max HP.",Heals the user by half its max HP.  Affected by weather.,https://pokeapi.co/api/v2/move/235/
236,moonlight,moonlight,fairy,None,None,5,0,status,user,generation-ii,"Heals the user for half its max HP.

During sunny day, the healing is increased to 2/3 max HP.

During hail, rain dance, or sandstorm, the healing is decreased to 1/4 max HP.",Heals the user by half its max HP.  Affected by weather.,https://pokeapi.co/api/v2/move/236/
237,hidden-power,hidden_power,normal,60,100,15,0,special,selected-pokemon,generation-ii,"Inflicts regular damage.  Power and type are determined by the user’s IVs.

Power is given by `x * 40 / 63 + 30`.  `x` is obtained by arranging bit 1 from the IV for each of Special Defense, Special Attack, Speed, Defense, Attack, and HP in that order.  (Bit 1 is 1 if the IV is of the form `4n + 2` or `4n + 3`.  `x` is then 64 * Special Defense IV bit 1, plus 32 * Special Attack IV bit 1, etc.)

Power is always between 30 and 70, inclusive.  Average power is 49.5.

Type is given by `y * 15 / 63`, where `y` is similar to `x` above, except constructed from bit 0.  (Bit 0 is 1 if the IV is odd.)  The result is looked up in the following table.

Value | Type
----: | --------
    0 | fighting
    1 | flying
    2 | poison
    3 | ground
    4 | rock
    5 | bug
    6 | ghost
    7 | steel
    8 | fire
    9 | water
   10 | grass
   11 | electric
   12 | psychic
   13 | ice
   14 | dragon
   15 | dark

This move thus cannot be normal.  Most other types have an equal 1/16 chance to be selected, given random IVs.  However, due to the flooring used here, bug, fighting, and grass appear 5/64 of the time, and dark only 1/64 of the time.",Power and type depend upon user’s IVs.  Power can range from 30 to 70.,https://pokeapi.co/api/v2/move/237/
238,cross-chop,cross_chop,fighting,100,80,5,0,physical,selected-pokemon,generation-ii,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has an increased chance for a critical hit.,https://pokeapi.co/api/v2/move/238/
239,twister,twister,dragon,40,100,20,0,special,all-opponents,generation-ii,"Inflicts regular damage.  Has a 20% chance to make each target flinch.

If the target is under the effect of bounce, fly, or sky drop, this move will hit with double power.",Has a 20% chance to make the target flinch.,https://pokeapi.co/api/v2/move/239/
240,rain-dance,rain_dance,water,None,None,5,0,status,entire-field,generation-ii,"Changes the weather to rain for five turns, during which water moves inflict 50% extra damage, and fire moves inflict half damage.

If the user is holding damp rock, this effect lasts for eight turns.

thunder has 100% accuracy.  If the target has used detect or protect, thunder has a (100 - accuracy)% chance to break through the protection.

solar beam has half power.

moonlight, morning sun, and synthesis heal only 1/4 of the user’s max HP.

Pokémon with swift swim have doubled original Speed.

Pokémon with forecast become water.

Pokémon with dry skin heal 1/8 max HP, Pokémon with hydration are cured of major status effects, and Pokémon with rain dish heal 1/16 max HP at the end of each turn.",Changes the weather to rain for five turns.,https://pokeapi.co/api/v2/move/240/
241,sunny-day,sunny_day,fire,None,None,5,0,status,entire-field,generation-ii,"Changes the weather to sunshine for five turns, during which fire moves inflict 50% extra damage, and water moves inflict half damage.

If the user is holding heat rock, this effect lasts for eight turns.

Pokémon cannot become frozen.

thunder has 50% accuracy.

solar beam skips its charge turn.

moonlight, morning sun, and synthesis heal 2/3 of the user’s max HP.

Pokémon with chlorophyll have doubled original Speed.

Pokémon with forecast become fire.

Pokémon with leaf guard are not affected by major status effects.

Pokémon with flower gift change form; every Pokémon on their side of the field have their original Attack and Special Attack increased by 50%.

Pokémon with dry skin lose 1/8 max HP at the end of each turn.

Pokémon with solar power have their original Special Attack raised by 50% but lose 1/8 their max HP at the end of each turn.",Changes the weather to sunny for five turns.,https://pokeapi.co/api/v2/move/241/
242,crunch,crunch,dark,80,100,15,0,physical,selected-pokemon,generation-ii,Inflicts regular damage.  Has a 20% chance to lower the target’s Defense by one stage.,Has a 20% chance to lower the target’s Defense by one stage.,https://pokeapi.co/api/v2/move/242/
243,mirror-coat,mirror_coat,psychic,None,100,20,-5,special,specific-move,generation-ii,"Targets the last opposing Pokémon to hit the user with a special move this turn.  Inflicts twice the damage that move did to the user.  If there is no eligible target, this move will fail.  Type immunity applies, but other type effects are ignored.

This move cannot be copied by mirror move, nor selected by assist or metronome.",Inflicts twice the damage the user received from the last special hit it took.,https://pokeapi.co/api/v2/move/243/
244,psych-up,psych_up,normal,None,None,10,0,status,selected-pokemon,generation-ii,"Discards the user’s stat changes and copies the target’s.

This move cannot be copied by mirror move.",Discards the user’s stat changes and copies the target’s.,https://pokeapi.co/api/v2/move/244/
245,extreme-speed,extreme_speed,normal,80,100,5,2,physical,selected-pokemon,generation-ii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,https://pokeapi.co/api/v2/move/245/
246,ancient-power,ancient_power,rock,60,100,5,0,special,selected-pokemon,generation-ii,Inflicts regular damage. Has a 10% chance to raise all of the user’s stats one stage.,Has a 10% chance to raise all of the user’s stats by one stage.,https://pokeapi.co/api/v2/move/246/
