id,name,slug,generation,base_experience,height,weight,types,abilities,stats,sprite_default,sprite_shiny,sourceUrl
504,patrat,patrat,generation-v,51,5,116,normal,"run-away, keen-eye, analytic","hp: 45, attack: 55, defense: 39, special-attack: 35, special-defense: 39, speed: 42",pokemon/patrat/images/sprite_default.png,pokemon/patrat/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/504/
505,watchog,watchog,generation-v,147,11,270,normal,"illuminate, keen-eye, analytic","hp: 60, attack: 85, defense: 69, special-attack: 60, special-defense: 69, speed: 77",pokemon/watchog/images/sprite_default.png,pokemon/watchog/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/505/
506,lillipup,lillipup,generation-v,55,4,41,normal,"vital-spirit, pickup, run-away","hp: 45, attack: 60, defense: 45, special-attack: 25, special-defense: 45, speed: 55",pokemon/lillipup/images/sprite_default.png,pokemon/lillipup/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/506/
507,herdier,herdier,generation-v,130,9,147,normal,"intimidate, sand-rush, scrappy","hp: 65, attack: 80, defense: 65, special-attack: 35, special-defense: 65, speed: 60",pokemon/herdier/images/sprite_default.png,pokemon/herdier/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/507/
508,stoutland,stoutland,generation-v,225,12,610,normal,"intimidate, sand-rush, scrappy","hp: 85, attack: 110, defense: 90, special-attack: 45, special-defense: 90, speed: 80",pokemon/stoutland/images/sprite_default.png,pokemon/stoutland/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/508/
509,purrloin,purrloin,generation-v,56,4,101,dark,"limber, unburden, prankster","hp: 41, attack: 50, defense: 37, special-attack: 50, special-defense: 37, speed: 66",pokemon/purrloin/images/sprite_default.png,pokemon/purrloin/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/509/
510,liepard,liepard,generation-v,156,11,375,dark,"limber, unburden, prankster","hp: 64, attack: 88, defense: 50, special-attack: 88, special-defense: 50, speed: 106",pokemon/liepard/images/sprite_default.png,pokemon/liepard/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/510/
511,pansage,pansage,generation-v,63,6,105,grass,"gluttony, overgrow","hp: 50, attack: 53, defense: 48, special-attack: 53, special-defense: 48, speed: 64",pokemon/pansage/images/sprite_default.png,pokemon/pansage/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/511/
512,simisage,simisage,generation-v,174,11,305,grass,"gluttony, overgrow","hp: 75, attack: 98, defense: 63, special-attack: 98, special-defense: 63, speed: 101",pokemon/simisage/images/sprite_default.png,pokemon/simisage/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/512/
513,pansear,pansear,generation-v,63,6,110,fire,"gluttony, blaze","hp: 50, attack: 53, defense: 48, special-attack: 53, special-defense: 48, speed: 64",pokemon/pansear/images/sprite_default.png,pokemon/pansear/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/513/
514,simisear,simisear,generation-v,174,10,280,fire,"gluttony, blaze","hp: 75, attack: 98, defense: 63, special-attack: 98, special-defense: 63, speed: 101",pokemon/simisear/images/sprite_default.png,pokemon/simisear/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/514/
515,panpour,panpour,generation-v,63,6,135,water,"gluttony, torrent","hp: 50, attack: 53, defense: 48, special-attack: 53, special-defense: 48, speed: 64",pokemon/panpour/images/sprite_default.png,pokemon/panpour/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/515/
516,simipour,simipour,generation-v,174,10,290,water,"gluttony, torrent","hp: 75, attack: 98, defense: 63, special-attack: 98, special-defense: 63, speed: 101",pokemon/simipour/images/sprite_default.png,pokemon/simipour/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/516/
517,munna,munna,generation-v,58,6,233,psychic,"forewarn, synchronize, telepathy","hp: 76, attack: 25, defense: 45, special-attack: 67, special-defense: 55, speed: 24",pokemon/munna/images/sprite_default.png,pokemon/munna/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/517/
518,musharna,musharna,generation-v,170,11,605,psychic,"forewarn, synchronize, telepathy","hp: 116, attack: 55, defense: 85, special-attack: 107, special-defense: 95, speed: 29",pokemon/musharna/images/sprite_default.png,pokemon/musharna/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/518/
519,pidove,pidove,generation-v,53,3,21,"normal, flying","big-pecks, super-luck, rivalry","hp: 50, attack: 55, defense: 50, special-attack: 36, special-defense: 30, speed: 43",pokemon/pidove/images/sprite_default.png,pokemon/pidove/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/519/
520,tranquill,tranquill,generation-v,125,6,150,"normal, flying","big-pecks, super-luck, rivalry","hp: 62, attack: 77, defense: 62, special-attack: 50, special-defense: 42, speed: 65",pokemon/tranquill/images/sprite_default.png,pokemon/tranquill/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/520/
521,unfezant,unfezant,generation-v,220,12,290,"normal, flying","big-pecks, super-luck, rivalry","hp: 80, attack: 115, defense: 80, special-attack: 65, special-defense: 55, speed: 93",pokemon/unfezant/images/sprite_default.png,pokemon/unfezant/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/521/
522,blitzle,blitzle,generation-v,59,8,298,electric,"lightning-rod, motor-drive, sap-sipper","hp: 45, attack: 60, defense: 32, special-attack: 50, special-defense: 32, speed: 76",pokemon/blitzle/images/sprite_default.png,pokemon/blitzle/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/522/
523,zebstrika,zebstrika,generation-v,174,16,795,electric,"lightning-rod, motor-drive, sap-sipper","hp: 75, attack: 100, defense: 63, special-attack: 80, special-defense: 63, speed: 116",pokemon/zebstrika/images/sprite_default.png,pokemon/zebstrika/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/523/
524,roggenrola,roggenrola,generation-v,56,4,180,rock,"sturdy, weak-armor, sand-force","hp: 55, attack: 75, defense: 85, special-attack: 25, special-defense: 25, speed: 15",pokemon/roggenrola/images/sprite_default.png,pokemon/roggenrola/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/524/
525,boldore,boldore,generation-v,137,9,1020,rock,"sturdy, weak-armor, sand-force","hp: 70, attack: 105, defense: 105, special-attack: 50, special-defense: 40, speed: 20",pokemon/boldore/images/sprite_default.png,pokemon/boldore/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/525/
526,gigalith,gigalith,generation-v,232,17,2600,rock,"sturdy, sand-stream, sand-force","hp: 85, attack: 135, defense: 130, special-attack: 60, special-defense: 80, speed: 25",pokemon/gigalith/images/sprite_default.png,pokemon/gigalith/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/526/
527,woobat,woobat,generation-v,65,4,21,"psychic, flying","unaware, klutz, simple","hp: 65, attack: 45, defense: 43, special-attack: 55, special-defense: 43, speed: 72",pokemon/woobat/images/sprite_default.png,pokemon/woobat/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/527/
528,swoobat,swoobat,generation-v,149,9,105,"psychic, flying","unaware, klutz, simple","hp: 67, attack: 57, defense: 55, special-attack: 77, special-defense: 55, speed: 114",pokemon/swoobat/images/sprite_default.png,pokemon/swoobat/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/528/
529,drilbur,drilbur,generation-v,66,3,85,ground,"sand-rush, sand-force, mold-breaker","hp: 60, attack: 85, defense: 40, special-attack: 30, special-defense: 45, speed: 68",pokemon/drilbur/images/sprite_default.png,pokemon/drilbur/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/529/
530,excadrill,excadrill,generation-v,178,7,404,"ground, steel","sand-rush, sand-force, mold-breaker","hp: 110, attack: 135, defense: 60, special-attack: 50, special-defense: 65, speed: 88",pokemon/excadrill/images/sprite_default.png,pokemon/excadrill/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/530/
531,audino,audino,generation-v,390,11,310,normal,"healer, regenerator, klutz","hp: 103, attack: 60, defense: 86, special-attack: 60, special-defense: 86, speed: 50",pokemon/audino/images/sprite_default.png,pokemon/audino/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/531/
532,timburr,timburr,generation-v,61,6,125,fighting,"guts, sheer-force, iron-fist","hp: 75, attack: 80, defense: 55, special-attack: 25, special-defense: 35, speed: 35",pokemon/timburr/images/sprite_default.png,pokemon/timburr/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/532/
533,gurdurr,gurdurr,generation-v,142,12,400,fighting,"guts, sheer-force, iron-fist","hp: 85, attack: 105, defense: 85, special-attack: 40, special-defense: 50, speed: 40",pokemon/gurdurr/images/sprite_default.png,pokemon/gurdurr/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/533/
534,conkeldurr,conkeldurr,generation-v,227,14,870,fighting,"guts, sheer-force, iron-fist","hp: 105, attack: 140, defense: 95, special-attack: 55, special-defense: 65, speed: 45",pokemon/conkeldurr/images/sprite_default.png,pokemon/conkeldurr/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/534/
535,tympole,tympole,generation-v,59,5,45,water,"swift-swim, hydration, water-absorb","hp: 50, attack: 50, defense: 40, special-attack: 50, special-defense: 40, speed: 64",pokemon/tympole/images/sprite_default.png,pokemon/tympole/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/535/
536,palpitoad,palpitoad,generation-v,134,8,170,"water, ground","swift-swim, hydration, water-absorb","hp: 75, attack: 65, defense: 55, special-attack: 65, special-defense: 55, speed: 69",pokemon/palpitoad/images/sprite_default.png,pokemon/palpitoad/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/536/
537,seismitoad,seismitoad,generation-v,229,15,620,"water, ground","swift-swim, poison-touch, water-absorb","hp: 105, attack: 95, defense: 75, special-attack: 85, special-defense: 75, speed: 74",pokemon/seismitoad/images/sprite_default.png,pokemon/seismitoad/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/537/
538,throh,throh,generation-v,163,13,555,fighting,"guts, inner-focus, mold-breaker","hp: 120, attack: 100, defense: 85, special-attack: 30, special-defense: 85, speed: 45",pokemon/throh/images/sprite_default.png,pokemon/throh/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/538/
539,sawk,sawk,generation-v,163,14,510,fighting,"sturdy, inner-focus, mold-breaker","hp: 75, attack: 125, defense: 75, special-attack: 30, special-defense: 75, speed: 85",pokemon/sawk/images/sprite_default.png,pokemon/sawk/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/539/
540,sewaddle,sewaddle,generation-v,62,3,25,"bug, grass","swarm, chlorophyll, overcoat","hp: 45, attack: 53, defense: 70, special-attack: 40, special-defense: 60, speed: 42",pokemon/sewaddle/images/sprite_default.png,pokemon/sewaddle/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/540/
541,swadloon,swadloon,generation-v,133,5,73,"bug, grass","leaf-guard, chlorophyll, overcoat","hp: 55, attack: 63, defense: 90, special-attack: 50, special-defense: 80, speed: 42",pokemon/swadloon/images/sprite_default.png,pokemon/swadloon/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/541/
542,leavanny,leavanny,generation-v,225,12,205,"bug, grass","swarm, chlorophyll, overcoat","hp: 75, attack: 103, defense: 80, special-attack: 70, special-defense: 80, speed: 92",pokemon/leavanny/images/sprite_default.png,pokemon/leavanny/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/542/
543,venipede,venipede,generation-v,52,4,53,"bug, poison","poison-point, swarm, speed-boost","hp: 30, attack: 45, defense: 59, special-attack: 30, special-defense: 39, speed: 57",pokemon/venipede/images/sprite_default.png,pokemon/venipede/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/543/
544,whirlipede,whirlipede,generation-v,126,12,585,"bug, poison","poison-point, swarm, speed-boost","hp: 40, attack: 55, defense: 99, special-attack: 40, special-defense: 79, speed: 47",pokemon/whirlipede/images/sprite_default.png,pokemon/whirlipede/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/544/
545,scolipede,scolipede,generation-v,218,25,2005,"bug, poison","poison-point, swarm, speed-boost","hp: 60, attack: 100, defense: 89, special-attack: 55, special-defense: 69, speed: 112",pokemon/scolipede/images/sprite_default.png,pokemon/scolipede/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/545/
546,cottonee,cottonee,generation-v,56,3,6,"grass, fairy","prankster, infiltrator, chlorophyll","hp: 40, attack: 27, defense: 60, special-attack: 37, special-defense: 50, speed: 66",pokemon/cottonee/images/sprite_default.png,pokemon/cottonee/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/546/
547,whimsicott,whimsicott,generation-v,168,7,66,"grass, fairy","prankster, infiltrator, chlorophyll","hp: 60, attack: 67, defense: 85, special-attack: 77, special-defense: 75, speed: 116",pokemon/whimsicott/images/sprite_default.png,pokemon/whimsicott/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/547/
548,petilil,petilil,generation-v,56,5,66,grass,"chlorophyll, own-tempo, leaf-guard","hp: 45, attack: 35, defense: 50, special-attack: 70, special-defense: 50, speed: 30",pokemon/petilil/images/sprite_default.png,pokemon/petilil/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/548/
549,lilligant,lilligant,generation-v,168,11,163,grass,"chlorophyll, own-tempo, leaf-guard","hp: 70, attack: 60, defense: 75, special-attack: 110, special-defense: 75, speed: 90",pokemon/lilligant/images/sprite_default.png,pokemon/lilligant/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/549/
550,basculin-red-striped,basculin_red_striped,generation-v,161,10,180,water,"reckless, adaptability, mold-breaker","hp: 70, attack: 92, defense: 65, special-attack: 80, special-defense: 55, speed: 98",pokemon/basculin_red_striped/images/sprite_default.png,pokemon/basculin_red_striped/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/550/
551,sandile,sandile,generation-v,58,7,152,"ground, dark","intimidate, moxie, anger-point","hp: 50, attack: 72, defense: 35, special-attack: 35, special-defense: 35, speed: 65",pokemon/sandile/images/sprite_default.png,pokemon/sandile/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/551/
552,krokorok,krokorok,generation-v,123,10,334,"ground, dark","intimidate, moxie, anger-point","hp: 60, attack: 82, defense: 45, special-attack: 45, special-defense: 45, speed: 74",pokemon/krokorok/images/sprite_default.png,pokemon/krokorok/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/552/
553,krookodile,krookodile,generation-v,234,15,963,"ground, dark","intimidate, moxie, anger-point","hp: 95, attack: 117, defense: 80, special-attack: 65, special-defense: 70, speed: 92",pokemon/krookodile/images/sprite_default.png,pokemon/krookodile/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/553/
554,darumaka,darumaka,generation-v,63,6,375,fire,"hustle, inner-focus","hp: 70, attack: 90, defense: 45, special-attack: 15, special-defense: 45, speed: 50",pokemon/darumaka/images/sprite_default.png,pokemon/darumaka/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/554/
555,darmanitan-standard,darmanitan_standard,generation-v,168,13,929,fire,"sheer-force, zen-mode","hp: 105, attack: 140, defense: 55, special-attack: 30, special-defense: 55, speed: 95",pokemon/darmanitan_standard/images/sprite_default.png,pokemon/darmanitan_standard/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/555/
556,maractus,maractus,generation-v,161,10,280,grass,"water-absorb, chlorophyll, storm-drain","hp: 75, attack: 86, defense: 67, special-attack: 106, special-defense: 67, speed: 60",pokemon/maractus/images/sprite_default.png,pokemon/maractus/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/556/
557,dwebble,dwebble,generation-v,65,3,145,"bug, rock","sturdy, shell-armor, weak-armor","hp: 50, attack: 65, defense: 85, special-attack: 35, special-defense: 35, speed: 55",pokemon/dwebble/images/sprite_default.png,pokemon/dwebble/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/557/
558,crustle,crustle,generation-v,170,14,2000,"bug, rock","sturdy, shell-armor, weak-armor","hp: 70, attack: 105, defense: 125, special-attack: 65, special-defense: 75, speed: 45",pokemon/crustle/images/sprite_default.png,pokemon/crustle/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/558/
559,scraggy,scraggy,generation-v,70,6,118,"dark, fighting","shed-skin, moxie, intimidate","hp: 50, attack: 75, defense: 70, special-attack: 35, special-defense: 70, speed: 48",pokemon/scraggy/images/sprite_default.png,pokemon/scraggy/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/559/
560,scrafty,scrafty,generation-v,171,11,300,"dark, fighting","shed-skin, moxie, intimidate","hp: 65, attack: 90, defense: 115, special-attack: 45, special-defense: 115, speed: 58",pokemon/scrafty/images/sprite_default.png,pokemon/scrafty/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/560/
561,sigilyph,sigilyph,generation-v,172,14,140,"psychic, flying","wonder-skin, magic-guard, tinted-lens","hp: 72, attack: 58, defense: 80, special-attack: 103, special-defense: 80, speed: 97",pokemon/sigilyph/images/sprite_default.png,pokemon/sigilyph/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/561/
562,yamask,yamask,generation-v,61,5,15,ghost,mummy,"hp: 38, attack: 30, defense: 85, special-attack: 55, special-defense: 65, speed: 30",pokemon/yamask/images/sprite_default.png,pokemon/yamask/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/562/
563,cofagrigus,cofagrigus,generation-v,169,17,765,ghost,mummy,"hp: 58, attack: 50, defense: 145, special-attack: 95, special-defense: 105, speed: 30",pokemon/cofagrigus/images/sprite_default.png,pokemon/cofagrigus/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/563/
564,tirtouga,tirtouga,generation-v,71,7,165,"water, rock","solid-rock, sturdy, swift-swim","hp: 54, attack: 78, defense: 103, special-attack: 53, special-defense: 45, speed: 22",pokemon/tirtouga/images/sprite_default.png,pokemon/tirtouga/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/564/
565,carracosta,carracosta,generation-v,173,12,810,"water, rock","solid-rock, sturdy, swift-swim","hp: 74, attack: 108, defense: 133, special-attack: 83, special-defense: 65, speed: 32",pokemon/carracosta/images/sprite_default.png,pokemon/carracosta/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/565/
566,archen,archen,generation-v,71,5,95,"rock, flying",defeatist,"hp: 55, attack: 112, defense: 45, special-attack: 74, special-defense: 45, speed: 70",pokemon/archen/images/sprite_default.png,pokemon/archen/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/566/
567,archeops,archeops,generation-v,177,14,320,"rock, flying",defeatist,"hp: 75, attack: 140, defense: 65, special-attack: 112, special-defense: 65, speed: 110",pokemon/archeops/images/sprite_default.png,pokemon/archeops/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/567/
568,trubbish,trubbish,generation-v,66,6,310,poison,"stench, sticky-hold, aftermath","hp: 50, attack: 50, defense: 62, special-attack: 40, special-defense: 62, speed: 65",pokemon/trubbish/images/sprite_default.png,pokemon/trubbish/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/568/
569,garbodor,garbodor,generation-v,166,19,1073,poison,"stench, weak-armor, aftermath","hp: 80, attack: 95, defense: 82, special-attack: 60, special-defense: 82, speed: 75",pokemon/garbodor/images/sprite_default.png,pokemon/garbodor/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/569/
570,zorua,zorua,generation-v,66,7,125,dark,illusion,"hp: 40, attack: 65, defense: 40, special-attack: 80, special-defense: 40, speed: 65",pokemon/zorua/images/sprite_default.png,pokemon/zorua/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/570/
571,zoroark,zoroark,generation-v,179,16,811,dark,illusion,"hp: 60, attack: 105, defense: 60, special-attack: 120, special-defense: 60, speed: 105",pokemon/zoroark/images/sprite_default.png,pokemon/zoroark/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/571/
572,minccino,minccino,generation-v,60,4,58,normal,"cute-charm, technician, skill-link","hp: 55, attack: 50, defense: 40, special-attack: 40, special-defense: 40, speed: 75",pokemon/minccino/images/sprite_default.png,pokemon/minccino/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/572/
573,cinccino,cinccino,generation-v,165,5,75,normal,"cute-charm, technician, skill-link","hp: 75, attack: 95, defense: 60, special-attack: 65, special-defense: 60, speed: 115",pokemon/cinccino/images/sprite_default.png,pokemon/cinccino/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/573/
574,gothita,gothita,generation-v,58,4,58,psychic,"frisk, competitive, shadow-tag","hp: 45, attack: 30, defense: 50, special-attack: 55, special-defense: 65, speed: 45",pokemon/gothita/images/sprite_default.png,pokemon/gothita/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/574/
575,gothorita,gothorita,generation-v,137,7,180,psychic,"frisk, competitive, shadow-tag","hp: 60, attack: 45, defense: 70, special-attack: 75, special-defense: 85, speed: 55",pokemon/gothorita/images/sprite_default.png,pokemon/gothorita/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/575/
576,gothitelle,gothitelle,generation-v,221,15,440,psychic,"frisk, competitive, shadow-tag","hp: 70, attack: 55, defense: 95, special-attack: 95, special-defense: 110, speed: 65",pokemon/gothitelle/images/sprite_default.png,pokemon/gothitelle/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/576/
577,solosis,solosis,generation-v,58,3,10,psychic,"overcoat, magic-guard, regenerator","hp: 45, attack: 30, defense: 40, special-attack: 105, special-defense: 50, speed: 20",pokemon/solosis/images/sprite_default.png,pokemon/solosis/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/577/
578,duosion,duosion,generation-v,130,6,80,psychic,"overcoat, magic-guard, regenerator","hp: 65, attack: 40, defense: 50, special-attack: 125, special-defense: 60, speed: 30",pokemon/duosion/images/sprite_default.png,pokemon/duosion/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/578/
579,reuniclus,reuniclus,generation-v,221,10,201,psychic,"overcoat, magic-guard, regenerator","hp: 110, attack: 65, defense: 75, special-attack: 125, special-defense: 85, speed: 30",pokemon/reuniclus/images/sprite_default.png,pokemon/reuniclus/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/579/
580,ducklett,ducklett,generation-v,61,5,55,"water, flying","keen-eye, big-pecks, hydration","hp: 62, attack: 44, defense: 50, special-attack: 44, special-defense: 50, speed: 55",pokemon/ducklett/images/sprite_default.png,pokemon/ducklett/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/580/
581,swanna,swanna,generation-v,166,13,242,"water, flying","keen-eye, big-pecks, hydration","hp: 75, attack: 87, defense: 63, special-attack: 87, special-defense: 63, speed: 98",pokemon/swanna/images/sprite_default.png,pokemon/swanna/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/581/
582,vanillite,vanillite,generation-v,61,4,57,ice,"ice-body, snow-cloak, weak-armor","hp: 36, attack: 50, defense: 50, special-attack: 65, special-defense: 60, speed: 44",pokemon/vanillite/images/sprite_default.png,pokemon/vanillite/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/582/
583,vanillish,vanillish,generation-v,138,11,410,ice,"ice-body, snow-cloak, weak-armor","hp: 51, attack: 65, defense: 65, special-attack: 80, special-defense: 75, speed: 59",pokemon/vanillish/images/sprite_default.png,pokemon/vanillish/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/583/
584,vanilluxe,vanilluxe,generation-v,241,13,575,ice,"ice-body, snow-warning, weak-armor","hp: 71, attack: 95, defense: 85, special-attack: 110, special-defense: 95, speed: 79",pokemon/vanilluxe/images/sprite_default.png,pokemon/vanilluxe/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/584/
585,deerling,deerling,generation-v,67,6,195,"normal, grass","chlorophyll, sap-sipper, serene-grace","hp: 60, attack: 60, defense: 50, special-attack: 40, special-defense: 50, speed: 75",pokemon/deerling/images/sprite_default.png,pokemon/deerling/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/585/
586,sawsbuck,sawsbuck,generation-v,166,19,925,"normal, grass","chlorophyll, sap-sipper, serene-grace","hp: 80, attack: 100, defense: 70, special-attack: 60, special-defense: 70, speed: 95",pokemon/sawsbuck/images/sprite_default.png,pokemon/sawsbuck/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/586/
587,emolga,emolga,generation-v,150,4,50,"electric, flying","static, motor-drive","hp: 55, attack: 75, defense: 60, special-attack: 75, special-defense: 60, speed: 103",pokemon/emolga/images/sprite_default.png,pokemon/emolga/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/587/
588,karrablast,karrablast,generation-v,63,5,59,bug,"swarm, shed-skin, no-guard","hp: 50, attack: 75, defense: 45, special-attack: 40, special-defense: 45, speed: 60",pokemon/karrablast/images/sprite_default.png,pokemon/karrablast/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/588/
