pokemon_id,pokemon_name,pokemon_slug,generation,slot,type_name,sourceUrl
524,roggenrola,roggenrola,generation-v,1,rock,https://pokeapi.co/api/v2/pokemon/524/
525,boldore,boldore,generation-v,1,rock,https://pokeapi.co/api/v2/pokemon/525/
526,gigalith,gigalith,generation-v,1,rock,https://pokeapi.co/api/v2/pokemon/526/
527,woobat,woobat,generation-v,1,psychic,https://pokeapi.co/api/v2/pokemon/527/
527,woobat,woobat,generation-v,2,flying,https://pokeapi.co/api/v2/pokemon/527/
528,swoobat,swoobat,generation-v,1,psychic,https://pokeapi.co/api/v2/pokemon/528/
528,swoobat,swoobat,generation-v,2,flying,https://pokeapi.co/api/v2/pokemon/528/
529,drilbur,drilbur,generation-v,1,ground,https://pokeapi.co/api/v2/pokemon/529/
530,excadrill,excadrill,generation-v,1,ground,https://pokeapi.co/api/v2/pokemon/530/
530,excadrill,excadrill,generation-v,2,steel,https://pokeapi.co/api/v2/pokemon/530/
531,audino,audino,generation-v,1,normal,https://pokeapi.co/api/v2/pokemon/531/
532,timburr,timburr,generation-v,1,fighting,https://pokeapi.co/api/v2/pokemon/532/
533,gurdurr,gurdurr,generation-v,1,fighting,https://pokeapi.co/api/v2/pokemon/533/
534,conkeldurr,conkeldurr,generation-v,1,fighting,https://pokeapi.co/api/v2/pokemon/534/
535,tympole,tympole,generation-v,1,water,https://pokeapi.co/api/v2/pokemon/535/
536,palpitoad,palpitoad,generation-v,1,water,https://pokeapi.co/api/v2/pokemon/536/
536,palpitoad,palpitoad,generation-v,2,ground,https://pokeapi.co/api/v2/pokemon/536/
537,seismitoad,seismitoad,generation-v,1,water,https://pokeapi.co/api/v2/pokemon/537/
537,seismitoad,seismitoad,generation-v,2,ground,https://pokeapi.co/api/v2/pokemon/537/
538,throh,throh,generation-v,1,fighting,https://pokeapi.co/api/v2/pokemon/538/
539,sawk,sawk,generation-v,1,fighting,https://pokeapi.co/api/v2/pokemon/539/
540,sewaddle,sewaddle,generation-v,1,bug,https://pokeapi.co/api/v2/pokemon/540/
540,sewaddle,sewaddle,generation-v,2,grass,https://pokeapi.co/api/v2/pokemon/540/
541,swadloon,swadloon,generation-v,1,bug,https://pokeapi.co/api/v2/pokemon/541/
541,swadloon,swadloon,generation-v,2,grass,https://pokeapi.co/api/v2/pokemon/541/
542,leavanny,leavanny,generation-v,1,bug,https://pokeapi.co/api/v2/pokemon/542/
542,leavanny,leavanny,generation-v,2,grass,https://pokeapi.co/api/v2/pokemon/542/
543,venipede,venipede,generation-v,1,bug,https://pokeapi.co/api/v2/pokemon/543/
543,venipede,venipede,generation-v,2,poison,https://pokeapi.co/api/v2/pokemon/543/
544,whirlipede,whirlipede,generation-v,1,bug,https://pokeapi.co/api/v2/pokemon/544/
544,whirlipede,whirlipede,generation-v,2,poison,https://pokeapi.co/api/v2/pokemon/544/
545,scolipede,scolipede,generation-v,1,bug,https://pokeapi.co/api/v2/pokemon/545/
545,scolipede,scolipede,generation-v,2,poison,https://pokeapi.co/api/v2/pokemon/545/
546,cottonee,cottonee,generation-v,1,grass,https://pokeapi.co/api/v2/pokemon/546/
546,cottonee,cottonee,generation-v,2,fairy,https://pokeapi.co/api/v2/pokemon/546/
547,whimsicott,whimsicott,generation-v,1,grass,https://pokeapi.co/api/v2/pokemon/547/
547,whimsicott,whimsicott,generation-v,2,fairy,https://pokeapi.co/api/v2/pokemon/547/
548,petilil,petilil,generation-v,1,grass,https://pokeapi.co/api/v2/pokemon/548/
549,lilligant,lilligant,generation-v,1,grass,https://pokeapi.co/api/v2/pokemon/549/
550,basculin-red-striped,basculin_red_striped,generation-v,1,water,https://pokeapi.co/api/v2/pokemon/550/
551,sandile,sandile,generation-v,1,ground,https://pokeapi.co/api/v2/pokemon/551/
551,sandile,sandile,generation-v,2,dark,https://pokeapi.co/api/v2/pokemon/551/
552,krokorok,krokorok,generation-v,1,ground,https://pokeapi.co/api/v2/pokemon/552/
552,krokorok,krokorok,generation-v,2,dark,https://pokeapi.co/api/v2/pokemon/552/
553,krookodile,krookodile,generation-v,1,ground,https://pokeapi.co/api/v2/pokemon/553/
553,krookodile,krookodile,generation-v,2,dark,https://pokeapi.co/api/v2/pokemon/553/
554,darumaka,darumaka,generation-v,1,fire,https://pokeapi.co/api/v2/pokemon/554/
555,darmanitan-standard,darmanitan_standard,generation-v,1,fire,https://pokeapi.co/api/v2/pokemon/555/
556,maractus,maractus,generation-v,1,grass,https://pokeapi.co/api/v2/pokemon/556/
557,dwebble,dwebble,generation-v,1,bug,https://pokeapi.co/api/v2/pokemon/557/
557,dwebble,dwebble,generation-v,2,rock,https://pokeapi.co/api/v2/pokemon/557/
558,crustle,crustle,generation-v,1,bug,https://pokeapi.co/api/v2/pokemon/558/
558,crustle,crustle,generation-v,2,rock,https://pokeapi.co/api/v2/pokemon/558/
559,scraggy,scraggy,generation-v,1,dark,https://pokeapi.co/api/v2/pokemon/559/
559,scraggy,scraggy,generation-v,2,fighting,https://pokeapi.co/api/v2/pokemon/559/
560,scrafty,scrafty,generation-v,1,dark,https://pokeapi.co/api/v2/pokemon/560/
560,scrafty,scrafty,generation-v,2,fighting,https://pokeapi.co/api/v2/pokemon/560/
561,sigilyph,sigilyph,generation-v,1,psychic,https://pokeapi.co/api/v2/pokemon/561/
561,sigilyph,sigilyph,generation-v,2,flying,https://pokeapi.co/api/v2/pokemon/561/
562,yamask,yamask,generation-v,1,ghost,https://pokeapi.co/api/v2/pokemon/562/
563,cofagrigus,cofagrigus,generation-v,1,ghost,https://pokeapi.co/api/v2/pokemon/563/
564,tirtouga,tirtouga,generation-v,1,water,https://pokeapi.co/api/v2/pokemon/564/
564,tirtouga,tirtouga,generation-v,2,rock,https://pokeapi.co/api/v2/pokemon/564/
565,carracosta,carracosta,generation-v,1,water,https://pokeapi.co/api/v2/pokemon/565/
565,carracosta,carracosta,generation-v,2,rock,https://pokeapi.co/api/v2/pokemon/565/
566,archen,archen,generation-v,1,rock,https://pokeapi.co/api/v2/pokemon/566/
566,archen,archen,generation-v,2,flying,https://pokeapi.co/api/v2/pokemon/566/
567,archeops,archeops,generation-v,1,rock,https://pokeapi.co/api/v2/pokemon/567/
567,archeops,archeops,generation-v,2,flying,https://pokeapi.co/api/v2/pokemon/567/
568,trubbish,trubbish,generation-v,1,poison,https://pokeapi.co/api/v2/pokemon/568/
569,garbodor,garbodor,generation-v,1,poison,https://pokeapi.co/api/v2/pokemon/569/
570,zorua,zorua,generation-v,1,dark,https://pokeapi.co/api/v2/pokemon/570/
571,zoroark,zoroark,generation-v,1,dark,https://pokeapi.co/api/v2/pokemon/571/
572,minccino,minccino,generation-v,1,normal,https://pokeapi.co/api/v2/pokemon/572/
573,cinccino,cinccino,generation-v,1,normal,https://pokeapi.co/api/v2/pokemon/573/
574,gothita,gothita,generation-v,1,psychic,https://pokeapi.co/api/v2/pokemon/574/
575,gothorita,gothorita,generation-v,1,psychic,https://pokeapi.co/api/v2/pokemon/575/
576,gothitelle,gothitelle,generation-v,1,psychic,https://pokeapi.co/api/v2/pokemon/576/
577,solosis,solosis,generation-v,1,psychic,https://pokeapi.co/api/v2/pokemon/577/
578,duosion,duosion,generation-v,1,psychic,https://pokeapi.co/api/v2/pokemon/578/
579,reuniclus,reuniclus,generation-v,1,psychic,https://pokeapi.co/api/v2/pokemon/579/
580,ducklett,ducklett,generation-v,1,water,https://pokeapi.co/api/v2/pokemon/580/
580,ducklett,ducklett,generation-v,2,flying,https://pokeapi.co/api/v2/pokemon/580/
581,swanna,swanna,generation-v,1,water,https://pokeapi.co/api/v2/pokemon/581/
581,swanna,swanna,generation-v,2,flying,https://pokeapi.co/api/v2/pokemon/581/
582,vanillite,vanillite,generation-v,1,ice,https://pokeapi.co/api/v2/pokemon/582/
583,vanillish,vanillish,generation-v,1,ice,https://pokeapi.co/api/v2/pokemon/583/
584,vanilluxe,vanilluxe,generation-v,1,ice,https://pokeapi.co/api/v2/pokemon/584/
585,deerling,deerling,generation-v,1,normal,https://pokeapi.co/api/v2/pokemon/585/
585,deerling,deerling,generation-v,2,grass,https://pokeapi.co/api/v2/pokemon/585/
586,sawsbuck,sawsbuck,generation-v,1,normal,https://pokeapi.co/api/v2/pokemon/586/
586,sawsbuck,sawsbuck,generation-v,2,grass,https://pokeapi.co/api/v2/pokemon/586/
587,emolga,emolga,generation-v,1,electric,https://pokeapi.co/api/v2/pokemon/587/
587,emolga,emolga,generation-v,2,flying,https://pokeapi.co/api/v2/pokemon/587/
588,karrablast,karrablast,generation-v,1,bug,https://pokeapi.co/api/v2/pokemon/588/
589,escavalier,escavalier,generation-v,1,bug,https://pokeapi.co/api/v2/pokemon/589/
589,escavalier,escavalier,generation-v,2,steel,https://pokeapi.co/api/v2/pokemon/589/
590,foongus,foongus,generation-v,1,grass,https://pokeapi.co/api/v2/pokemon/590/
590,foongus,foongus,generation-v,2,poison,https://pokeapi.co/api/v2/pokemon/590/
591,amoonguss,amoonguss,generation-v,1,grass,https://pokeapi.co/api/v2/pokemon/591/
591,amoonguss,amoonguss,generation-v,2,poison,https://pokeapi.co/api/v2/pokemon/591/
592,frillish,frillish,generation-v,1,water,https://pokeapi.co/api/v2/pokemon/592/
592,frillish,frillish,generation-v,2,ghost,https://pokeapi.co/api/v2/pokemon/592/
593,jellicent,jellicent,generation-v,1,water,https://pokeapi.co/api/v2/pokemon/593/
593,jellicent,jellicent,generation-v,2,ghost,https://pokeapi.co/api/v2/pokemon/593/
594,alomomola,alomomola,generation-v,1,water,https://pokeapi.co/api/v2/pokemon/594/
595,joltik,joltik,generation-v,1,bug,https://pokeapi.co/api/v2/pokemon/595/
595,joltik,joltik,generation-v,2,electric,https://pokeapi.co/api/v2/pokemon/595/
596,galvantula,galvantula,generation-v,1,bug,https://pokeapi.co/api/v2/pokemon/596/
596,galvantula,galvantula,generation-v,2,electric,https://pokeapi.co/api/v2/pokemon/596/
597,ferroseed,ferroseed,generation-v,1,grass,https://pokeapi.co/api/v2/pokemon/597/
597,ferroseed,ferroseed,generation-v,2,steel,https://pokeapi.co/api/v2/pokemon/597/
598,ferrothorn,ferrothorn,generation-v,1,grass,https://pokeapi.co/api/v2/pokemon/598/
598,ferrothorn,ferrothorn,generation-v,2,steel,https://pokeapi.co/api/v2/pokemon/598/
599,klink,klink,generation-v,1,steel,https://pokeapi.co/api/v2/pokemon/599/
600,klang,klang,generation-v,1,steel,https://pokeapi.co/api/v2/pokemon/600/
601,klinklang,klinklang,generation-v,1,steel,https://pokeapi.co/api/v2/pokemon/601/
602,tynamo,tynamo,generation-v,1,electric,https://pokeapi.co/api/v2/pokemon/602/
603,eelektrik,eelektrik,generation-v,1,electric,https://pokeapi.co/api/v2/pokemon/603/
604,eelektross,eelektross,generation-v,1,electric,https://pokeapi.co/api/v2/pokemon/604/
605,elgyem,elgyem,generation-v,1,psychic,https://pokeapi.co/api/v2/pokemon/605/
606,beheeyem,beheeyem,generation-v,1,psychic,https://pokeapi.co/api/v2/pokemon/606/
607,litwick,litwick,generation-v,1,ghost,https://pokeapi.co/api/v2/pokemon/607/
607,litwick,litwick,generation-v,2,fire,https://pokeapi.co/api/v2/pokemon/607/
608,lampent,lampent,generation-v,1,ghost,https://pokeapi.co/api/v2/pokemon/608/
608,lampent,lampent,generation-v,2,fire,https://pokeapi.co/api/v2/pokemon/608/
609,chandelure,chandelure,generation-v,1,ghost,https://pokeapi.co/api/v2/pokemon/609/
609,chandelure,chandelure,generation-v,2,fire,https://pokeapi.co/api/v2/pokemon/609/
610,axew,axew,generation-v,1,dragon,https://pokeapi.co/api/v2/pokemon/610/
611,fraxure,fraxure,generation-v,1,dragon,https://pokeapi.co/api/v2/pokemon/611/
612,haxorus,haxorus,generation-v,1,dragon,https://pokeapi.co/api/v2/pokemon/612/
613,cubchoo,cubchoo,generation-v,1,ice,https://pokeapi.co/api/v2/pokemon/613/
614,beartic,beartic,generation-v,1,ice,https://pokeapi.co/api/v2/pokemon/614/
615,cryogonal,cryogonal,generation-v,1,ice,https://pokeapi.co/api/v2/pokemon/615/
616,shelmet,shelmet,generation-v,1,bug,https://pokeapi.co/api/v2/pokemon/616/
617,accelgor,accelgor,generation-v,1,bug,https://pokeapi.co/api/v2/pokemon/617/
618,stunfisk,stunfisk,generation-v,1,ground,https://pokeapi.co/api/v2/pokemon/618/
618,stunfisk,stunfisk,generation-v,2,electric,https://pokeapi.co/api/v2/pokemon/618/
619,mienfoo,mienfoo,generation-v,1,fighting,https://pokeapi.co/api/v2/pokemon/619/
620,mienshao,mienshao,generation-v,1,fighting,https://pokeapi.co/api/v2/pokemon/620/
621,druddigon,druddigon,generation-v,1,dragon,https://pokeapi.co/api/v2/pokemon/621/
622,golett,golett,generation-v,1,ground,https://pokeapi.co/api/v2/pokemon/622/
622,golett,golett,generation-v,2,ghost,https://pokeapi.co/api/v2/pokemon/622/
623,golurk,golurk,generation-v,1,ground,https://pokeapi.co/api/v2/pokemon/623/
623,golurk,golurk,generation-v,2,ghost,https://pokeapi.co/api/v2/pokemon/623/
624,pawniard,pawniard,generation-v,1,dark,https://pokeapi.co/api/v2/pokemon/624/
624,pawniard,pawniard,generation-v,2,steel,https://pokeapi.co/api/v2/pokemon/624/
625,bisharp,bisharp,generation-v,1,dark,https://pokeapi.co/api/v2/pokemon/625/
625,bisharp,bisharp,generation-v,2,steel,https://pokeapi.co/api/v2/pokemon/625/
626,bouffalant,bouffalant,generation-v,1,normal,https://pokeapi.co/api/v2/pokemon/626/
627,rufflet,rufflet,generation-v,1,normal,https://pokeapi.co/api/v2/pokemon/627/
627,rufflet,rufflet,generation-v,2,flying,https://pokeapi.co/api/v2/pokemon/627/
628,braviary,braviary,generation-v,1,normal,https://pokeapi.co/api/v2/pokemon/628/
628,braviary,braviary,generation-v,2,flying,https://pokeapi.co/api/v2/pokemon/628/
629,vullaby,vullaby,generation-v,1,dark,https://pokeapi.co/api/v2/pokemon/629/
629,vullaby,vullaby,generation-v,2,flying,https://pokeapi.co/api/v2/pokemon/629/
630,mandibuzz,mandibuzz,generation-v,1,dark,https://pokeapi.co/api/v2/pokemon/630/
630,mandibuzz,mandibuzz,generation-v,2,flying,https://pokeapi.co/api/v2/pokemon/630/
631,heatmor,heatmor,generation-v,1,fire,https://pokeapi.co/api/v2/pokemon/631/
632,durant,durant,generation-v,1,bug,https://pokeapi.co/api/v2/pokemon/632/
632,durant,durant,generation-v,2,steel,https://pokeapi.co/api/v2/pokemon/632/
633,deino,deino,generation-v,1,dark,https://pokeapi.co/api/v2/pokemon/633/
633,deino,deino,generation-v,2,dragon,https://pokeapi.co/api/v2/pokemon/633/
634,zweilous,zweilous,generation-v,1,dark,https://pokeapi.co/api/v2/pokemon/634/
634,zweilous,zweilous,generation-v,2,dragon,https://pokeapi.co/api/v2/pokemon/634/
635,hydreigon,hydreigon,generation-v,1,dark,https://pokeapi.co/api/v2/pokemon/635/
635,hydreigon,hydreigon,generation-v,2,dragon,https://pokeapi.co/api/v2/pokemon/635/
636,larvesta,larvesta,generation-v,1,bug,https://pokeapi.co/api/v2/pokemon/636/
636,larvesta,larvesta,generation-v,2,fire,https://pokeapi.co/api/v2/pokemon/636/
637,volcarona,volcarona,generation-v,1,bug,https://pokeapi.co/api/v2/pokemon/637/
637,volcarona,volcarona,generation-v,2,fire,https://pokeapi.co/api/v2/pokemon/637/
638,cobalion,cobalion,generation-v,1,steel,https://pokeapi.co/api/v2/pokemon/638/
638,cobalion,cobalion,generation-v,2,fighting,https://pokeapi.co/api/v2/pokemon/638/
639,terrakion,terrakion,generation-v,1,rock,https://pokeapi.co/api/v2/pokemon/639/
639,terrakion,terrakion,generation-v,2,fighting,https://pokeapi.co/api/v2/pokemon/639/
640,virizion,virizion,generation-v,1,grass,https://pokeapi.co/api/v2/pokemon/640/
640,virizion,virizion,generation-v,2,fighting,https://pokeapi.co/api/v2/pokemon/640/
641,tornadus-incarnate,tornadus_incarnate,generation-v,1,flying,https://pokeapi.co/api/v2/pokemon/641/
642,thundurus-incarnate,thundurus_incarnate,generation-v,1,electric,https://pokeapi.co/api/v2/pokemon/642/
642,thundurus-incarnate,thundurus_incarnate,generation-v,2,flying,https://pokeapi.co/api/v2/pokemon/642/
643,reshiram,reshiram,generation-v,1,dragon,https://pokeapi.co/api/v2/pokemon/643/
643,reshiram,reshiram,generation-v,2,fire,https://pokeapi.co/api/v2/pokemon/643/
644,zekrom,zekrom,generation-v,1,dragon,https://pokeapi.co/api/v2/pokemon/644/
644,zekrom,zekrom,generation-v,2,electric,https://pokeapi.co/api/v2/pokemon/644/
645,landorus-incarnate,landorus_incarnate,generation-v,1,ground,https://pokeapi.co/api/v2/pokemon/645/
645,landorus-incarnate,landorus_incarnate,generation-v,2,flying,https://pokeapi.co/api/v2/pokemon/645/
646,kyurem,kyurem,generation-v,1,dragon,https://pokeapi.co/api/v2/pokemon/646/
646,kyurem,kyurem,generation-v,2,ice,https://pokeapi.co/api/v2/pokemon/646/
647,keldeo-ordinary,keldeo_ordinary,generation-v,1,water,https://pokeapi.co/api/v2/pokemon/647/
647,keldeo-ordinary,keldeo_ordinary,generation-v,2,fighting,https://pokeapi.co/api/v2/pokemon/647/
648,meloetta-aria,meloetta_aria,generation-v,1,normal,https://pokeapi.co/api/v2/pokemon/648/
648,meloetta-aria,meloetta_aria,generation-v,2,psychic,https://pokeapi.co/api/v2/pokemon/648/
649,genesect,genesect,generation-v,1,bug,https://pokeapi.co/api/v2/pokemon/649/
649,genesect,genesect,generation-v,2,steel,https://pokeapi.co/api/v2/pokemon/649/
10016,basculin-blue-striped,basculin_blue_striped,generation-v,1,water,https://pokeapi.co/api/v2/pokemon/10016/
10017,darmanitan-zen,darmanitan_zen,generation-v,1,fire,https://pokeapi.co/api/v2/pokemon/10017/
10017,darmanitan-zen,darmanitan_zen,generation-v,2,psychic,https://pokeapi.co/api/v2/pokemon/10017/
10018,meloetta-pirouette,meloetta_pirouette,generation-v,1,normal,https://pokeapi.co/api/v2/pokemon/10018/
10018,meloetta-pirouette,meloetta_pirouette,generation-v,2,fighting,https://pokeapi.co/api/v2/pokemon/10018/
10019,tornadus-therian,tornadus_therian,generation-v,1,flying,https://pokeapi.co/api/v2/pokemon/10019/
10020,thundurus-therian,thundurus_therian,generation-v,1,electric,https://pokeapi.co/api/v2/pokemon/10020/
10020,thundurus-therian,thundurus_therian,generation-v,2,flying,https://pokeapi.co/api/v2/pokemon/10020/
10021,landorus-therian,landorus_therian,generation-v,1,ground,https://pokeapi.co/api/v2/pokemon/10021/
10021,landorus-therian,landorus_therian,generation-v,2,flying,https://pokeapi.co/api/v2/pokemon/10021/
10022,kyurem-black,kyurem_black,generation-v,1,dragon,https://pokeapi.co/api/v2/pokemon/10022/
10022,kyurem-black,kyurem_black,generation-v,2,ice,https://pokeapi.co/api/v2/pokemon/10022/
10023,kyurem-white,kyurem_white,generation-v,1,dragon,https://pokeapi.co/api/v2/pokemon/10023/
10023,kyurem-white,kyurem_white,generation-v,2,ice,https://pokeapi.co/api/v2/pokemon/10023/
10024,keldeo-resolute,keldeo_resolute,generation-v,1,water,https://pokeapi.co/api/v2/pokemon/10024/
10024,keldeo-resolute,keldeo_resolute,generation-v,2,fighting,https://pokeapi.co/api/v2/pokemon/10024/
10069,audino-mega,audino_mega,generation-v,1,normal,https://pokeapi.co/api/v2/pokemon/10069/
10069,audino-mega,audino_mega,generation-v,2,fairy,https://pokeapi.co/api/v2/pokemon/10069/
10176,darumaka-galar,darumaka_galar,generation-v,1,ice,https://pokeapi.co/api/v2/pokemon/10176/
10177,darmanitan-galar-standard,darmanitan_galar_standard,generation-v,1,ice,https://pokeapi.co/api/v2/pokemon/10177/
10178,darmanitan-galar-zen,darmanitan_galar_zen,generation-v,1,ice,https://pokeapi.co/api/v2/pokemon/10178/
10178,darmanitan-galar-zen,darmanitan_galar_zen,generation-v,2,fire,https://pokeapi.co/api/v2/pokemon/10178/
10179,yamask-galar,yamask_galar,generation-v,1,ground,https://pokeapi.co/api/v2/pokemon/10179/
10179,yamask-galar,yamask_galar,generation-v,2,ghost,https://pokeapi.co/api/v2/pokemon/10179/
10180,stunfisk-galar,stunfisk_galar,generation-v,1,ground,https://pokeapi.co/api/v2/pokemon/10180/
10180,stunfisk-galar,stunfisk_galar,generation-v,2,steel,https://pokeapi.co/api/v2/pokemon/10180/
10207,garbodor-gmax,garbodor_gmax,generation-v,1,poison,https://pokeapi.co/api/v2/pokemon/10207/
10236,samurott-hisui,samurott_hisui,generation-v,1,water,https://pokeapi.co/api/v2/pokemon/10236/
10236,samurott-hisui,samurott_hisui,generation-v,2,dark,https://pokeapi.co/api/v2/pokemon/10236/
10237,lilligant-hisui,lilligant_hisui,generation-v,1,grass,https://pokeapi.co/api/v2/pokemon/10237/
10237,lilligant-hisui,lilligant_hisui,generation-v,2,fighting,https://pokeapi.co/api/v2/pokemon/10237/
10238,zorua-hisui,zorua_hisui,generation-v,1,normal,https://pokeapi.co/api/v2/pokemon/10238/
10238,zorua-hisui,zorua_hisui,generation-v,2,ghost,https://pokeapi.co/api/v2/pokemon/10238/
10239,zoroark-hisui,zoroark_hisui,generation-v,1,normal,https://pokeapi.co/api/v2/pokemon/10239/
10239,zoroark-hisui,zoroark_hisui,generation-v,2,ghost,https://pokeapi.co/api/v2/pokemon/10239/
10240,braviary-hisui,braviary_hisui,generation-v,1,psychic,https://pokeapi.co/api/v2/pokemon/10240/
10240,braviary-hisui,braviary_hisui,generation-v,2,flying,https://pokeapi.co/api/v2/pokemon/10240/
10247,basculin-white-striped,basculin_white_striped,generation-v,1,water,https://pokeapi.co/api/v2/pokemon/10247/
10286,emboar-mega,emboar_mega,generation-v,1,fire,https://pokeapi.co/api/v2/pokemon/10286/
10286,emboar-mega,emboar_mega,generation-v,2,fighting,https://pokeapi.co/api/v2/pokemon/10286/
10287,excadrill-mega,excadrill_mega,generation-v,1,ground,https://pokeapi.co/api/v2/pokemon/10287/
10287,excadrill-mega,excadrill_mega,generation-v,2,steel,https://pokeapi.co/api/v2/pokemon/10287/
10288,scolipede-mega,scolipede_mega,generation-v,1,bug,https://pokeapi.co/api/v2/pokemon/10288/
10288,scolipede-mega,scolipede_mega,generation-v,2,poison,https://pokeapi.co/api/v2/pokemon/10288/
10289,scrafty-mega,scrafty_mega,generation-v,1,dark,https://pokeapi.co/api/v2/pokemon/10289/
10289,scrafty-mega,scrafty_mega,generation-v,2,fighting,https://pokeapi.co/api/v2/pokemon/10289/
10290,eelektross-mega,eelektross_mega,generation-v,1,electric,https://pokeapi.co/api/v2/pokemon/10290/
10291,chandelure-mega,chandelure_mega,generation-v,1,ghost,https://pokeapi.co/api/v2/pokemon/10291/
10291,chandelure-mega,chandelure_mega,generation-v,2,fire,https://pokeapi.co/api/v2/pokemon/10291/
