id,name,slug,generation,base_experience,height,weight,types,abilities,stats,sprite_default,sprite_shiny,sourceUrl
662,fletchinder,fletchinder,generation-vi,134,7,160,"fire, flying","flame-body, gale-wings","hp: 62, attack: 73, defense: 55, special-attack: 56, special-defense: 52, speed: 84",pokemon/fletchinder/images/sprite_default.png,pokemon/fletchinder/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/662/
663,talonflame,talonflame,generation-vi,175,12,245,"fire, flying","flame-body, gale-wings","hp: 78, attack: 81, defense: 71, special-attack: 74, special-defense: 69, speed: 126",pokemon/talonflame/images/sprite_default.png,pokemon/talonflame/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/663/
664,scatterbug,scatterbug,generation-vi,40,3,25,bug,"shield-dust, compound-eyes, friend-guard","hp: 38, attack: 35, defense: 40, special-attack: 27, special-defense: 25, speed: 35",pokemon/scatterbug/images/sprite_default.png,pokemon/scatterbug/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/664/
665,spewpa,spewpa,generation-vi,75,3,84,bug,"shed-skin, friend-guard","hp: 45, attack: 22, defense: 60, special-attack: 27, special-defense: 30, speed: 29",pokemon/spewpa/images/sprite_default.png,pokemon/spewpa/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/665/
666,vivillon,vivillon,generation-vi,185,12,170,"bug, flying","shield-dust, compound-eyes, friend-guard","hp: 80, attack: 52, defense: 50, special-attack: 90, special-defense: 50, speed: 89",pokemon/vivillon/images/sprite_default.png,pokemon/vivillon/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/666/
667,litleo,litleo,generation-vi,74,6,135,"fire, normal","rivalry, unnerve, moxie","hp: 62, attack: 50, defense: 58, special-attack: 73, special-defense: 54, speed: 72",pokemon/litleo/images/sprite_default.png,pokemon/litleo/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/667/
668,pyroar,pyroar,generation-vi,177,15,815,"fire, normal","rivalry, unnerve, moxie","hp: 86, attack: 68, defense: 72, special-attack: 109, special-defense: 66, speed: 106",pokemon/pyroar/images/sprite_default.png,pokemon/pyroar/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/668/
669,flabebe,flabebe,generation-vi,61,1,1,fairy,"flower-veil, symbiosis","hp: 44, attack: 38, defense: 39, special-attack: 61, special-defense: 79, speed: 42",pokemon/flabebe/images/sprite_default.png,pokemon/flabebe/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/669/
670,floette,floette,generation-vi,130,2,9,fairy,"flower-veil, symbiosis","hp: 54, attack: 45, defense: 47, special-attack: 75, special-defense: 98, speed: 52",pokemon/floette/images/sprite_default.png,pokemon/floette/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/670/
671,florges,florges,generation-vi,248,11,100,fairy,"flower-veil, symbiosis","hp: 78, attack: 65, defense: 68, special-attack: 112, special-defense: 154, speed: 75",pokemon/florges/images/sprite_default.png,pokemon/florges/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/671/
672,skiddo,skiddo,generation-vi,70,9,310,grass,"sap-sipper, grass-pelt","hp: 66, attack: 65, defense: 48, special-attack: 62, special-defense: 57, speed: 52",pokemon/skiddo/images/sprite_default.png,pokemon/skiddo/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/672/
673,gogoat,gogoat,generation-vi,186,17,910,grass,"sap-sipper, grass-pelt","hp: 123, attack: 100, defense: 62, special-attack: 97, special-defense: 81, speed: 68",pokemon/gogoat/images/sprite_default.png,pokemon/gogoat/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/673/
674,pancham,pancham,generation-vi,70,6,80,fighting,"iron-fist, mold-breaker, scrappy","hp: 67, attack: 82, defense: 62, special-attack: 46, special-defense: 48, speed: 43",pokemon/pancham/images/sprite_default.png,pokemon/pancham/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/674/
675,pangoro,pangoro,generation-vi,173,21,1360,"fighting, dark","iron-fist, mold-breaker, scrappy","hp: 95, attack: 124, defense: 78, special-attack: 69, special-defense: 71, speed: 58",pokemon/pangoro/images/sprite_default.png,pokemon/pangoro/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/675/
676,furfrou,furfrou,generation-vi,165,12,280,normal,fur-coat,"hp: 75, attack: 80, defense: 60, special-attack: 65, special-defense: 90, speed: 102",pokemon/furfrou/images/sprite_default.png,pokemon/furfrou/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/676/
677,espurr,espurr,generation-vi,71,3,35,psychic,"keen-eye, infiltrator, own-tempo","hp: 62, attack: 48, defense: 54, special-attack: 63, special-defense: 60, speed: 68",pokemon/espurr/images/sprite_default.png,pokemon/espurr/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/677/
678,meowstic-male,meowstic_male,generation-vi,163,6,85,psychic,"keen-eye, infiltrator, prankster","hp: 74, attack: 48, defense: 76, special-attack: 83, special-defense: 81, speed: 104",pokemon/meowstic_male/images/sprite_default.png,pokemon/meowstic_male/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/678/
679,honedge,honedge,generation-vi,65,8,20,"steel, ghost",no-guard,"hp: 45, attack: 80, defense: 100, special-attack: 35, special-defense: 37, speed: 28",pokemon/honedge/images/sprite_default.png,pokemon/honedge/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/679/
680,doublade,doublade,generation-vi,157,8,45,"steel, ghost",no-guard,"hp: 59, attack: 110, defense: 150, special-attack: 45, special-defense: 49, speed: 35",pokemon/doublade/images/sprite_default.png,pokemon/doublade/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/680/
681,aegislash-shield,aegislash_shield,generation-vi,234,17,530,"steel, ghost",stance-change,"hp: 60, attack: 50, defense: 140, special-attack: 50, special-defense: 140, speed: 60",pokemon/aegislash_shield/images/sprite_default.png,pokemon/aegislash_shield/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/681/
682,spritzee,spritzee,generation-vi,68,2,5,fairy,"healer, aroma-veil","hp: 78, attack: 52, defense: 60, special-attack: 63, special-defense: 65, speed: 23",pokemon/spritzee/images/sprite_default.png,pokemon/spritzee/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/682/
683,aromatisse,aromatisse,generation-vi,162,8,155,fairy,"healer, aroma-veil","hp: 101, attack: 72, defense: 72, special-attack: 99, special-defense: 89, speed: 29",pokemon/aromatisse/images/sprite_default.png,pokemon/aromatisse/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/683/
684,swirlix,swirlix,generation-vi,68,4,35,fairy,"sweet-veil, unburden","hp: 62, attack: 48, defense: 66, special-attack: 59, special-defense: 57, speed: 49",pokemon/swirlix/images/sprite_default.png,pokemon/swirlix/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/684/
685,slurpuff,slurpuff,generation-vi,168,8,50,fairy,"sweet-veil, unburden","hp: 82, attack: 80, defense: 86, special-attack: 85, special-defense: 75, speed: 72",pokemon/slurpuff/images/sprite_default.png,pokemon/slurpuff/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/685/
686,inkay,inkay,generation-vi,58,4,35,"dark, psychic","contrary, suction-cups, infiltrator","hp: 53, attack: 54, defense: 53, special-attack: 37, special-defense: 46, speed: 45",pokemon/inkay/images/sprite_default.png,pokemon/inkay/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/686/
687,malamar,malamar,generation-vi,169,15,470,"dark, psychic","contrary, suction-cups, infiltrator","hp: 86, attack: 92, defense: 88, special-attack: 68, special-defense: 75, speed: 73",pokemon/malamar/images/sprite_default.png,pokemon/malamar/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/687/
688,binacle,binacle,generation-vi,61,5,310,"rock, water","tough-claws, sniper, pickpocket","hp: 42, attack: 52, defense: 67, special-attack: 39, special-defense: 56, speed: 50",pokemon/binacle/images/sprite_default.png,pokemon/binacle/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/688/
689,barbaracle,barbaracle,generation-vi,175,13,960,"rock, water","tough-claws, sniper, pickpocket","hp: 72, attack: 105, defense: 115, special-attack: 54, special-defense: 86, speed: 68",pokemon/barbaracle/images/sprite_default.png,pokemon/barbaracle/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/689/
690,skrelp,skrelp,generation-vi,64,5,73,"poison, water","poison-point, poison-touch, adaptability","hp: 50, attack: 60, defense: 60, special-attack: 60, special-defense: 60, speed: 30",pokemon/skrelp/images/sprite_default.png,pokemon/skrelp/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/690/
691,dragalge,dragalge,generation-vi,173,18,815,"poison, dragon","poison-point, poison-touch, adaptability","hp: 65, attack: 75, defense: 90, special-attack: 97, special-defense: 123, speed: 44",pokemon/dragalge/images/sprite_default.png,pokemon/dragalge/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/691/
692,clauncher,clauncher,generation-vi,66,5,83,water,mega-launcher,"hp: 50, attack: 53, defense: 62, special-attack: 58, special-defense: 63, speed: 44",pokemon/clauncher/images/sprite_default.png,pokemon/clauncher/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/692/
693,clawitzer,clawitzer,generation-vi,100,13,353,water,mega-launcher,"hp: 71, attack: 73, defense: 88, special-attack: 120, special-defense: 89, speed: 59",pokemon/clawitzer/images/sprite_default.png,pokemon/clawitzer/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/693/
694,helioptile,helioptile,generation-vi,58,5,60,"electric, normal","dry-skin, sand-veil, solar-power","hp: 44, attack: 38, defense: 33, special-attack: 61, special-defense: 43, speed: 70",pokemon/helioptile/images/sprite_default.png,pokemon/helioptile/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/694/
695,heliolisk,heliolisk,generation-vi,168,10,210,"electric, normal","dry-skin, sand-veil, solar-power","hp: 62, attack: 55, defense: 52, special-attack: 109, special-defense: 94, speed: 109",pokemon/heliolisk/images/sprite_default.png,pokemon/heliolisk/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/695/
696,tyrunt,tyrunt,generation-vi,72,8,260,"rock, dragon","strong-jaw, sturdy","hp: 58, attack: 89, defense: 77, special-attack: 45, special-defense: 45, speed: 48",pokemon/tyrunt/images/sprite_default.png,pokemon/tyrunt/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/696/
697,tyrantrum,tyrantrum,generation-vi,182,25,2700,"rock, dragon","strong-jaw, rock-head","hp: 82, attack: 121, defense: 119, special-attack: 69, special-defense: 59, speed: 71",pokemon/tyrantrum/images/sprite_default.png,pokemon/tyrantrum/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/697/
698,amaura,amaura,generation-vi,72,13,252,"rock, ice","refrigerate, snow-warning","hp: 77, attack: 59, defense: 50, special-attack: 67, special-defense: 63, speed: 46",pokemon/amaura/images/sprite_default.png,pokemon/amaura/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/698/
699,aurorus,aurorus,generation-vi,104,27,2250,"rock, ice","refrigerate, snow-warning","hp: 123, attack: 77, defense: 72, special-attack: 99, special-defense: 92, speed: 58",pokemon/aurorus/images/sprite_default.png,pokemon/aurorus/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/699/
700,sylveon,sylveon,generation-vi,184,10,235,fairy,"cute-charm, pixilate","hp: 95, attack: 65, defense: 65, special-attack: 110, special-defense: 130, speed: 60",pokemon/sylveon/images/sprite_default.png,pokemon/sylveon/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/700/
701,hawlucha,hawlucha,generation-vi,175,8,215,"fighting, flying","limber, unburden, mold-breaker","hp: 78, attack: 92, defense: 75, special-attack: 74, special-defense: 63, speed: 118",pokemon/hawlucha/images/sprite_default.png,pokemon/hawlucha/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/701/
702,dedenne,dedenne,generation-vi,151,2,22,"electric, fairy","cheek-pouch, pickup, plus","hp: 67, attack: 58, defense: 57, special-attack: 81, special-defense: 67, speed: 101",pokemon/dedenne/images/sprite_default.png,pokemon/dedenne/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/702/
703,carbink,carbink,generation-vi,100,3,57,"rock, fairy","clear-body, sturdy","hp: 50, attack: 50, defense: 150, special-attack: 50, special-defense: 150, speed: 50",pokemon/carbink/images/sprite_default.png,pokemon/carbink/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/703/
704,goomy,goomy,generation-vi,60,3,28,dragon,"sap-sipper, hydration, gooey","hp: 45, attack: 50, defense: 35, special-attack: 55, special-defense: 75, speed: 40",pokemon/goomy/images/sprite_default.png,pokemon/goomy/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/704/
705,sliggoo,sliggoo,generation-vi,158,8,175,dragon,"sap-sipper, hydration, gooey","hp: 68, attack: 75, defense: 53, special-attack: 83, special-defense: 113, speed: 60",pokemon/sliggoo/images/sprite_default.png,pokemon/sliggoo/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/705/
706,goodra,goodra,generation-vi,270,20,1505,dragon,"sap-sipper, hydration, gooey","hp: 90, attack: 100, defense: 70, special-attack: 110, special-defense: 150, speed: 80",pokemon/goodra/images/sprite_default.png,pokemon/goodra/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/706/
707,klefki,klefki,generation-vi,165,2,30,"steel, fairy","prankster, magician","hp: 57, attack: 80, defense: 91, special-attack: 80, special-defense: 87, speed: 75",pokemon/klefki/images/sprite_default.png,pokemon/klefki/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/707/
708,phantump,phantump,generation-vi,62,4,70,"ghost, grass","natural-cure, frisk, harvest","hp: 43, attack: 70, defense: 48, special-attack: 50, special-defense: 60, speed: 38",pokemon/phantump/images/sprite_default.png,pokemon/phantump/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/708/
709,trevenant,trevenant,generation-vi,166,15,710,"ghost, grass","natural-cure, frisk, harvest","hp: 85, attack: 110, defense: 76, special-attack: 65, special-defense: 82, speed: 56",pokemon/trevenant/images/sprite_default.png,pokemon/trevenant/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/709/
710,pumpkaboo-average,pumpkaboo_average,generation-vi,67,4,50,"ghost, grass","pickup, frisk, insomnia","hp: 49, attack: 66, defense: 70, special-attack: 44, special-defense: 55, speed: 51",pokemon/pumpkaboo_average/images/sprite_default.png,pokemon/pumpkaboo_average/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/710/
711,gourgeist-average,gourgeist_average,generation-vi,173,9,125,"ghost, grass","pickup, frisk, insomnia","hp: 65, attack: 90, defense: 122, special-attack: 58, special-defense: 75, speed: 84",pokemon/gourgeist_average/images/sprite_default.png,pokemon/gourgeist_average/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/711/
712,bergmite,bergmite,generation-vi,61,10,995,ice,"own-tempo, ice-body, sturdy","hp: 55, attack: 69, defense: 85, special-attack: 32, special-defense: 35, speed: 28",pokemon/bergmite/images/sprite_default.png,pokemon/bergmite/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/712/
713,avalugg,avalugg,generation-vi,180,20,5050,ice,"own-tempo, ice-body, sturdy","hp: 95, attack: 117, defense: 184, special-attack: 44, special-defense: 46, speed: 28",pokemon/avalugg/images/sprite_default.png,pokemon/avalugg/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/713/
714,noibat,noibat,generation-vi,49,5,80,"flying, dragon","frisk, infiltrator, telepathy","hp: 40, attack: 30, defense: 35, special-attack: 45, special-defense: 40, speed: 55",pokemon/noibat/images/sprite_default.png,pokemon/noibat/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/714/
715,noivern,noivern,generation-vi,187,15,850,"flying, dragon","frisk, infiltrator, telepathy","hp: 85, attack: 70, defense: 80, special-attack: 97, special-defense: 80, speed: 123",pokemon/noivern/images/sprite_default.png,pokemon/noivern/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/715/
716,xerneas,xerneas,generation-vi,306,30,2150,fairy,fairy-aura,"hp: 126, attack: 131, defense: 95, special-attack: 131, special-defense: 98, speed: 99",pokemon/xerneas/images/sprite_default.png,pokemon/xerneas/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/716/
717,yveltal,yveltal,generation-vi,306,58,2030,"dark, flying",dark-aura,"hp: 126, attack: 131, defense: 95, special-attack: 131, special-defense: 98, speed: 99",pokemon/yveltal/images/sprite_default.png,pokemon/yveltal/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/717/
718,zygarde-50,zygarde_50,generation-vi,270,50,3050,"dragon, ground",aura-break,"hp: 108, attack: 100, defense: 121, special-attack: 81, special-defense: 95, speed: 95",pokemon/zygarde_50/images/sprite_default.png,pokemon/zygarde_50/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/718/
719,diancie,diancie,generation-vi,270,7,88,"rock, fairy",clear-body,"hp: 50, attack: 100, defense: 150, special-attack: 100, special-defense: 150, speed: 50",pokemon/diancie/images/sprite_default.png,pokemon/diancie/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/719/
720,hoopa,hoopa,generation-vi,270,5,90,"psychic, ghost",magician,"hp: 80, attack: 110, defense: 60, special-attack: 150, special-defense: 130, speed: 70",pokemon/hoopa/images/sprite_default.png,pokemon/hoopa/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/720/
721,volcanion,volcanion,generation-vi,270,17,1950,"fire, water",water-absorb,"hp: 80, attack: 110, defense: 120, special-attack: 130, special-defense: 90, speed: 70",pokemon/volcanion/images/sprite_default.png,pokemon/volcanion/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/721/
10025,meowstic-female,meowstic_female,generation-vi,163,6,85,psychic,"keen-eye, infiltrator, competitive","hp: 74, attack: 48, defense: 76, special-attack: 83, special-defense: 81, speed: 104",pokemon/meowstic_female/images/sprite_default.png,pokemon/meowstic_female/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/10025/
10026,aegislash-blade,aegislash_blade,generation-vi,250,17,530,"steel, ghost",stance-change,"hp: 60, attack: 140, defense: 50, special-attack: 140, special-defense: 50, speed: 60",pokemon/aegislash_blade/images/sprite_default.png,pokemon/aegislash_blade/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/10026/
10027,pumpkaboo-small,pumpkaboo_small,generation-vi,67,3,35,"ghost, grass","pickup, frisk, insomnia","hp: 44, attack: 66, defense: 70, special-attack: 44, special-defense: 55, speed: 56",pokemon/pumpkaboo_small/images/sprite_default.png,pokemon/pumpkaboo_small/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/10027/
10028,pumpkaboo-large,pumpkaboo_large,generation-vi,67,5,75,"ghost, grass","pickup, frisk, insomnia","hp: 54, attack: 66, defense: 70, special-attack: 44, special-defense: 55, speed: 46",pokemon/pumpkaboo_large/images/sprite_default.png,pokemon/pumpkaboo_large/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/10028/
10029,pumpkaboo-super,pumpkaboo_super,generation-vi,67,8,150,"ghost, grass","pickup, frisk, insomnia","hp: 59, attack: 66, defense: 70, special-attack: 44, special-defense: 55, speed: 41",pokemon/pumpkaboo_super/images/sprite_default.png,pokemon/pumpkaboo_super/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/10029/
10030,gourgeist-small,gourgeist_small,generation-vi,173,7,95,"ghost, grass","pickup, frisk, insomnia","hp: 55, attack: 85, defense: 122, special-attack: 58, special-defense: 75, speed: 99",pokemon/gourgeist_small/images/sprite_default.png,pokemon/gourgeist_small/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/10030/
10031,gourgeist-large,gourgeist_large,generation-vi,173,11,140,"ghost, grass","pickup, frisk, insomnia","hp: 75, attack: 95, defense: 122, special-attack: 58, special-defense: 75, speed: 69",pokemon/gourgeist_large/images/sprite_default.png,pokemon/gourgeist_large/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/10031/
10032,gourgeist-super,gourgeist_super,generation-vi,173,17,390,"ghost, grass","pickup, frisk, insomnia","hp: 85, attack: 100, defense: 122, special-attack: 58, special-defense: 75, speed: 54",pokemon/gourgeist_super/images/sprite_default.png,pokemon/gourgeist_super/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/10032/
10061,floette-eternal,floette_eternal,generation-vi,243,2,9,fairy,"flower-veil, symbiosis","hp: 74, attack: 65, defense: 67, special-attack: 125, special-defense: 128, speed: 92",pokemon/floette_eternal/images/sprite_default.png,pokemon/floette_eternal/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/10061/
10075,diancie-mega,diancie_mega,generation-vi,315,11,278,"rock, fairy",magic-bounce,"hp: 50, attack: 160, defense: 110, special-attack: 160, special-defense: 110, speed: 110",pokemon/diancie_mega/images/sprite_default.png,pokemon/diancie_mega/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/10075/
10086,hoopa-unbound,hoopa_unbound,generation-vi,306,65,4900,"psychic, dark",magician,"hp: 80, attack: 160, defense: 60, special-attack: 170, special-defense: 130, speed: 80",pokemon/hoopa_unbound/images/sprite_default.png,pokemon/hoopa_unbound/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/10086/
10116,greninja-battle-bond,greninja_battle_bond,generation-vi,239,15,400,"water, dark",battle-bond,"hp: 72, attack: 95, defense: 67, special-attack: 103, special-defense: 71, speed: 122",pokemon/greninja_battle_bond/images/sprite_default.png,pokemon/greninja_battle_bond/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/10116/
10117,greninja-ash,greninja_ash,generation-vi,288,15,400,"water, dark",battle-bond,"hp: 72, attack: 145, defense: 67, special-attack: 153, special-defense: 71, speed: 132",pokemon/greninja_ash/images/sprite_default.png,pokemon/greninja_ash/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/10117/
10118,zygarde-10-power-construct,zygarde_10_power_construct,generation-vi,243,12,335,"dragon, ground",power-construct,"hp: 54, attack: 100, defense: 71, special-attack: 61, special-defense: 85, speed: 115",pokemon/zygarde_10_power_construct/images/sprite_default.png,pokemon/zygarde_10_power_construct/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/10118/
10119,zygarde-50-power-construct,zygarde_50_power_construct,generation-vi,300,50,3050,"dragon, ground",power-construct,"hp: 108, attack: 100, defense: 121, special-attack: 81, special-defense: 95, speed: 95",pokemon/zygarde_50_power_construct/images/sprite_default.png,pokemon/zygarde_50_power_construct/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/10119/
10120,zygarde-complete,zygarde_complete,generation-vi,354,45,6100,"dragon, ground",power-construct,"hp: 216, attack: 100, defense: 121, special-attack: 91, special-defense: 95, speed: 85",pokemon/zygarde_complete/images/sprite_default.png,pokemon/zygarde_complete/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/10120/
10181,zygarde-10,zygarde_10,generation-vi,243,12,335,"dragon, ground",aura-break,"hp: 54, attack: 100, defense: 71, special-attack: 61, special-defense: 85, speed: 115",,pokemon/zygarde_10/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/10181/
10241,sliggoo-hisui,sliggoo_hisui,generation-vi,158,7,685,"steel, dragon","sap-sipper, shell-armor, gooey","hp: 58, attack: 75, defense: 83, special-attack: 83, special-defense: 113, speed: 40",pokemon/sliggoo_hisui/images/sprite_default.png,pokemon/sliggoo_hisui/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/10241/
10242,goodra-hisui,goodra_hisui,generation-vi,270,17,3341,"steel, dragon","sap-sipper, shell-armor, gooey","hp: 80, attack: 100, defense: 100, special-attack: 110, special-defense: 150, speed: 60",pokemon/goodra_hisui/images/sprite_default.png,pokemon/goodra_hisui/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/10242/
10243,avalugg-hisui,avalugg_hisui,generation-vi,180,14,2624,"ice, rock","strong-jaw, ice-body, sturdy","hp: 95, attack: 127, defense: 184, special-attack: 34, special-defense: 36, speed: 38",pokemon/avalugg_hisui/images/sprite_default.png,pokemon/avalugg_hisui/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/10243/
