id,name,slug,generation,habitat,shape,color,capture_rate,base_happiness,gender_rate,is_baby,is_legendary,is_mythical,flavor_text_en,sourceUrl
872,snom,snom,generation-viii,,squiggle,white,190,50,4,False,False,False,"It spits out thread imbued with a frigid sort of energy and uses it to tie its body to branches, disguising itself as an icicle while it sleeps.",https://pokeapi.co/api/v2/pokemon-species/872
873,frosmoth,frosmoth,generation-viii,,bug-wings,white,75,50,4,False,False,False,Icy scales fall from its wings like snow as it flies over fields and mountains. The temperature of its wings is less than −290 degrees Fahrenheit.,https://pokeapi.co/api/v2/pokemon-species/873
874,stonjourner,stonjourner,generation-viii,,legs,gray,60,50,4,False,False,False,"It stands in grasslands, watching the sun’s descent from zenith to horizon. This Pokémon has a talent for delivering dynamic kicks.",https://pokeapi.co/api/v2/pokemon-species/874
875,eiscue,eiscue,generation-viii,,upright,blue,60,50,4,False,False,False,It drifted in on the flow of ocean waters from a frigid place. It keeps its head iced constantly to make sure it stays nice and cold.,https://pokeapi.co/api/v2/pokemon-species/875
876,indeedee,indeedee,generation-viii,,upright,purple,30,140,4,False,False,False,"It uses the horns on its head to sense the emotions of others. Males will act as valets for those they serve, looking after their every need.",https://pokeapi.co/api/v2/pokemon-species/876
877,morpeko,morpeko,generation-viii,,humanoid,yellow,180,50,4,False,False,False,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity.",https://pokeapi.co/api/v2/pokemon-species/877
878,cufant,cufant,generation-viii,,quadruped,yellow,190,50,4,False,False,False,"It digs up the ground with its trunk. It’s also very strong, being able to carry loads of over five tons without any problem at all.",https://pokeapi.co/api/v2/pokemon-species/878
879,copperajah,copperajah,generation-viii,,quadruped,green,90,50,4,False,False,False,They came over from another region long ago and worked together with humans. Their green skin is resistant to water.,https://pokeapi.co/api/v2/pokemon-species/879
880,dracozolt,dracozolt,generation-viii,,upright,green,45,50,-1,False,False,False,"In ancient times, it was unbeatable thanks to its powerful lower body, but it went extinct anyway after it depleted all its plant-based food sources.",https://pokeapi.co/api/v2/pokemon-species/880
881,arctozolt,arctozolt,generation-viii,,upright,blue,45,50,-1,False,False,False,The shaking of its freezing upper half is what generates its electricity. It has a hard time walking around.,https://pokeapi.co/api/v2/pokemon-species/881
882,dracovish,dracovish,generation-viii,,legs,green,45,50,-1,False,False,False,Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction.,https://pokeapi.co/api/v2/pokemon-species/882
883,arctovish,arctovish,generation-viii,,fish,blue,45,50,-1,False,False,False,"Though it’s able to capture prey by freezing its surroundings, it has trouble eating the prey afterward because its mouth is on top of its head.",https://pokeapi.co/api/v2/pokemon-species/883
884,duraludon,duraludon,generation-viii,,upright,white,45,50,4,False,False,False,"Its body resembles polished metal, and it’s both lightweight and strong. The only drawback is that it rusts easily.",https://pokeapi.co/api/v2/pokemon-species/884
885,dreepy,dreepy,generation-viii,,squiggle,green,45,50,4,False,False,False,"After being reborn as a ghost Pokémon, Dreepy wanders the areas it used to inhabit back when it was alive in prehistoric seas.",https://pokeapi.co/api/v2/pokemon-species/885
886,drakloak,drakloak,generation-viii,,arms,green,45,50,4,False,False,False,It’s capable of flying faster than 120 mph. It battles alongside Dreepy and dotes on them until they successfully evolve.,https://pokeapi.co/api/v2/pokemon-species/886
887,dragapult,dragapult,generation-viii,,upright,green,45,50,4,False,False,False,"When it isn’t battling, it keeps Dreepy in the holes on its horns. Once a fight starts, it launches the Dreepy like supersonic missiles.",https://pokeapi.co/api/v2/pokemon-species/887
888,zacian,zacian,generation-viii,,quadruped,blue,10,0,-1,False,True,False,"Known as a legendary hero, this Pokémon absorbs metal particles, transforming them into a weapon it uses to battle.",https://pokeapi.co/api/v2/pokemon-species/888
889,zamazenta,zamazenta,generation-viii,,quadruped,red,10,0,-1,False,True,False,"In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle.",https://pokeapi.co/api/v2/pokemon-species/889
890,eternatus,eternatus,generation-viii,,wings,purple,255,0,-1,False,True,False,The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active.,https://pokeapi.co/api/v2/pokemon-species/890
891,kubfu,kubfu,generation-viii,,upright,gray,3,50,1,False,True,False,Kubfu trains hard to perfect its moves. The moves it masters will determine which form it takes when it evolves.,https://pokeapi.co/api/v2/pokemon-species/891
892,urshifu,urshifu,generation-viii,,humanoid,gray,3,50,1,False,True,False,This form of Urshifu is a strong believer in the one-hit KO. Its strategy is to leap in close to foes and land a devastating blow with a hardened fist.,https://pokeapi.co/api/v2/pokemon-species/892
893,zarude,zarude,generation-viii,,upright,green,3,0,-1,False,False,True,"Within dense forests, this Pokémon lives in a pack with others of its kind. It’s incredibly aggressive, and the other Pokémon of the forest fear it.",https://pokeapi.co/api/v2/pokemon-species/893
894,regieleki,regieleki,generation-viii,,humanoid,yellow,3,35,-1,False,True,False,This Pokémon is a cluster of electrical energy. It’s said that removing the rings on Regieleki’s body will unleash the Pokémon’s latent power.,https://pokeapi.co/api/v2/pokemon-species/894
895,regidrago,regidrago,generation-viii,,humanoid,green,3,35,-1,False,True,False,An academic theory proposes that Regidrago’s arms were once the head of an ancient dragon Pokémon. The theory remains unproven.,https://pokeapi.co/api/v2/pokemon-species/895
896,glastrier,glastrier,generation-viii,,quadruped,white,3,35,-1,False,True,False,"Glastrier emits intense cold from its hooves. It’s also a belligerent Pokémon—anything it wants, it takes by force.",https://pokeapi.co/api/v2/pokemon-species/896
897,spectrier,spectrier,generation-viii,,quadruped,black,3,35,-1,False,True,False,It probes its surroundings with all its senses save one—it doesn’t use its sense of sight. Spectrier’s kicks are said to separate soul from body.,https://pokeapi.co/api/v2/pokemon-species/897
898,calyrex,calyrex,generation-viii,,humanoid,green,3,100,-1,False,True,False,"Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore.",https://pokeapi.co/api/v2/pokemon-species/898
899,wyrdeer,wyrdeer,generation-viii,,quadruped,gray,135,50,4,False,False,False,The black orbs shine with an uncanny light when the Pokémon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing.,https://pokeapi.co/api/v2/pokemon-species/899
900,kleavor,kleavor,generation-viii,,bug-wings,brown,115,50,4,False,False,False,"A violent creature that fells towering trees with its crude axes and shields itself with hard stone. If one should chance upon this Pokémon in the wilds, one's only recourse is to flee.",https://pokeapi.co/api/v2/pokemon-species/900
901,ursaluna,ursaluna,generation-viii,,quadruped,brown,75,50,4,False,False,False,I believe it was Hisui's swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.,https://pokeapi.co/api/v2/pokemon-species/901
902,basculegion,basculegion,generation-viii,,fish,green,135,50,4,False,False,False,Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui's rivers is Basculegion's equal.,https://pokeapi.co/api/v2/pokemon-species/902
903,sneasler,sneasler,generation-viii,,upright,gray,135,50,4,False,False,False,"Because of Sneasler's virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs.",https://pokeapi.co/api/v2/pokemon-species/903
904,overqwil,overqwil,generation-viii,,fish,black,135,50,4,False,False,False,Its lancelike spikes and savage temperament have earned it the nickname ”sea fiend.” It slurps up poison to nourish itself.,https://pokeapi.co/api/v2/pokemon-species/904
905,enamorus,enamorus,generation-viii,,arms,pink,3,50,8,False,True,False,"When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon's love gives rise to the budding of fresh life across Hisui.",https://pokeapi.co/api/v2/pokemon-species/905
