id,name,slug,type,power,accuracy,pp,priority,damage_class,target,generation,effect,short_effect,sourceUrl
395,force-palm,force_palm,fighting,60,100,10,0,physical,selected-pokemon,generation-iv,Inflicts regular damage.  Has a 30% chance to paralyze the target.,Has a 30% chance to paralyze the target.,https://pokeapi.co/api/v2/move/395/
396,aura-sphere,aura_sphere,fighting,80,None,20,0,special,selected-pokemon,generation-iv,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,Never misses.,https://pokeapi.co/api/v2/move/396/
397,rock-polish,rock_polish,rock,None,None,20,0,status,user,generation-iv,Raises the user’s Speed by two stages.,Raises the user’s Speed by two stages.,https://pokeapi.co/api/v2/move/397/
398,poison-jab,poison_jab,poison,80,100,20,0,physical,selected-pokemon,generation-iv,Inflicts regular damage.  Has a 30% chance to poison the target.,Has a 30% chance to poison the target.,https://pokeapi.co/api/v2/move/398/
399,dark-pulse,dark_pulse,dark,80,100,15,0,special,selected-pokemon,generation-iv,Inflicts regular damage.  Has a 20% chance to make the target flinch.,Has a 20% chance to make the target flinch.,https://pokeapi.co/api/v2/move/399/
400,night-slash,night_slash,dark,70,100,15,0,physical,selected-pokemon,generation-iv,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has an increased chance for a critical hit.,https://pokeapi.co/api/v2/move/400/
401,aqua-tail,aqua_tail,water,90,90,10,0,physical,selected-pokemon,generation-iv,Inflicts regular damage.,Inflicts regular damage with no additional effect.,https://pokeapi.co/api/v2/move/401/
402,seed-bomb,seed_bomb,grass,80,100,15,0,physical,selected-pokemon,generation-iv,Inflicts regular damage.,Inflicts regular damage with no additional effect.,https://pokeapi.co/api/v2/move/402/
403,air-slash,air_slash,flying,75,95,15,0,special,selected-pokemon,generation-iv,Inflicts regular damage.  Has a 30% chance to make the target flinch.,Has a 30% chance to make the target flinch.,https://pokeapi.co/api/v2/move/403/
404,x-scissor,x_scissor,bug,80,100,15,0,physical,selected-pokemon,generation-iv,Inflicts regular damage.,Inflicts regular damage with no additional effect.,https://pokeapi.co/api/v2/move/404/
405,bug-buzz,bug_buzz,bug,90,100,10,0,special,selected-pokemon,generation-iv,Inflicts regular damage.  Has a 10% chance to lower the target’s Special Defense by one stage.,Has a 10% chance to lower the target’s Special Defense by one stage.,https://pokeapi.co/api/v2/move/405/
406,dragon-pulse,dragon_pulse,dragon,85,100,10,0,special,selected-pokemon,generation-iv,Inflicts regular damage.,Inflicts regular damage with no additional effect.,https://pokeapi.co/api/v2/move/406/
407,dragon-rush,dragon_rush,dragon,100,75,10,0,physical,selected-pokemon,generation-iv,Inflicts regular damage.  Has a 20% chance to make the target flinch.,Has a 20% chance to make the target flinch.,https://pokeapi.co/api/v2/move/407/
408,power-gem,power_gem,rock,80,100,20,0,special,selected-pokemon,generation-iv,Inflicts regular damage.,Inflicts regular damage with no additional effect.,https://pokeapi.co/api/v2/move/408/
409,drain-punch,drain_punch,fighting,75,100,10,0,physical,selected-pokemon,generation-iv,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,Drains half the damage inflicted to heal the user.,https://pokeapi.co/api/v2/move/409/
410,vacuum-wave,vacuum_wave,fighting,40,100,30,1,special,selected-pokemon,generation-iv,Inflicts regular damage.,Inflicts regular damage with no additional effect.,https://pokeapi.co/api/v2/move/410/
411,focus-blast,focus_blast,fighting,120,70,5,0,special,selected-pokemon,generation-iv,Inflicts regular damage.  Has a 10% chance to lower the target’s Special Defense by one stage.,Has a 10% chance to lower the target’s Special Defense by one stage.,https://pokeapi.co/api/v2/move/411/
412,energy-ball,energy_ball,grass,90,100,10,0,special,selected-pokemon,generation-iv,Inflicts regular damage.  Has a 10% chance to lower the target’s Special Defense by one stage.,Has a 10% chance to lower the target’s Special Defense by one stage.,https://pokeapi.co/api/v2/move/412/
413,brave-bird,brave_bird,flying,120,100,15,0,physical,selected-pokemon,generation-iv,Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.,User receives 1/3 the damage inflicted in recoil.,https://pokeapi.co/api/v2/move/413/
414,earth-power,earth_power,ground,90,100,10,0,special,selected-pokemon,generation-iv,Inflicts regular damage.  Has a 10% chance to lower the target’s Special Defense by one stage.,Has a 10% chance to lower the target’s Special Defense by one stage.,https://pokeapi.co/api/v2/move/414/
415,switcheroo,switcheroo,dark,None,100,10,0,status,selected-pokemon,generation-iv,"User and target permanently swap held items.  Works even if one of the Pokémon isn’t holding anything.  If either Pokémon is holding mail, this move will fail.

If either Pokémon has multitype or sticky hold, this move will fail.

If this move results in a Pokémon obtaining choice band, choice scarf, or choice specs, and that Pokémon was the latter of the pair to move this turn, then the move it used this turn becomes its chosen forced move.  This applies even if both Pokémon had a choice item before this move was used.  If the first of the two Pokémon gains a choice item, it may select whatever choice move it wishes next turn.

Neither the user nor the target can recover its item with recycle.

This move cannot be selected by assist or metronome.",User and target swap items.,https://pokeapi.co/api/v2/move/415/
416,giga-impact,giga_impact,normal,150,90,5,0,physical,selected-pokemon,generation-iv,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",User foregoes its next turn to recharge.,https://pokeapi.co/api/v2/move/416/
417,nasty-plot,nasty_plot,dark,None,None,20,0,status,user,generation-iv,Raises the user’s Special Attack by two stages.,Raises the user’s Special Attack by two stages.,https://pokeapi.co/api/v2/move/417/
418,bullet-punch,bullet_punch,steel,40,100,30,1,physical,selected-pokemon,generation-iv,Inflicts regular damage.,Inflicts regular damage with no additional effect.,https://pokeapi.co/api/v2/move/418/
419,avalanche,avalanche,ice,60,100,10,-4,physical,selected-pokemon,generation-iv,"Inflicts regular damage.  If the target damaged the user this turn and was the last to do so, this move has double power.

pain split does not count as damaging the user.",Inflicts double damage if the user takes damage before attacking this turn.,https://pokeapi.co/api/v2/move/419/
420,ice-shard,ice_shard,ice,40,100,30,1,physical,selected-pokemon,generation-iv,Inflicts regular damage.,Inflicts regular damage with no additional effect.,https://pokeapi.co/api/v2/move/420/
421,shadow-claw,shadow_claw,ghost,70,100,15,0,physical,selected-pokemon,generation-iv,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has an increased chance for a critical hit.,https://pokeapi.co/api/v2/move/421/
422,thunder-fang,thunder_fang,electric,65,95,15,0,physical,selected-pokemon,generation-iv,Inflicts regular damage.  Has a 10% chance to paralyze the target and a separate 10% chance to make the target flinch.,Has a 10% chance to paralyze the target and a 10% chance to make the target flinch.,https://pokeapi.co/api/v2/move/422/
423,ice-fang,ice_fang,ice,65,95,15,0,physical,selected-pokemon,generation-iv,Inflicts regular damage.  Has a 10% chance to freeze the target and a separate 10% chance to make the target flinch.,Has a 10% chance to freeze the target and a 10% chance to make the target flinch.,https://pokeapi.co/api/v2/move/423/
424,fire-fang,fire_fang,fire,65,95,15,0,physical,selected-pokemon,generation-iv,Inflicts regular damage.  Has a 10% chance to burn the target and a separate 10% chance to make the target flinch.,Has a 10% chance to burn the target and a 10% chance to make the target flinch.,https://pokeapi.co/api/v2/move/424/
425,shadow-sneak,shadow_sneak,ghost,40,100,30,1,physical,selected-pokemon,generation-iv,Inflicts regular damage.,Inflicts regular damage with no additional effect.,https://pokeapi.co/api/v2/move/425/
426,mud-bomb,mud_bomb,ground,65,85,10,0,special,selected-pokemon,generation-iv,Inflicts regular damage.  Has a 30% chance to lower the target’s accuracy by one stage.,Has a 30% chance to lower the target’s accuracy by one stage.,https://pokeapi.co/api/v2/move/426/
427,psycho-cut,psycho_cut,psychic,70,100,20,0,physical,selected-pokemon,generation-iv,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has an increased chance for a critical hit.,https://pokeapi.co/api/v2/move/427/
428,zen-headbutt,zen_headbutt,psychic,80,90,15,0,physical,selected-pokemon,generation-iv,Inflicts regular damage.  Has a 20% chance to make the target flinch.,Has a 20% chance to make the target flinch.,https://pokeapi.co/api/v2/move/428/
429,mirror-shot,mirror_shot,steel,65,85,10,0,special,selected-pokemon,generation-iv,Inflicts regular damage.  Has a 30% chance to lower the target’s accuracy by one stage.,Has a 30% chance to lower the target’s accuracy by one stage.,https://pokeapi.co/api/v2/move/429/
430,flash-cannon,flash_cannon,steel,80,100,10,0,special,selected-pokemon,generation-iv,Inflicts regular damage.  Has a 10% chance to lower the target’s Special Defense by one stage.,Has a 10% chance to lower the target’s Special Defense by one stage.,https://pokeapi.co/api/v2/move/430/
431,rock-climb,rock_climb,normal,90,85,20,0,physical,selected-pokemon,generation-iv,Inflicts regular damage.  Has a 20% chance to confuse the target.,Has a 20% chance to confuse the target.,https://pokeapi.co/api/v2/move/431/
432,defog,defog,flying,None,None,15,0,status,selected-pokemon,generation-iv,"Lowers the target’s evasion by one stage.  Clears away fog.  Removes the effects of mist, light screen, reflect, safeguard, spikes, stealth rock, and toxic spikes from the target’s side of the field.

If the target is protected by mist, it will prevent the evasion change, then be removed by this move.",Lowers the target’s evasion by one stage.  Removes field effects from the enemy field.,https://pokeapi.co/api/v2/move/432/
433,trick-room,trick_room,psychic,None,None,5,-7,status,entire-field,generation-iv,"For five turns (including this one), slower Pokémon will act before faster Pokémon.  Move priority is not affected.  Using this move when its effect is already active will end the effect.

Pokémon holding full incense, lagging tail, or quick claw and Pokémon with stall ignore this effect.","For five turns, slower Pokémon will act before faster Pokémon.",https://pokeapi.co/api/v2/move/433/
434,draco-meteor,draco_meteor,dragon,130,90,5,0,special,selected-pokemon,generation-iv,"Inflicts regular damage, then lowers the user’s Special Attack by two stages.",Lowers the user’s Special Attack by two stages after inflicting damage.,https://pokeapi.co/api/v2/move/434/
435,discharge,discharge,electric,80,100,15,0,special,all-other-pokemon,generation-iv,Inflicts regular damage.  Has a 30% chance to paralyze the target.,Has a 30% chance to paralyze the target.,https://pokeapi.co/api/v2/move/435/
436,lava-plume,lava_plume,fire,80,100,15,0,special,all-other-pokemon,generation-iv,Inflicts regular damage.  Has a 30% chance to burn the target.,Has a 30% chance to burn the target.,https://pokeapi.co/api/v2/move/436/
437,leaf-storm,leaf_storm,grass,130,90,5,0,special,selected-pokemon,generation-iv,"Inflicts regular damage, then lowers the user’s Special Attack by two stages.",Lowers the user’s Special Attack by two stages after inflicting damage.,https://pokeapi.co/api/v2/move/437/
438,power-whip,power_whip,grass,120,85,10,0,physical,selected-pokemon,generation-iv,Inflicts regular damage.,Inflicts regular damage with no additional effect.,https://pokeapi.co/api/v2/move/438/
439,rock-wrecker,rock_wrecker,rock,150,90,5,0,physical,selected-pokemon,generation-iv,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",User foregoes its next turn to recharge.,https://pokeapi.co/api/v2/move/439/
440,cross-poison,cross_poison,poison,70,100,20,0,physical,selected-pokemon,generation-iv,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move. Has a 10% chance to poison the target.,Has an increased chance for a critical hit and a 10% chance to poison the target.,https://pokeapi.co/api/v2/move/440/
441,gunk-shot,gunk_shot,poison,120,80,5,0,physical,selected-pokemon,generation-iv,Inflicts regular damage.  Has a 30% chance to poison the target.,Has a 30% chance to poison the target.,https://pokeapi.co/api/v2/move/441/
442,iron-head,iron_head,steel,80,100,15,0,physical,selected-pokemon,generation-iv,Inflicts regular damage.  Has a 30% chance to make the target flinch.,Has a 30% chance to make the target flinch.,https://pokeapi.co/api/v2/move/442/
443,magnet-bomb,magnet_bomb,steel,60,None,20,0,physical,selected-pokemon,generation-iv,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,Never misses.,https://pokeapi.co/api/v2/move/443/
444,stone-edge,stone_edge,rock,100,80,5,0,physical,selected-pokemon,generation-iv,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has an increased chance for a critical hit.,https://pokeapi.co/api/v2/move/444/
445,captivate,captivate,normal,None,100,20,0,status,all-opponents,generation-iv,"Lowers the target’s Special Attack by two stages.  If the user and target are the same gender, or either is genderless, this move will fail.",Lowers the target’s Special Attack by two stages if it’s the opposite gender.,https://pokeapi.co/api/v2/move/445/
446,stealth-rock,stealth_rock,rock,None,None,20,0,status,opponents-field,generation-iv,"Spreads sharp rocks around the opposing field, damaging any Pokémon that enters the field for 1/8 its max HP.  This damage is affected by the entering Pokémon’s susceptibility to rock moves.

rapid spin removes this effect from its user’s side of the field.",Causes damage when opposing Pokémon switch in.,https://pokeapi.co/api/v2/move/446/
447,grass-knot,grass_knot,grass,None,100,20,0,special,selected-pokemon,generation-iv,"Inflicts regular damage.  Power increases with the target’s weight in kilograms, to a maximum of 120.

Target’s weight | Power
--------------- | ----:
Up to 10kg      |    20
Up to 25kg      |    40
Up to 50kg      |    60
Up to 100kg     |    80
Up to 200kg     |   100
Above 200kg     |   120
","Inflicts more damage to heavier targets, with a maximum of 120 power.",https://pokeapi.co/api/v2/move/447/
448,chatter,chatter,flying,65,100,20,0,special,selected-pokemon,generation-iv,"Inflicts regular damage.  Has either a 1%, 11%, or 31% chance to confuse the target, based on the volume of the recording made for this move; louder recordings increase the chance of confusion.  If the user is not a chatot, this move will not cause confusion.

This move cannot be copied by mimic, mirror move, or sketch, nor selected by assist, metronome, or sleep talk.",Has a higher chance to confuse the target when the recorded sound is louder.,https://pokeapi.co/api/v2/move/448/
449,judgment,judgment,normal,100,100,10,0,special,selected-pokemon,generation-iv,"Inflicts regular damage.  If the user is holding a plate or a drive, this move’s type is the type corresponding to that item.

Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.","If the user is holding a appropriate plate or drive, the damage inflicted will match it.",https://pokeapi.co/api/v2/move/449/
450,bug-bite,bug_bite,bug,60,100,20,0,physical,selected-pokemon,generation-iv,"Inflicts regular damage.  If the target is holding a berry, this move has double power, and the user takes the berry and uses it immediately.

If the target is holding a jaboca berry or rowap berry, the berry is still removed, but has no effect.

If this move is super effective and the target is holding a berry that can reduce this move’s damage, it will do so, and will not be stolen.","If target has a berry, inflicts double damage and uses the berry.",https://pokeapi.co/api/v2/move/450/
451,charge-beam,charge_beam,electric,50,90,10,0,special,selected-pokemon,generation-iv,Inflicts regular damage.  Has a 70% chance to raise the user’s Special Attack by one stage.,Has a 70% chance to raise the user’s Special Attack by one stage.,https://pokeapi.co/api/v2/move/451/
452,wood-hammer,wood_hammer,grass,120,100,15,0,physical,selected-pokemon,generation-iv,Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.,User receives 1/3 the damage inflicted in recoil.,https://pokeapi.co/api/v2/move/452/
453,aqua-jet,aqua_jet,water,40,100,20,1,physical,selected-pokemon,generation-iv,Inflicts regular damage.,Inflicts regular damage with no additional effect.,https://pokeapi.co/api/v2/move/453/
454,attack-order,attack_order,bug,90,100,15,0,physical,selected-pokemon,generation-iv,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has an increased chance for a critical hit.,https://pokeapi.co/api/v2/move/454/
455,defend-order,defend_order,bug,None,None,10,0,status,user,generation-iv,Raises the user’s Defense and Special Defense by one stage.,Raises the user’s Defense and Special Defense by one stage.,https://pokeapi.co/api/v2/move/455/
456,heal-order,heal_order,bug,None,None,10,0,status,user,generation-iv,Heals the user for half its max HP.,Heals the user by half its max HP.,https://pokeapi.co/api/v2/move/456/
457,head-smash,head_smash,rock,150,80,5,0,physical,selected-pokemon,generation-iv,Inflicts regular damage.  User takes 1/2 the damage it inflicts in recoil.,User receives 1/2 the damage inflicted in recoil.,https://pokeapi.co/api/v2/move/457/
