id,name,slug,generation,base_experience,height,weight,types,abilities,stats,sprite_default,sprite_shiny,sourceUrl
11,metapod,metapod,generation-i,72,7,99,bug,shed-skin,"hp: 50, attack: 20, defense: 55, special-attack: 25, special-defense: 25, speed: 30",pokemon/metapod/images/sprite_default.png,pokemon/metapod/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/11/
12,butterfree,butterfree,generation-i,178,11,320,"bug, flying","compound-eyes, tinted-lens","hp: 60, attack: 45, defense: 50, special-attack: 90, special-defense: 80, speed: 70",pokemon/butterfree/images/sprite_default.png,pokemon/butterfree/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/12/
13,weedle,weedle,generation-i,39,3,32,"bug, poison","shield-dust, run-away","hp: 40, attack: 35, defense: 30, special-attack: 20, special-defense: 20, speed: 50",pokemon/weedle/images/sprite_default.png,pokemon/weedle/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/13/
14,kakuna,kakuna,generation-i,72,6,100,"bug, poison",shed-skin,"hp: 45, attack: 25, defense: 50, special-attack: 25, special-defense: 25, speed: 35",pokemon/kakuna/images/sprite_default.png,pokemon/kakuna/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/14/
15,beedrill,beedrill,generation-i,178,10,295,"bug, poison","swarm, sniper","hp: 65, attack: 90, defense: 40, special-attack: 45, special-defense: 80, speed: 75",pokemon/beedrill/images/sprite_default.png,pokemon/beedrill/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/15/
16,pidgey,pidgey,generation-i,50,3,18,"normal, flying","keen-eye, tangled-feet, big-pecks","hp: 40, attack: 45, defense: 40, special-attack: 35, special-defense: 35, speed: 56",pokemon/pidgey/images/sprite_default.png,pokemon/pidgey/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/16/
17,pidgeotto,pidgeotto,generation-i,122,11,300,"normal, flying","keen-eye, tangled-feet, big-pecks","hp: 63, attack: 60, defense: 55, special-attack: 50, special-defense: 50, speed: 71",pokemon/pidgeotto/images/sprite_default.png,pokemon/pidgeotto/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/17/
18,pidgeot,pidgeot,generation-i,216,15,395,"normal, flying","keen-eye, tangled-feet, big-pecks","hp: 83, attack: 80, defense: 75, special-attack: 70, special-defense: 70, speed: 101",pokemon/pidgeot/images/sprite_default.png,pokemon/pidgeot/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/18/
19,rattata,rattata,generation-i,51,3,35,normal,"run-away, guts, hustle","hp: 30, attack: 56, defense: 35, special-attack: 25, special-defense: 35, speed: 72",pokemon/rattata/images/sprite_default.png,pokemon/rattata/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/19/
20,raticate,raticate,generation-i,145,7,185,normal,"run-away, guts, hustle","hp: 55, attack: 81, defense: 60, special-attack: 50, special-defense: 70, speed: 97",pokemon/raticate/images/sprite_default.png,pokemon/raticate/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/20/
21,spearow,spearow,generation-i,52,3,20,"normal, flying","keen-eye, sniper","hp: 40, attack: 60, defense: 30, special-attack: 31, special-defense: 31, speed: 70",pokemon/spearow/images/sprite_default.png,pokemon/spearow/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/21/
22,fearow,fearow,generation-i,155,12,380,"normal, flying","keen-eye, sniper","hp: 65, attack: 90, defense: 65, special-attack: 61, special-defense: 61, speed: 100",pokemon/fearow/images/sprite_default.png,pokemon/fearow/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/22/
23,ekans,ekans,generation-i,58,20,69,poison,"intimidate, shed-skin, unnerve","hp: 35, attack: 60, defense: 44, special-attack: 40, special-defense: 54, speed: 55",pokemon/ekans/images/sprite_default.png,pokemon/ekans/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/23/
24,arbok,arbok,generation-i,157,35,650,poison,"intimidate, shed-skin, unnerve","hp: 60, attack: 95, defense: 69, special-attack: 65, special-defense: 79, speed: 80",pokemon/arbok/images/sprite_default.png,pokemon/arbok/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/24/
25,pikachu,pikachu,generation-i,112,4,60,electric,"static, lightning-rod","hp: 35, attack: 55, defense: 40, special-attack: 50, special-defense: 50, speed: 90",pokemon/pikachu/images/sprite_default.png,pokemon/pikachu/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/25/
26,raichu,raichu,generation-i,218,8,300,electric,"static, lightning-rod","hp: 60, attack: 90, defense: 55, special-attack: 90, special-defense: 80, speed: 110",pokemon/raichu/images/sprite_default.png,pokemon/raichu/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/26/
27,sandshrew,sandshrew,generation-i,60,6,120,ground,"sand-veil, sand-rush","hp: 50, attack: 75, defense: 85, special-attack: 20, special-defense: 30, speed: 40",pokemon/sandshrew/images/sprite_default.png,pokemon/sandshrew/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/27/
28,sandslash,sandslash,generation-i,158,10,295,ground,"sand-veil, sand-rush","hp: 75, attack: 100, defense: 110, special-attack: 45, special-defense: 55, speed: 65",pokemon/sandslash/images/sprite_default.png,pokemon/sandslash/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/28/
29,nidoran-f,nidoran_f,generation-i,55,4,70,poison,"poison-point, rivalry, hustle","hp: 55, attack: 47, defense: 52, special-attack: 40, special-defense: 40, speed: 41",pokemon/nidoran_f/images/sprite_default.png,pokemon/nidoran_f/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/29/
30,nidorina,nidorina,generation-i,128,8,200,poison,"poison-point, rivalry, hustle","hp: 70, attack: 62, defense: 67, special-attack: 55, special-defense: 55, speed: 56",pokemon/nidorina/images/sprite_default.png,pokemon/nidorina/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/30/
31,nidoqueen,nidoqueen,generation-i,227,13,600,"poison, ground","poison-point, rivalry, sheer-force","hp: 90, attack: 92, defense: 87, special-attack: 75, special-defense: 85, speed: 76",pokemon/nidoqueen/images/sprite_default.png,pokemon/nidoqueen/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/31/
32,nidoran-m,nidoran_m,generation-i,55,5,90,poison,"poison-point, rivalry, hustle","hp: 46, attack: 57, defense: 40, special-attack: 40, special-defense: 40, speed: 50",pokemon/nidoran_m/images/sprite_default.png,pokemon/nidoran_m/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/32/
33,nidorino,nidorino,generation-i,128,9,195,poison,"poison-point, rivalry, hustle","hp: 61, attack: 72, defense: 57, special-attack: 55, special-defense: 55, speed: 65",pokemon/nidorino/images/sprite_default.png,pokemon/nidorino/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/33/
34,nidoking,nidoking,generation-i,227,14,620,"poison, ground","poison-point, rivalry, sheer-force","hp: 81, attack: 102, defense: 77, special-attack: 85, special-defense: 75, speed: 85",pokemon/nidoking/images/sprite_default.png,pokemon/nidoking/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/34/
35,clefairy,clefairy,generation-i,113,6,75,fairy,"cute-charm, magic-guard, friend-guard","hp: 70, attack: 45, defense: 48, special-attack: 60, special-defense: 65, speed: 35",pokemon/clefairy/images/sprite_default.png,pokemon/clefairy/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/35/
36,clefable,clefable,generation-i,217,13,400,fairy,"cute-charm, magic-guard, unaware","hp: 95, attack: 70, defense: 73, special-attack: 95, special-defense: 90, speed: 60",pokemon/clefable/images/sprite_default.png,pokemon/clefable/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/36/
37,vulpix,vulpix,generation-i,60,6,99,fire,"flash-fire, drought","hp: 38, attack: 41, defense: 40, special-attack: 50, special-defense: 65, speed: 65",pokemon/vulpix/images/sprite_default.png,pokemon/vulpix/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/37/
38,ninetales,ninetales,generation-i,177,11,199,fire,"flash-fire, drought","hp: 73, attack: 76, defense: 75, special-attack: 81, special-defense: 100, speed: 100",pokemon/ninetales/images/sprite_default.png,pokemon/ninetales/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/38/
39,jigglypuff,jigglypuff,generation-i,95,5,55,"normal, fairy","cute-charm, competitive, friend-guard","hp: 115, attack: 45, defense: 20, special-attack: 45, special-defense: 25, speed: 20",pokemon/jigglypuff/images/sprite_default.png,pokemon/jigglypuff/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/39/
40,wigglytuff,wigglytuff,generation-i,196,10,120,"normal, fairy","cute-charm, competitive, frisk","hp: 140, attack: 70, defense: 45, special-attack: 85, special-defense: 50, speed: 45",pokemon/wigglytuff/images/sprite_default.png,pokemon/wigglytuff/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/40/
41,zubat,zubat,generation-i,49,8,75,"poison, flying","inner-focus, infiltrator","hp: 40, attack: 45, defense: 35, special-attack: 30, special-defense: 40, speed: 55",pokemon/zubat/images/sprite_default.png,pokemon/zubat/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/41/
42,golbat,golbat,generation-i,159,16,550,"poison, flying","inner-focus, infiltrator","hp: 75, attack: 80, defense: 70, special-attack: 65, special-defense: 75, speed: 90",pokemon/golbat/images/sprite_default.png,pokemon/golbat/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/42/
43,oddish,oddish,generation-i,64,5,54,"grass, poison","chlorophyll, run-away","hp: 45, attack: 50, defense: 55, special-attack: 75, special-defense: 65, speed: 30",pokemon/oddish/images/sprite_default.png,pokemon/oddish/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/43/
44,gloom,gloom,generation-i,138,8,86,"grass, poison","chlorophyll, stench","hp: 60, attack: 65, defense: 70, special-attack: 85, special-defense: 75, speed: 40",pokemon/gloom/images/sprite_default.png,pokemon/gloom/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/44/
45,vileplume,vileplume,generation-i,221,12,186,"grass, poison","chlorophyll, effect-spore","hp: 75, attack: 80, defense: 85, special-attack: 110, special-defense: 90, speed: 50",pokemon/vileplume/images/sprite_default.png,pokemon/vileplume/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/45/
46,paras,paras,generation-i,57,3,54,"bug, grass","effect-spore, dry-skin, damp","hp: 35, attack: 70, defense: 55, special-attack: 45, special-defense: 55, speed: 25",pokemon/paras/images/sprite_default.png,pokemon/paras/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/46/
47,parasect,parasect,generation-i,142,10,295,"bug, grass","effect-spore, dry-skin, damp","hp: 60, attack: 95, defense: 80, special-attack: 60, special-defense: 80, speed: 30",pokemon/parasect/images/sprite_default.png,pokemon/parasect/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/47/
48,venonat,venonat,generation-i,61,10,300,"bug, poison","compound-eyes, tinted-lens, run-away","hp: 60, attack: 55, defense: 50, special-attack: 40, special-defense: 55, speed: 45",pokemon/venonat/images/sprite_default.png,pokemon/venonat/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/48/
49,venomoth,venomoth,generation-i,158,15,125,"bug, poison","shield-dust, tinted-lens, wonder-skin","hp: 70, attack: 65, defense: 60, special-attack: 90, special-defense: 75, speed: 90",pokemon/venomoth/images/sprite_default.png,pokemon/venomoth/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/49/
50,diglett,diglett,generation-i,53,2,8,ground,"sand-veil, arena-trap, sand-force","hp: 10, attack: 55, defense: 25, special-attack: 35, special-defense: 45, speed: 95",pokemon/diglett/images/sprite_default.png,pokemon/diglett/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/50/
51,dugtrio,dugtrio,generation-i,149,7,333,ground,"sand-veil, arena-trap, sand-force","hp: 35, attack: 100, defense: 50, special-attack: 50, special-defense: 70, speed: 120",pokemon/dugtrio/images/sprite_default.png,pokemon/dugtrio/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/51/
52,meowth,meowth,generation-i,58,4,42,normal,"pickup, technician, unnerve","hp: 40, attack: 45, defense: 35, special-attack: 40, special-defense: 40, speed: 90",pokemon/meowth/images/sprite_default.png,pokemon/meowth/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/52/
53,persian,persian,generation-i,154,10,320,normal,"limber, technician, unnerve","hp: 65, attack: 70, defense: 60, special-attack: 65, special-defense: 65, speed: 115",pokemon/persian/images/sprite_default.png,pokemon/persian/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/53/
54,psyduck,psyduck,generation-i,64,8,196,water,"damp, cloud-nine, swift-swim","hp: 50, attack: 52, defense: 48, special-attack: 65, special-defense: 50, speed: 55",pokemon/psyduck/images/sprite_default.png,pokemon/psyduck/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/54/
55,golduck,golduck,generation-i,175,17,766,water,"damp, cloud-nine, swift-swim","hp: 80, attack: 82, defense: 78, special-attack: 95, special-defense: 80, speed: 85",pokemon/golduck/images/sprite_default.png,pokemon/golduck/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/55/
56,mankey,mankey,generation-i,61,5,280,fighting,"vital-spirit, anger-point, defiant","hp: 40, attack: 80, defense: 35, special-attack: 35, special-defense: 45, speed: 70",pokemon/mankey/images/sprite_default.png,pokemon/mankey/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/56/
57,primeape,primeape,generation-i,159,10,320,fighting,"vital-spirit, anger-point, defiant","hp: 65, attack: 105, defense: 60, special-attack: 60, special-defense: 70, speed: 95",pokemon/primeape/images/sprite_default.png,pokemon/primeape/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/57/
58,growlithe,growlithe,generation-i,70,7,190,fire,"intimidate, flash-fire, justified","hp: 55, attack: 70, defense: 45, special-attack: 70, special-defense: 50, speed: 60",pokemon/growlithe/images/sprite_default.png,pokemon/growlithe/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/58/
59,arcanine,arcanine,generation-i,194,19,1550,fire,"intimidate, flash-fire, justified","hp: 90, attack: 110, defense: 80, special-attack: 100, special-defense: 80, speed: 95",pokemon/arcanine/images/sprite_default.png,pokemon/arcanine/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/59/
60,poliwag,poliwag,generation-i,60,6,124,water,"water-absorb, damp, swift-swim","hp: 40, attack: 50, defense: 40, special-attack: 40, special-defense: 40, speed: 90",pokemon/poliwag/images/sprite_default.png,pokemon/poliwag/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/60/
61,poliwhirl,poliwhirl,generation-i,135,10,200,water,"water-absorb, damp, swift-swim","hp: 65, attack: 65, defense: 65, special-attack: 50, special-defense: 50, speed: 90",pokemon/poliwhirl/images/sprite_default.png,pokemon/poliwhirl/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/61/
62,poliwrath,poliwrath,generation-i,230,13,540,"water, fighting","water-absorb, damp, swift-swim","hp: 90, attack: 95, defense: 95, special-attack: 70, special-defense: 90, speed: 70",pokemon/poliwrath/images/sprite_default.png,pokemon/poliwrath/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/62/
63,abra,abra,generation-i,62,9,195,psychic,"synchronize, inner-focus, magic-guard","hp: 25, attack: 20, defense: 15, special-attack: 105, special-defense: 55, speed: 90",pokemon/abra/images/sprite_default.png,pokemon/abra/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/63/
64,kadabra,kadabra,generation-i,140,13,565,psychic,"synchronize, inner-focus, magic-guard","hp: 40, attack: 35, defense: 30, special-attack: 120, special-defense: 70, speed: 105",pokemon/kadabra/images/sprite_default.png,pokemon/kadabra/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/64/
65,alakazam,alakazam,generation-i,225,15,480,psychic,"synchronize, inner-focus, magic-guard","hp: 55, attack: 50, defense: 45, special-attack: 135, special-defense: 95, speed: 120",pokemon/alakazam/images/sprite_default.png,pokemon/alakazam/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/65/
66,machop,machop,generation-i,61,8,195,fighting,"guts, no-guard, steadfast","hp: 70, attack: 80, defense: 50, special-attack: 35, special-defense: 35, speed: 35",pokemon/machop/images/sprite_default.png,pokemon/machop/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/66/
67,machoke,machoke,generation-i,142,15,705,fighting,"guts, no-guard, steadfast","hp: 80, attack: 100, defense: 70, special-attack: 50, special-defense: 60, speed: 45",pokemon/machoke/images/sprite_default.png,pokemon/machoke/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/67/
68,machamp,machamp,generation-i,227,16,1300,fighting,"guts, no-guard, steadfast","hp: 90, attack: 130, defense: 80, special-attack: 65, special-defense: 85, speed: 55",pokemon/machamp/images/sprite_default.png,pokemon/machamp/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/68/
69,bellsprout,bellsprout,generation-i,60,7,40,"grass, poison","chlorophyll, gluttony","hp: 50, attack: 75, defense: 35, special-attack: 70, special-defense: 30, speed: 40",pokemon/bellsprout/images/sprite_default.png,pokemon/bellsprout/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/69/
70,weepinbell,weepinbell,generation-i,137,10,64,"grass, poison","chlorophyll, gluttony","hp: 65, attack: 90, defense: 50, special-attack: 85, special-defense: 45, speed: 55",pokemon/weepinbell/images/sprite_default.png,pokemon/weepinbell/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/70/
71,victreebel,victreebel,generation-i,221,17,155,"grass, poison","chlorophyll, gluttony","hp: 80, attack: 105, defense: 65, special-attack: 100, special-defense: 70, speed: 70",pokemon/victreebel/images/sprite_default.png,pokemon/victreebel/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/71/
72,tentacool,tentacool,generation-i,67,9,455,"water, poison","clear-body, liquid-ooze, rain-dish","hp: 40, attack: 40, defense: 35, special-attack: 50, special-defense: 100, speed: 70",pokemon/tentacool/images/sprite_default.png,pokemon/tentacool/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/72/
73,tentacruel,tentacruel,generation-i,180,16,550,"water, poison","clear-body, liquid-ooze, rain-dish","hp: 80, attack: 70, defense: 65, special-attack: 80, special-defense: 120, speed: 100",pokemon/tentacruel/images/sprite_default.png,pokemon/tentacruel/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/73/
74,geodude,geodude,generation-i,60,4,200,"rock, ground","rock-head, sturdy, sand-veil","hp: 40, attack: 80, defense: 100, special-attack: 30, special-defense: 30, speed: 20",pokemon/geodude/images/sprite_default.png,pokemon/geodude/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/74/
75,graveler,graveler,generation-i,137,10,1050,"rock, ground","rock-head, sturdy, sand-veil","hp: 55, attack: 95, defense: 115, special-attack: 45, special-defense: 45, speed: 35",pokemon/graveler/images/sprite_default.png,pokemon/graveler/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/75/
76,golem,golem,generation-i,223,14,3000,"rock, ground","rock-head, sturdy, sand-veil","hp: 80, attack: 120, defense: 130, special-attack: 55, special-defense: 65, speed: 45",pokemon/golem/images/sprite_default.png,pokemon/golem/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/76/
77,ponyta,ponyta,generation-i,82,10,300,fire,"run-away, flash-fire, flame-body","hp: 50, attack: 85, defense: 55, special-attack: 65, special-defense: 65, speed: 90",pokemon/ponyta/images/sprite_default.png,pokemon/ponyta/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/77/
78,rapidash,rapidash,generation-i,175,17,950,fire,"run-away, flash-fire, flame-body","hp: 65, attack: 100, defense: 70, special-attack: 80, special-defense: 80, speed: 105",pokemon/rapidash/images/sprite_default.png,pokemon/rapidash/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/78/
79,slowpoke,slowpoke,generation-i,63,12,360,"water, psychic","oblivious, own-tempo, regenerator","hp: 90, attack: 65, defense: 65, special-attack: 40, special-defense: 40, speed: 15",pokemon/slowpoke/images/sprite_default.png,pokemon/slowpoke/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/79/
80,slowbro,slowbro,generation-i,172,16,785,"water, psychic","oblivious, own-tempo, regenerator","hp: 95, attack: 75, defense: 110, special-attack: 100, special-defense: 80, speed: 30",pokemon/slowbro/images/sprite_default.png,pokemon/slowbro/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/80/
81,magnemite,magnemite,generation-i,65,3,60,"electric, steel","magnet-pull, sturdy, analytic","hp: 25, attack: 35, defense: 70, special-attack: 95, special-defense: 55, speed: 45",pokemon/magnemite/images/sprite_default.png,pokemon/magnemite/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/81/
82,magneton,magneton,generation-i,163,10,600,"electric, steel","magnet-pull, sturdy, analytic","hp: 50, attack: 60, defense: 95, special-attack: 120, special-defense: 70, speed: 70",pokemon/magneton/images/sprite_default.png,pokemon/magneton/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/82/
83,farfetchd,farfetchd,generation-i,132,8,150,"normal, flying","keen-eye, inner-focus, defiant","hp: 52, attack: 90, defense: 55, special-attack: 58, special-defense: 62, speed: 60",pokemon/farfetchd/images/sprite_default.png,pokemon/farfetchd/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/83/
84,doduo,doduo,generation-i,62,14,392,"normal, flying","run-away, early-bird, tangled-feet","hp: 35, attack: 85, defense: 45, special-attack: 35, special-defense: 35, speed: 75",pokemon/doduo/images/sprite_default.png,pokemon/doduo/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/84/
85,dodrio,dodrio,generation-i,165,18,852,"normal, flying","run-away, early-bird, tangled-feet","hp: 60, attack: 110, defense: 70, special-attack: 60, special-defense: 60, speed: 110",pokemon/dodrio/images/sprite_default.png,pokemon/dodrio/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/85/
86,seel,seel,generation-i,65,11,900,water,"thick-fat, hydration, ice-body","hp: 65, attack: 45, defense: 55, special-attack: 45, special-defense: 70, speed: 45",pokemon/seel/images/sprite_default.png,pokemon/seel/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/86/
87,dewgong,dewgong,generation-i,166,17,1200,"water, ice","thick-fat, hydration, ice-body","hp: 90, attack: 70, defense: 80, special-attack: 70, special-defense: 95, speed: 70",pokemon/dewgong/images/sprite_default.png,pokemon/dewgong/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/87/
88,grimer,grimer,generation-i,65,9,300,poison,"stench, sticky-hold, poison-touch","hp: 80, attack: 80, defense: 50, special-attack: 40, special-defense: 50, speed: 25",pokemon/grimer/images/sprite_default.png,pokemon/grimer/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/88/
89,muk,muk,generation-i,175,12,300,poison,"stench, sticky-hold, poison-touch","hp: 105, attack: 105, defense: 75, special-attack: 65, special-defense: 100, speed: 50",pokemon/muk/images/sprite_default.png,pokemon/muk/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/89/
90,shellder,shellder,generation-i,61,3,40,water,"shell-armor, skill-link, overcoat","hp: 30, attack: 65, defense: 100, special-attack: 45, special-defense: 25, speed: 40",pokemon/shellder/images/sprite_default.png,pokemon/shellder/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/90/
91,cloyster,cloyster,generation-i,184,15,1325,"water, ice","shell-armor, skill-link, overcoat","hp: 50, attack: 95, defense: 180, special-attack: 85, special-defense: 45, speed: 70",pokemon/cloyster/images/sprite_default.png,pokemon/cloyster/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/91/
92,gastly,gastly,generation-i,62,13,1,"ghost, poison",levitate,"hp: 30, attack: 35, defense: 30, special-attack: 100, special-defense: 35, speed: 80",pokemon/gastly/images/sprite_default.png,pokemon/gastly/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/92/
93,haunter,haunter,generation-i,142,16,1,"ghost, poison",levitate,"hp: 45, attack: 50, defense: 45, special-attack: 115, special-defense: 55, speed: 95",pokemon/haunter/images/sprite_default.png,pokemon/haunter/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/93/
94,gengar,gengar,generation-i,225,15,405,"ghost, poison",cursed-body,"hp: 60, attack: 65, defense: 60, special-attack: 130, special-defense: 75, speed: 110",pokemon/gengar/images/sprite_default.png,pokemon/gengar/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/94/
95,onix,onix,generation-i,77,88,2100,"rock, ground","rock-head, sturdy, weak-armor","hp: 35, attack: 45, defense: 160, special-attack: 30, special-defense: 45, speed: 70",pokemon/onix/images/sprite_default.png,pokemon/onix/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/95/
