pokemon_id,pokemon_name,pokemon_slug,move_id,move_name,move_slug,generation,learn_method,level,version_group,sourceUrl
7,squirtle,squirtle,812,flip-turn,flip_turn,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/812/
7,squirtle,squirtle,812,flip-turn,flip_turn,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/812/
7,squirtle,squirtle,834,wave-crash,wave_crash,generation-viii,level-up,36,scarlet-violet,https://pokeapi.co/api/v2/move/834/
8,wartortle,wartortle,791,life-dew,life_dew_2,generation-viii,egg,0,scarlet-violet,https://pokeapi.co/api/v2/move/791/
8,wartortle,wartortle,812,flip-turn,flip_turn_2,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/812/
8,wartortle,wartortle,812,flip-turn,flip_turn_2,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/812/
8,wartortle,wartortle,834,wave-crash,wave_crash_2,generation-viii,level-up,50,scarlet-violet,https://pokeapi.co/api/v2/move/834/
9,blastoise,blastoise,776,body-press,body_press,generation-viii,machine,0,sword-shield,https://pokeapi.co/api/v2/move/776/
9,blastoise,blastoise,776,body-press,body_press,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/776/
9,blastoise,blastoise,791,life-dew,life_dew_3,generation-viii,egg,0,scarlet-violet,https://pokeapi.co/api/v2/move/791/
9,blastoise,blastoise,805,terrain-pulse,terrain_pulse_2,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/805/
9,blastoise,blastoise,812,flip-turn,flip_turn_3,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/812/
9,blastoise,blastoise,812,flip-turn,flip_turn_3,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/812/
9,blastoise,blastoise,834,wave-crash,wave_crash_3,generation-viii,level-up,56,scarlet-violet,https://pokeapi.co/api/v2/move/834/
12,butterfree,butterfree,814,dual-wingbeat,dual_wingbeat_2,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/814/
23,ekans,ekans,799,scale-shot,scale_shot_2,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/799/
23,ekans,ekans,806,skitter-smack,skitter_smack,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/806/
23,ekans,ekans,808,lash-out,lash_out,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/808/
24,arbok,arbok,784,breaking-swipe,breaking_swipe_4,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/784/
24,arbok,arbok,799,scale-shot,scale_shot_3,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/799/
24,arbok,arbok,806,skitter-smack,skitter_smack_2,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/806/
24,arbok,arbok,808,lash-out,lash_out_2,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/808/
25,pikachu,pikachu,804,rising-voltage,rising_voltage,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/804/
26,raichu,raichu,804,rising-voltage,rising_voltage_2,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/804/
27,sandshrew,sandshrew,798,steel-roller,steel_roller,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/798/
27,sandshrew,sandshrew,815,scorching-sands,scorching_sands_2,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/815/
27,sandshrew,sandshrew,815,scorching-sands,scorching_sands_2,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/815/
28,sandslash,sandslash,798,steel-roller,steel_roller_2,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/798/
28,sandslash,sandslash,815,scorching-sands,scorching_sands_3,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/815/
28,sandslash,sandslash,815,scorching-sands,scorching_sands_3,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/815/
31,nidoqueen,nidoqueen,776,body-press,body_press_2,generation-viii,machine,0,sword-shield,https://pokeapi.co/api/v2/move/776/
31,nidoqueen,nidoqueen,815,scorching-sands,scorching_sands_4,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/815/
34,nidoking,nidoking,776,body-press,body_press_3,generation-viii,machine,0,sword-shield,https://pokeapi.co/api/v2/move/776/
34,nidoking,nidoking,815,scorching-sands,scorching_sands_5,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/815/
35,clefairy,clefairy,791,life-dew,life_dew_4,generation-viii,level-up,16,sword-shield,https://pokeapi.co/api/v2/move/791/
35,clefairy,clefairy,791,life-dew,life_dew_4,generation-viii,level-up,16,brilliant-diamond-and-shining-pearl,https://pokeapi.co/api/v2/move/791/
35,clefairy,clefairy,791,life-dew,life_dew_4,generation-viii,level-up,16,scarlet-violet,https://pokeapi.co/api/v2/move/791/
35,clefairy,clefairy,800,meteor-beam,meteor_beam,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/800/
35,clefairy,clefairy,800,meteor-beam,meteor_beam,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/800/
35,clefairy,clefairy,802,misty-explosion,misty_explosion,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/802/
35,clefairy,clefairy,802,misty-explosion,misty_explosion,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/802/
35,clefairy,clefairy,814,dual-wingbeat,dual_wingbeat_3,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/814/
35,clefairy,clefairy,814,dual-wingbeat,dual_wingbeat_3,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/814/
36,clefable,clefable,791,life-dew,life_dew_5,generation-viii,level-up,1,sword-shield,https://pokeapi.co/api/v2/move/791/
36,clefable,clefable,791,life-dew,life_dew_5,generation-viii,level-up,1,brilliant-diamond-and-shining-pearl,https://pokeapi.co/api/v2/move/791/
36,clefable,clefable,791,life-dew,life_dew_5,generation-viii,level-up,1,scarlet-violet,https://pokeapi.co/api/v2/move/791/
36,clefable,clefable,800,meteor-beam,meteor_beam_2,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/800/
36,clefable,clefable,800,meteor-beam,meteor_beam_2,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/800/
36,clefable,clefable,802,misty-explosion,misty_explosion_2,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/802/
36,clefable,clefable,802,misty-explosion,misty_explosion_2,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/802/
36,clefable,clefable,814,dual-wingbeat,dual_wingbeat_4,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/814/
36,clefable,clefable,814,dual-wingbeat,dual_wingbeat_4,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/814/
37,vulpix,vulpix,807,burning-jealousy,burning_jealousy,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/807/
37,vulpix,vulpix,807,burning-jealousy,burning_jealousy,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/807/
38,ninetales,ninetales,807,burning-jealousy,burning_jealousy_2,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/807/
38,ninetales,ninetales,807,burning-jealousy,burning_jealousy_2,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/807/
38,ninetales,ninetales,815,scorching-sands,scorching_sands_6,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/815/
38,ninetales,ninetales,815,scorching-sands,scorching_sands_6,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/815/
39,jigglypuff,jigglypuff,776,body-press,body_press_4,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/776/
39,jigglypuff,jigglypuff,798,steel-roller,steel_roller_3,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/798/
39,jigglypuff,jigglypuff,802,misty-explosion,misty_explosion_3,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/802/
39,jigglypuff,jigglypuff,802,misty-explosion,misty_explosion_3,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/802/
40,wigglytuff,wigglytuff,776,body-press,body_press_5,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/776/
40,wigglytuff,wigglytuff,797,expanding-force,expanding_force,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/797/
40,wigglytuff,wigglytuff,797,expanding-force,expanding_force,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/797/
40,wigglytuff,wigglytuff,798,steel-roller,steel_roller_4,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/798/
40,wigglytuff,wigglytuff,802,misty-explosion,misty_explosion_4,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/802/
40,wigglytuff,wigglytuff,802,misty-explosion,misty_explosion_4,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/802/
41,zubat,zubat,814,dual-wingbeat,dual_wingbeat_5,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/814/
42,golbat,golbat,814,dual-wingbeat,dual_wingbeat_6,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/814/
43,oddish,oddish,803,grassy-glide,grassy_glide_4,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/803/
43,oddish,oddish,803,grassy-glide,grassy_glide_4,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/803/
44,gloom,gloom,803,grassy-glide,grassy_glide_5,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/803/
44,gloom,gloom,803,grassy-glide,grassy_glide_5,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/803/
45,vileplume,vileplume,803,grassy-glide,grassy_glide_6,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/803/
45,vileplume,vileplume,803,grassy-glide,grassy_glide_6,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/803/
45,vileplume,vileplume,810,corrosive-gas,corrosive_gas,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/810/
48,venonat,venonat,806,skitter-smack,skitter_smack_3,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/806/
49,venomoth,venomoth,806,skitter-smack,skitter_smack_4,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/806/
50,diglett,diglett,815,scorching-sands,scorching_sands_7,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/815/
50,diglett,diglett,815,scorching-sands,scorching_sands_7,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/815/
51,dugtrio,dugtrio,815,scorching-sands,scorching_sands_8,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/815/
51,dugtrio,dugtrio,815,scorching-sands,scorching_sands_8,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/815/
52,meowth,meowth,808,lash-out,lash_out_3,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/808/
52,meowth,meowth,808,lash-out,lash_out_3,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/808/
53,persian,persian,806,skitter-smack,skitter_smack_5,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/806/
53,persian,persian,806,skitter-smack,skitter_smack_5,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/806/
53,persian,persian,808,lash-out,lash_out_4,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/808/
53,persian,persian,808,lash-out,lash_out_4,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/808/
54,psyduck,psyduck,812,flip-turn,flip_turn_4,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/812/
55,golduck,golduck,812,flip-turn,flip_turn_5,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/812/
55,golduck,golduck,812,flip-turn,flip_turn_5,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/812/
56,mankey,mankey,808,lash-out,lash_out_5,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/808/
57,primeape,primeape,808,lash-out,lash_out_6,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/808/
58,growlithe,growlithe,833,raging-fury,raging_fury,generation-viii,egg,0,scarlet-violet,https://pokeapi.co/api/v2/move/833/
59,arcanine,arcanine,815,scorching-sands,scorching_sands_9,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/815/
59,arcanine,arcanine,815,scorching-sands,scorching_sands_9,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/815/
62,poliwrath,poliwrath,811,coaching,coaching,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/811/
62,poliwrath,poliwrath,811,coaching,coaching,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/811/
64,kadabra,kadabra,797,expanding-force,expanding_force_2,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/797/
65,alakazam,alakazam,797,expanding-force,expanding_force_3,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/797/
66,machop,machop,811,coaching,coaching_2,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/811/
67,machoke,machoke,811,coaching,coaching_3,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/811/
68,machamp,machamp,811,coaching,coaching_4,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/811/
69,bellsprout,bellsprout,803,grassy-glide,grassy_glide_7,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/803/
70,weepinbell,weepinbell,803,grassy-glide,grassy_glide_8,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/803/
71,victreebel,victreebel,803,grassy-glide,grassy_glide_9,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/803/
72,tentacool,tentacool,812,flip-turn,flip_turn_6,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/812/
73,tentacruel,tentacruel,806,skitter-smack,skitter_smack_6,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/806/
73,tentacruel,tentacruel,810,corrosive-gas,corrosive_gas_2,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/810/
73,tentacruel,tentacruel,812,flip-turn,flip_turn_7,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/812/
75,graveler,graveler,776,body-press,body_press_6,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/776/
76,golem,golem,776,body-press,body_press_7,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/776/
78,rapidash,rapidash,815,scorching-sands,scorching_sands_10,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/815/
79,slowpoke,slowpoke,797,expanding-force,expanding_force_4,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/797/
79,slowpoke,slowpoke,797,expanding-force,expanding_force_4,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/797/
80,slowbro,slowbro,776,body-press,body_press_8,generation-viii,machine,0,sword-shield,https://pokeapi.co/api/v2/move/776/
80,slowbro,slowbro,776,body-press,body_press_8,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/776/
80,slowbro,slowbro,797,expanding-force,expanding_force_5,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/797/
80,slowbro,slowbro,797,expanding-force,expanding_force_5,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/797/
81,magnemite,magnemite,796,steel-beam,steel_beam,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/796/
81,magnemite,magnemite,796,steel-beam,steel_beam,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/796/
81,magnemite,magnemite,804,rising-voltage,rising_voltage_3,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/804/
82,magneton,magneton,796,steel-beam,steel_beam_2,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/796/
82,magneton,magneton,796,steel-beam,steel_beam_2,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/796/
82,magneton,magneton,804,rising-voltage,rising_voltage_4,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/804/
83,farfetchd,farfetchd,814,dual-wingbeat,dual_wingbeat_7,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/814/
86,seel,seel,812,flip-turn,flip_turn_8,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/812/
86,seel,seel,813,triple-axel,triple_axel,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/813/
87,dewgong,dewgong,812,flip-turn,flip_turn_9,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/812/
87,dewgong,dewgong,813,triple-axel,triple_axel_2,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/813/
89,muk,muk,808,lash-out,lash_out_7,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/808/
90,shellder,shellder,791,life-dew,life_dew_6,generation-viii,egg,0,sword-shield,https://pokeapi.co/api/v2/move/791/
90,shellder,shellder,791,life-dew,life_dew_6,generation-viii,egg,0,brilliant-diamond-and-shining-pearl,https://pokeapi.co/api/v2/move/791/
90,shellder,shellder,791,life-dew,life_dew_6,generation-viii,egg,0,scarlet-violet,https://pokeapi.co/api/v2/move/791/
91,cloyster,cloyster,798,steel-roller,steel_roller_5,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/798/
92,gastly,gastly,806,skitter-smack,skitter_smack_7,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/806/
92,gastly,gastly,806,skitter-smack,skitter_smack_7,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/806/
92,gastly,gastly,809,poltergeist,poltergeist,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/809/
92,gastly,gastly,809,poltergeist,poltergeist,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/809/
92,gastly,gastly,810,corrosive-gas,corrosive_gas_3,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/810/
93,haunter,haunter,806,skitter-smack,skitter_smack_8,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/806/
93,haunter,haunter,806,skitter-smack,skitter_smack_8,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/806/
93,haunter,haunter,809,poltergeist,poltergeist_2,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/809/
93,haunter,haunter,809,poltergeist,poltergeist_2,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/809/
93,haunter,haunter,810,corrosive-gas,corrosive_gas_4,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/810/
94,gengar,gengar,806,skitter-smack,skitter_smack_9,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/806/
94,gengar,gengar,806,skitter-smack,skitter_smack_9,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/806/
94,gengar,gengar,809,poltergeist,poltergeist_3,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/809/
94,gengar,gengar,809,poltergeist,poltergeist_3,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/809/
94,gengar,gengar,810,corrosive-gas,corrosive_gas_5,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/810/
95,onix,onix,776,body-press,body_press_9,generation-viii,machine,0,sword-shield,https://pokeapi.co/api/v2/move/776/
95,onix,onix,784,breaking-swipe,breaking_swipe_5,generation-viii,machine,0,sword-shield,https://pokeapi.co/api/v2/move/784/
95,onix,onix,800,meteor-beam,meteor_beam_3,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/800/
95,onix,onix,815,scorching-sands,scorching_sands_11,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/815/
96,drowzee,drowzee,797,expanding-force,expanding_force_6,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/797/
97,hypno,hypno,776,body-press,body_press_10,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/776/
97,hypno,hypno,797,expanding-force,expanding_force_7,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/797/
102,exeggcute,exeggcute,803,grassy-glide,grassy_glide_10,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/803/
102,exeggcute,exeggcute,803,grassy-glide,grassy_glide_10,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/803/
103,exeggutor,exeggutor,797,expanding-force,expanding_force_8,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/797/
103,exeggutor,exeggutor,797,expanding-force,expanding_force_8,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/797/
103,exeggutor,exeggutor,803,grassy-glide,grassy_glide_11,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/803/
103,exeggutor,exeggutor,803,grassy-glide,grassy_glide_11,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/803/
103,exeggutor,exeggutor,805,terrain-pulse,terrain_pulse_3,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/805/
104,cubone,cubone,815,scorching-sands,scorching_sands_12,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/815/
105,marowak,marowak,815,scorching-sands,scorching_sands_13,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/815/
106,hitmonlee,hitmonlee,811,coaching,coaching_5,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/811/
106,hitmonlee,hitmonlee,811,coaching,coaching_5,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/811/
107,hitmonchan,hitmonchan,811,coaching,coaching_6,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/811/
107,hitmonchan,hitmonchan,811,coaching,coaching_6,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/811/
108,lickitung,lickitung,776,body-press,body_press_11,generation-viii,machine,0,sword-shield,https://pokeapi.co/api/v2/move/776/
108,lickitung,lickitung,798,steel-roller,steel_roller_6,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/798/
108,lickitung,lickitung,805,terrain-pulse,terrain_pulse_4,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/805/
109,koffing,koffing,810,corrosive-gas,corrosive_gas_6,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/810/
110,weezing,weezing,810,corrosive-gas,corrosive_gas_7,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/810/
111,rhyhorn,rhyhorn,776,body-press,body_press_12,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/776/
111,rhyhorn,rhyhorn,815,scorching-sands,scorching_sands_14,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/815/
111,rhyhorn,rhyhorn,815,scorching-sands,scorching_sands_14,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/815/
112,rhydon,rhydon,776,body-press,body_press_13,generation-viii,machine,0,sword-shield,https://pokeapi.co/api/v2/move/776/
112,rhydon,rhydon,776,body-press,body_press_13,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/776/
112,rhydon,rhydon,784,breaking-swipe,breaking_swipe_6,generation-viii,machine,0,sword-shield,https://pokeapi.co/api/v2/move/784/
112,rhydon,rhydon,784,breaking-swipe,breaking_swipe_6,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/784/
112,rhydon,rhydon,800,meteor-beam,meteor_beam_4,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/800/
112,rhydon,rhydon,800,meteor-beam,meteor_beam_4,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/800/
112,rhydon,rhydon,815,scorching-sands,scorching_sands_15,generation-viii,tutor,0,sword-shield,https://pokeapi.co/api/v2/move/815/
112,rhydon,rhydon,815,scorching-sands,scorching_sands_15,generation-viii,machine,0,scarlet-violet,https://pokeapi.co/api/v2/move/815/
113,chansey,chansey,791,life-dew,life_dew_7,generation-viii,level-up,12,sword-shield,https://pokeapi.co/api/v2/move/791/
113,chansey,chansey,791,life-dew,life_dew_7,generation-viii,level-up,12,brilliant-diamond-and-shining-pearl,https://pokeapi.co/api/v2/move/791/
113,chansey,chansey,791,life-dew,life_dew_7,generation-viii,level-up,12,scarlet-violet,https://pokeapi.co/api/v2/move/791/
