id,name,slug,generation,habitat,shape,color,capture_rate,base_happiness,gender_rate,is_baby,is_legendary,is_mythical,flavor_text_en,sourceUrl
514,simisear,simisear,generation-v,,upright,red,75,70,1,False,False,False,It loves sweets because they become energy for the fire burning inside its body.,https://pokeapi.co/api/v2/pokemon-species/514
515,panpour,panpour,generation-v,,upright,blue,190,70,1,False,False,False,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.,https://pokeapi.co/api/v2/pokemon-species/515
516,simipour,simipour,generation-v,,upright,blue,75,70,1,False,False,False,"The tuft on its head holds water. When the level runs low, it replenishes the tuft by siphoning up water with its tail.",https://pokeapi.co/api/v2/pokemon-species/516
517,munna,munna,generation-v,,quadruped,pink,190,70,4,False,False,False,Munna always float in the air. People whose dreams are eaten by them forget what the dreams had been about.,https://pokeapi.co/api/v2/pokemon-species/517
518,musharna,musharna,generation-v,,humanoid,pink,75,70,4,False,False,False,The mist emanating from their foreheads is packed with the dreams of people and Pokémon.,https://pokeapi.co/api/v2/pokemon-species/518
519,pidove,pidove,generation-v,,wings,gray,255,70,4,False,False,False,"Each follows its Trainer’s orders as best it can, but they sometimes fail to understand complicated commands.",https://pokeapi.co/api/v2/pokemon-species/519
520,tranquill,tranquill,generation-v,,wings,gray,120,70,4,False,False,False,It can return to its Trainer’s location regardless of the distance separating them.,https://pokeapi.co/api/v2/pokemon-species/520
521,unfezant,unfezant,generation-v,,wings,gray,45,70,4,False,False,False,Males swing their head plumage to threaten opponents. The females’ flying abilities surpass those of the males.,https://pokeapi.co/api/v2/pokemon-species/521
522,blitzle,blitzle,generation-v,,quadruped,black,190,70,4,False,False,False,"When thunderclouds cover the sky, it will appear. It can catch lightning with its mane and store the electricity.",https://pokeapi.co/api/v2/pokemon-species/522
523,zebstrika,zebstrika,generation-v,,quadruped,black,75,70,4,False,False,False,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.",https://pokeapi.co/api/v2/pokemon-species/523
524,roggenrola,roggenrola,generation-v,,legs,blue,255,70,4,False,False,False,"Its ear is hexagonal in shape. Compressed underground, its body is as hard as steel.",https://pokeapi.co/api/v2/pokemon-species/524
525,boldore,boldore,generation-v,,tentacles,blue,120,70,4,False,False,False,"When it overflows with power, the orange crystal on its body glows. It looks for underground water in caves.",https://pokeapi.co/api/v2/pokemon-species/525
526,gigalith,gigalith,generation-v,,tentacles,blue,45,70,4,False,False,False,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.,https://pokeapi.co/api/v2/pokemon-species/526
527,woobat,woobat,generation-v,,wings,blue,190,70,4,False,False,False,Its habitat is dark forests and caves. It emits ultrasonic waves from its nose to learn about its surroundings.,https://pokeapi.co/api/v2/pokemon-species/527
528,swoobat,swoobat,generation-v,,wings,blue,45,70,4,False,False,False,"It emits sound waves of various frequencies from its nose, including some powerful enough to destroy rocks.",https://pokeapi.co/api/v2/pokemon-species/528
529,drilbur,drilbur,generation-v,,upright,gray,120,70,4,False,False,False,It can dig through the ground at a speed of 30 mph. It could give a car running aboveground a good race.,https://pokeapi.co/api/v2/pokemon-species/529
530,excadrill,excadrill,generation-v,,humanoid,gray,60,70,4,False,False,False,It can help in tunnel construction. Its drill has evolved into steel strong enough to bore through iron plates.,https://pokeapi.co/api/v2/pokemon-species/530
531,audino,audino,generation-v,,upright,pink,255,70,4,False,False,False,"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling.",https://pokeapi.co/api/v2/pokemon-species/531
532,timburr,timburr,generation-v,,humanoid,gray,180,70,2,False,False,False,It fights by swinging a piece of lumber around. It is close to evolving when it can handle the lumber without difficulty.,https://pokeapi.co/api/v2/pokemon-species/532
533,gurdurr,gurdurr,generation-v,,humanoid,gray,90,70,2,False,False,False,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.,https://pokeapi.co/api/v2/pokemon-species/533
534,conkeldurr,conkeldurr,generation-v,,humanoid,brown,45,70,2,False,False,False,"It is thought that Conkeldurr taught humans how to make concrete more than 2,000 years ago.",https://pokeapi.co/api/v2/pokemon-species/534
535,tympole,tympole,generation-v,,fish,blue,255,70,4,False,False,False,They warn others of danger by vibrating their cheeks to create a high-pitched sound.,https://pokeapi.co/api/v2/pokemon-species/535
536,palpitoad,palpitoad,generation-v,,upright,blue,120,70,4,False,False,False,"When they vibrate the bumps on their heads, they can make waves in water or earthquake-like vibrations on land.",https://pokeapi.co/api/v2/pokemon-species/536
537,seismitoad,seismitoad,generation-v,,humanoid,blue,45,70,4,False,False,False,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.,https://pokeapi.co/api/v2/pokemon-species/537
538,throh,throh,generation-v,,humanoid,red,45,70,0,False,False,False,"When it tightens its belt, it becomes stronger. Wild Throh use vines to weave their own belts.",https://pokeapi.co/api/v2/pokemon-species/538
539,sawk,sawk,generation-v,,humanoid,blue,45,70,0,False,False,False,The sound of Sawk punching boulders and trees can be heard all the way from the mountains where they train.,https://pokeapi.co/api/v2/pokemon-species/539
540,sewaddle,sewaddle,generation-v,,armor,yellow,255,70,4,False,False,False,Leavanny dress it in clothes they made for it when it hatched. It hides its head in its hood while it is sleeping.,https://pokeapi.co/api/v2/pokemon-species/540
541,swadloon,swadloon,generation-v,,arms,green,120,70,4,False,False,False,Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life.,https://pokeapi.co/api/v2/pokemon-species/541
542,leavanny,leavanny,generation-v,,humanoid,yellow,45,70,4,False,False,False,"Upon finding a small Pokémon, it weaves clothing for it from leaves, using the cutters on its arms and sticky silk.",https://pokeapi.co/api/v2/pokemon-species/542
543,venipede,venipede,generation-v,,armor,red,255,70,4,False,False,False,"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it.",https://pokeapi.co/api/v2/pokemon-species/543
544,whirlipede,whirlipede,generation-v,,ball,gray,120,70,4,False,False,False,"Protected by a hard shell, it spins its body like a wheel and crashes furiously into its enemies.",https://pokeapi.co/api/v2/pokemon-species/544
545,scolipede,scolipede,generation-v,,armor,red,45,70,4,False,False,False,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails.",https://pokeapi.co/api/v2/pokemon-species/545
546,cottonee,cottonee,generation-v,,ball,green,190,70,4,False,False,False,"When attacked, it escapes by shooting cotton from its body. The cotton serves as a decoy to distract the attacker.",https://pokeapi.co/api/v2/pokemon-species/546
547,whimsicott,whimsicott,generation-v,,humanoid,green,75,70,4,False,False,False,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind.",https://pokeapi.co/api/v2/pokemon-species/547
548,petilil,petilil,generation-v,,blob,green,190,70,8,False,False,False,The leaves on its head are very bitter. Eating one of these leaves is known to refresh a tired body.,https://pokeapi.co/api/v2/pokemon-species/548
549,lilligant,lilligant,generation-v,,blob,green,75,70,8,False,False,False,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.,https://pokeapi.co/api/v2/pokemon-species/549
550,basculin,basculin,generation-v,,fish,green,25,70,4,False,False,False,"Red and blue Basculin get along so poorly, they’ll start fighting instantly. These Pokémon are very hostile.",https://pokeapi.co/api/v2/pokemon-species/550
551,sandile,sandile,generation-v,,quadruped,brown,180,70,4,False,False,False,They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.,https://pokeapi.co/api/v2/pokemon-species/551
552,krokorok,krokorok,generation-v,,quadruped,brown,90,70,4,False,False,False,They live in groups of a few individuals. Protective membranes shield their eyes from sandstorms.,https://pokeapi.co/api/v2/pokemon-species/552
553,krookodile,krookodile,generation-v,,upright,red,45,70,4,False,False,False,"They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile.",https://pokeapi.co/api/v2/pokemon-species/553
554,darumaka,darumaka,generation-v,,humanoid,red,120,70,4,False,False,False,"When its internal fire is burning, it cannot calm down and it runs around. When the fire diminishes, it falls asleep.",https://pokeapi.co/api/v2/pokemon-species/554
555,darmanitan,darmanitan,generation-v,,quadruped,red,60,70,4,False,False,False,"Its internal fire burns at 2,500° F, making enough power that it can destroy a dump truck with one punch.",https://pokeapi.co/api/v2/pokemon-species/555
556,maractus,maractus,generation-v,,blob,green,255,70,4,False,False,False,It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds.,https://pokeapi.co/api/v2/pokemon-species/556
557,dwebble,dwebble,generation-v,,armor,red,190,70,4,False,False,False,This Pokémon can easily melt holes in hard rocks with a liquid secreted from its mouth.,https://pokeapi.co/api/v2/pokemon-species/557
558,crustle,crustle,generation-v,,armor,red,75,70,4,False,False,False,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle.",https://pokeapi.co/api/v2/pokemon-species/558
559,scraggy,scraggy,generation-v,,upright,yellow,180,35,4,False,False,False,"Its skin has a rubbery elasticity, so it can reduce damage by defensively pulling its skin up to its neck.",https://pokeapi.co/api/v2/pokemon-species/559
560,scrafty,scrafty,generation-v,,upright,red,90,70,4,False,False,False,Groups of them beat up anything that enters their territory. Each can spit acidic liquid from its mouth.,https://pokeapi.co/api/v2/pokemon-species/560
561,sigilyph,sigilyph,generation-v,,wings,black,45,70,4,False,False,False,"They never vary the route they fly, because their memories of guarding an ancient city remain steadfast.",https://pokeapi.co/api/v2/pokemon-species/561
562,yamask,yamask,generation-v,,arms,black,190,70,4,False,False,False,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.,https://pokeapi.co/api/v2/pokemon-species/562
563,cofagrigus,cofagrigus,generation-v,,blob,yellow,90,70,4,False,False,False,It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets.,https://pokeapi.co/api/v2/pokemon-species/563
564,tirtouga,tirtouga,generation-v,,quadruped,blue,45,70,1,False,False,False,"Restored from a fossil, this Pokémon can dive to depths beyond half a mile.",https://pokeapi.co/api/v2/pokemon-species/564
565,carracosta,carracosta,generation-v,,upright,blue,45,70,1,False,False,False,They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.,https://pokeapi.co/api/v2/pokemon-species/565
566,archen,archen,generation-v,,wings,yellow,45,70,1,False,False,False,"Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another.",https://pokeapi.co/api/v2/pokemon-species/566
567,archeops,archeops,generation-v,,wings,yellow,45,70,1,False,False,False,"They are intelligent and will cooperate to catch prey. From the ground, they use a running start to take flight.",https://pokeapi.co/api/v2/pokemon-species/567
568,trubbish,trubbish,generation-v,,humanoid,green,190,70,4,False,False,False,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.,https://pokeapi.co/api/v2/pokemon-species/568
569,garbodor,garbodor,generation-v,,humanoid,green,60,70,4,False,False,False,It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.,https://pokeapi.co/api/v2/pokemon-species/569
570,zorua,zorua,generation-v,,quadruped,gray,75,70,1,False,False,False,"It changes into the forms of others to surprise them. Apparently, it often transforms into a silent child.",https://pokeapi.co/api/v2/pokemon-species/570
571,zoroark,zoroark,generation-v,,upright,gray,45,70,1,False,False,False,Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.,https://pokeapi.co/api/v2/pokemon-species/571
572,minccino,minccino,generation-v,,quadruped,gray,255,70,6,False,False,False,"They greet one another by rubbing each other with their tails, which are always kept well groomed and clean.",https://pokeapi.co/api/v2/pokemon-species/572
573,cinccino,cinccino,generation-v,,quadruped,gray,60,70,6,False,False,False,Their white fur is coated in a special oil that makes it easy for them to deflect attacks.,https://pokeapi.co/api/v2/pokemon-species/573
574,gothita,gothita,generation-v,,humanoid,purple,200,70,6,False,False,False,Their ribbonlike feelers increase their psychic power. They are always staring at something.,https://pokeapi.co/api/v2/pokemon-species/574
575,gothorita,gothorita,generation-v,,humanoid,purple,100,70,6,False,False,False,They use hypnosis to control people and Pokémon. Tales of Gothorita leading people astray are told in every corner.,https://pokeapi.co/api/v2/pokemon-species/575
576,gothitelle,gothitelle,generation-v,,humanoid,purple,50,70,6,False,False,False,Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power.,https://pokeapi.co/api/v2/pokemon-species/576
577,solosis,solosis,generation-v,,ball,green,200,70,4,False,False,False,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.,https://pokeapi.co/api/v2/pokemon-species/577
578,duosion,duosion,generation-v,,ball,green,100,70,4,False,False,False,"Since they have two divided brains, at times they suddenly try to take two different actions at once.",https://pokeapi.co/api/v2/pokemon-species/578
579,reuniclus,reuniclus,generation-v,,arms,green,50,70,4,False,False,False,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power.",https://pokeapi.co/api/v2/pokemon-species/579
580,ducklett,ducklett,generation-v,,wings,blue,190,70,4,False,False,False,These bird Pokémon are excellent divers. They swim around in the water eating their favorite food--peat moss.,https://pokeapi.co/api/v2/pokemon-species/580
581,swanna,swanna,generation-v,,wings,white,45,70,4,False,False,False,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.,https://pokeapi.co/api/v2/pokemon-species/581
582,vanillite,vanillite,generation-v,,blob,white,255,70,4,False,False,False,The temperature of their breath is -58° F. They create snow crystals and make snow fall in the areas around them.,https://pokeapi.co/api/v2/pokemon-species/582
583,vanillish,vanillish,generation-v,,blob,white,120,70,4,False,False,False,"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas.",https://pokeapi.co/api/v2/pokemon-species/583
584,vanilluxe,vanilluxe,generation-v,,heads,white,45,70,4,False,False,False,"Swallowing large amounts of water, they make snow clouds inside their bodies and attack their foes with violent blizzards.",https://pokeapi.co/api/v2/pokemon-species/584
585,deerling,deerling,generation-v,,quadruped,pink,190,70,4,False,False,False,"The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass.",https://pokeapi.co/api/v2/pokemon-species/585
586,sawsbuck,sawsbuck,generation-v,,quadruped,brown,75,70,4,False,False,False,They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns.,https://pokeapi.co/api/v2/pokemon-species/586
587,emolga,emolga,generation-v,,quadruped,white,200,70,4,False,False,False,The energy made in its cheeks’ electric pouches is stored inside its membrane and released while it is gliding.,https://pokeapi.co/api/v2/pokemon-species/587
588,karrablast,karrablast,generation-v,,humanoid,blue,200,70,4,False,False,False,These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet.,https://pokeapi.co/api/v2/pokemon-species/588
589,escavalier,escavalier,generation-v,,arms,gray,75,70,4,False,False,False,"They fly around at high speed, striking with their pointed spears. Even when in trouble, they face opponents bravely.",https://pokeapi.co/api/v2/pokemon-species/589
590,foongus,foongus,generation-v,,arms,white,190,70,4,False,False,False,"It lures people in with its Poké Ball pattern, then releases poison spores. Why it resembles a Poké Ball is unknown.",https://pokeapi.co/api/v2/pokemon-species/590
591,amoonguss,amoonguss,generation-v,,arms,white,75,70,4,False,False,False,"It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion.",https://pokeapi.co/api/v2/pokemon-species/591
592,frillish,frillish,generation-v,,tentacles,white,190,70,4,False,False,False,"With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor.",https://pokeapi.co/api/v2/pokemon-species/592
593,jellicent,jellicent,generation-v,,tentacles,white,60,70,4,False,False,False,"The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished.",https://pokeapi.co/api/v2/pokemon-species/593
594,alomomola,alomomola,generation-v,,fish,pink,75,70,4,False,False,False,The special membrane enveloping Alomomola has the ability to heal wounds.,https://pokeapi.co/api/v2/pokemon-species/594
595,joltik,joltik,generation-v,,armor,yellow,190,70,4,False,False,False,Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses.,https://pokeapi.co/api/v2/pokemon-species/595
596,galvantula,galvantula,generation-v,,armor,yellow,75,70,4,False,False,False,"When attacked, they create an electric barrier by spitting out many electrically charged threads.",https://pokeapi.co/api/v2/pokemon-species/596
597,ferroseed,ferroseed,generation-v,,ball,gray,255,70,4,False,False,False,"When threatened, it attacks by shooting a barrage of spikes, which gives it a chance to escape by rolling away.",https://pokeapi.co/api/v2/pokemon-species/597
598,ferrothorn,ferrothorn,generation-v,,tentacles,gray,90,70,4,False,False,False,It fights by swinging around its three spiky feelers. A hit from these steel spikes can reduce a boulder to rubble.,https://pokeapi.co/api/v2/pokemon-species/598
599,klink,klink,generation-v,,heads,gray,130,70,-1,False,False,False,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,https://pokeapi.co/api/v2/pokemon-species/599
600,klang,klang,generation-v,,heads,gray,60,70,-1,False,False,False,"By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster.",https://pokeapi.co/api/v2/pokemon-species/600
601,klinklang,klinklang,generation-v,,heads,gray,30,70,-1,False,False,False,The gear with the red core is rotated at high speed for a rapid energy charge.,https://pokeapi.co/api/v2/pokemon-species/601
602,tynamo,tynamo,generation-v,,fish,white,190,70,4,False,False,False,"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning.",https://pokeapi.co/api/v2/pokemon-species/602
603,eelektrik,eelektrik,generation-v,,fish,blue,60,70,4,False,False,False,They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.,https://pokeapi.co/api/v2/pokemon-species/603
604,eelektross,eelektross,generation-v,,fish,blue,30,70,4,False,False,False,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,https://pokeapi.co/api/v2/pokemon-species/604
605,elgyem,elgyem,generation-v,,upright,blue,255,70,4,False,False,False,"It uses its strong psychic power to squeeze its opponent’s brain, causing unendurable headaches.",https://pokeapi.co/api/v2/pokemon-species/605
606,beheeyem,beheeyem,generation-v,,humanoid,brown,90,70,4,False,False,False,"It can manipulate an opponent’s memory. Apparently, it communicates by flashing its three different-colored fingers.",https://pokeapi.co/api/v2/pokemon-species/606
607,litwick,litwick,generation-v,,blob,white,190,70,4,False,False,False,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns.",https://pokeapi.co/api/v2/pokemon-species/607
608,lampent,lampent,generation-v,,arms,black,90,70,4,False,False,False,"This ominous Pokémon is feared. Through cities it wanders, searching for the spirits of the fallen.",https://pokeapi.co/api/v2/pokemon-species/608
609,chandelure,chandelure,generation-v,,arms,black,45,70,4,False,False,False,"It absorbs a spirit, which it then burns. By waving the flames on its arms, it puts its foes into a hypnotic trance.",https://pokeapi.co/api/v2/pokemon-species/609
610,axew,axew,generation-v,,upright,green,75,35,4,False,False,False,They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp.,https://pokeapi.co/api/v2/pokemon-species/610
611,fraxure,fraxure,generation-v,,upright,green,60,35,4,False,False,False,"Since a broken tusk will not grow back, they diligently sharpen their tusks on river rocks after they’ve been fighting.",https://pokeapi.co/api/v2/pokemon-species/611
612,haxorus,haxorus,generation-v,,upright,yellow,45,35,4,False,False,False,They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.,https://pokeapi.co/api/v2/pokemon-species/612
613,cubchoo,cubchoo,generation-v,,upright,white,120,70,4,False,False,False,"When it is not feeling well, its mucus gets watery and the power of its Ice-type moves decreases.",https://pokeapi.co/api/v2/pokemon-species/613
614,beartic,beartic,generation-v,,quadruped,white,60,70,4,False,False,False,"It can make its breath freeze at will. Very able in the water, it swims around in northern seas and catches prey.",https://pokeapi.co/api/v2/pokemon-species/614
615,cryogonal,cryogonal,generation-v,,ball,blue,25,70,-1,False,False,False,"When its body temperature goes up, it turns into steam and vanishes. When its temperature lowers, it returns to ice.",https://pokeapi.co/api/v2/pokemon-species/615
616,shelmet,shelmet,generation-v,,ball,red,200,70,4,False,False,False,"When attacked, it defends itself by closing the lid of its shell. It can spit a sticky, poisonous liquid.",https://pokeapi.co/api/v2/pokemon-species/616
617,accelgor,accelgor,generation-v,,arms,red,75,70,4,False,False,False,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.",https://pokeapi.co/api/v2/pokemon-species/617
618,stunfisk,stunfisk,generation-v,,fish,brown,75,70,4,False,False,False,"Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity.",https://pokeapi.co/api/v2/pokemon-species/618
619,mienfoo,mienfoo,generation-v,,upright,yellow,180,70,4,False,False,False,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.",https://pokeapi.co/api/v2/pokemon-species/619
620,mienshao,mienshao,generation-v,,upright,purple,45,70,4,False,False,False,It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.,https://pokeapi.co/api/v2/pokemon-species/620
621,druddigon,druddigon,generation-v,,upright,red,45,70,4,False,False,False,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.",https://pokeapi.co/api/v2/pokemon-species/621
622,golett,golett,generation-v,,humanoid,green,190,70,-1,False,False,False,"The energy that burns inside it enables it to move, but no one has yet been able to identify this energy.",https://pokeapi.co/api/v2/pokemon-species/622
623,golurk,golurk,generation-v,,humanoid,green,90,70,-1,False,False,False,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.,https://pokeapi.co/api/v2/pokemon-species/623
624,pawniard,pawniard,generation-v,,humanoid,red,120,35,4,False,False,False,"Blades comprise this Pokémon’s entire body. If battling dulls the blades, it sharpens them on stones by the river.",https://pokeapi.co/api/v2/pokemon-species/624
625,bisharp,bisharp,generation-v,,humanoid,red,45,35,4,False,False,False,"It leads a group of Pawniard. It battles to become the boss, but will be driven from the group if it loses.",https://pokeapi.co/api/v2/pokemon-species/625
626,bouffalant,bouffalant,generation-v,,quadruped,brown,45,70,4,False,False,False,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.",https://pokeapi.co/api/v2/pokemon-species/626
627,rufflet,rufflet,generation-v,,wings,white,190,70,0,False,False,False,"They crush berries with their talons. They bravely stand up to any opponent, no matter how strong it is.",https://pokeapi.co/api/v2/pokemon-species/627
628,braviary,braviary,generation-v,,wings,red,60,70,0,False,False,False,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.,https://pokeapi.co/api/v2/pokemon-species/628
629,vullaby,vullaby,generation-v,,wings,brown,190,35,8,False,False,False,Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.,https://pokeapi.co/api/v2/pokemon-species/629
630,mandibuzz,mandibuzz,generation-v,,wings,brown,60,35,8,False,False,False,It makes a nest out of bones it finds. It grabs weakened prey in its talons and hauls it to its nest of bones.,https://pokeapi.co/api/v2/pokemon-species/630
631,heatmor,heatmor,generation-v,,upright,red,90,70,4,False,False,False,It breathes through a hole in its tail while it burns with an internal fire. Durant is its prey.,https://pokeapi.co/api/v2/pokemon-species/631
632,durant,durant,generation-v,,armor,gray,90,70,4,False,False,False,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.",https://pokeapi.co/api/v2/pokemon-species/632
633,deino,deino,generation-v,,quadruped,blue,45,35,4,False,False,False,"It tends to bite everything, and it is not a picky eater. Approaching it carelessly is dangerous.",https://pokeapi.co/api/v2/pokemon-species/633
634,zweilous,zweilous,generation-v,,quadruped,blue,45,35,4,False,False,False,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.",https://pokeapi.co/api/v2/pokemon-species/634
635,hydreigon,hydreigon,generation-v,,upright,blue,45,35,4,False,False,False,"This brutal Pokémon travels the skies on its six wings. Anything that moves seems like a foe to it, triggering its attack.",https://pokeapi.co/api/v2/pokemon-species/635
636,larvesta,larvesta,generation-v,,armor,white,45,70,4,False,False,False,"This Pokémon was believed to have been born from the sun. When it evolves, its entire body is engulfed in flames.",https://pokeapi.co/api/v2/pokemon-species/636
