id,name,slug,generation,base_experience,height,weight,types,abilities,stats,sprite_default,sprite_shiny,sourceUrl
332,cacturne,cacturne,generation-iii,166,13,774,"grass, dark","sand-veil, water-absorb","hp: 70, attack: 115, defense: 60, special-attack: 115, special-defense: 60, speed: 55",pokemon/cacturne/images/sprite_default.png,pokemon/cacturne/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/332/
333,swablu,swablu,generation-iii,62,4,12,"normal, flying","natural-cure, cloud-nine","hp: 45, attack: 40, defense: 60, special-attack: 40, special-defense: 75, speed: 50",pokemon/swablu/images/sprite_default.png,pokemon/swablu/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/333/
334,altaria,altaria,generation-iii,172,11,206,"dragon, flying","natural-cure, cloud-nine","hp: 75, attack: 70, defense: 90, special-attack: 70, special-defense: 105, speed: 80",pokemon/altaria/images/sprite_default.png,pokemon/altaria/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/334/
335,zangoose,zangoose,generation-iii,160,13,403,normal,"immunity, toxic-boost","hp: 73, attack: 115, defense: 60, special-attack: 60, special-defense: 60, speed: 90",pokemon/zangoose/images/sprite_default.png,pokemon/zangoose/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/335/
336,seviper,seviper,generation-iii,160,27,525,poison,"shed-skin, infiltrator","hp: 73, attack: 100, defense: 60, special-attack: 100, special-defense: 60, speed: 65",pokemon/seviper/images/sprite_default.png,pokemon/seviper/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/336/
337,lunatone,lunatone,generation-iii,161,10,1680,"rock, psychic",levitate,"hp: 90, attack: 55, defense: 65, special-attack: 95, special-defense: 85, speed: 70",pokemon/lunatone/images/sprite_default.png,pokemon/lunatone/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/337/
338,solrock,solrock,generation-iii,161,12,1540,"rock, psychic",levitate,"hp: 90, attack: 95, defense: 85, special-attack: 55, special-defense: 65, speed: 70",pokemon/solrock/images/sprite_default.png,pokemon/solrock/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/338/
339,barboach,barboach,generation-iii,58,4,19,"water, ground","oblivious, anticipation, hydration","hp: 50, attack: 48, defense: 43, special-attack: 46, special-defense: 41, speed: 60",pokemon/barboach/images/sprite_default.png,pokemon/barboach/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/339/
340,whiscash,whiscash,generation-iii,164,9,236,"water, ground","oblivious, anticipation, hydration","hp: 110, attack: 78, defense: 73, special-attack: 76, special-defense: 71, speed: 60",pokemon/whiscash/images/sprite_default.png,pokemon/whiscash/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/340/
341,corphish,corphish,generation-iii,62,6,115,water,"hyper-cutter, shell-armor, adaptability","hp: 43, attack: 80, defense: 65, special-attack: 50, special-defense: 35, speed: 35",pokemon/corphish/images/sprite_default.png,pokemon/corphish/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/341/
342,crawdaunt,crawdaunt,generation-iii,164,11,328,"water, dark","hyper-cutter, shell-armor, adaptability","hp: 63, attack: 120, defense: 85, special-attack: 90, special-defense: 55, speed: 55",pokemon/crawdaunt/images/sprite_default.png,pokemon/crawdaunt/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/342/
343,baltoy,baltoy,generation-iii,60,5,215,"ground, psychic",levitate,"hp: 40, attack: 40, defense: 55, special-attack: 40, special-defense: 70, speed: 55",pokemon/baltoy/images/sprite_default.png,pokemon/baltoy/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/343/
344,claydol,claydol,generation-iii,175,15,1080,"ground, psychic",levitate,"hp: 60, attack: 70, defense: 105, special-attack: 70, special-defense: 120, speed: 75",pokemon/claydol/images/sprite_default.png,pokemon/claydol/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/344/
345,lileep,lileep,generation-iii,71,10,238,"rock, grass","suction-cups, storm-drain","hp: 66, attack: 41, defense: 77, special-attack: 61, special-defense: 87, speed: 23",pokemon/lileep/images/sprite_default.png,pokemon/lileep/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/345/
346,cradily,cradily,generation-iii,173,15,604,"rock, grass","suction-cups, storm-drain","hp: 86, attack: 81, defense: 97, special-attack: 81, special-defense: 107, speed: 43",pokemon/cradily/images/sprite_default.png,pokemon/cradily/images/sprite_shiny.png,https://pokeapi.co/api/v2/pokemon/346/
