pokemon_id,pokemon_name,pokemon_slug,generation,slot,type_name,sourceUrl
865,sirfetchd,sirfetchd,generation-viii,1,fighting,https://pokeapi.co/api/v2/pokemon/865/
866,mr-rime,mr_rime,generation-viii,1,ice,https://pokeapi.co/api/v2/pokemon/866/
866,mr-rime,mr_rime,generation-viii,2,psychic,https://pokeapi.co/api/v2/pokemon/866/
867,runerigus,runerigus,generation-viii,1,ground,https://pokeapi.co/api/v2/pokemon/867/
867,runerigus,runerigus,generation-viii,2,ghost,https://pokeapi.co/api/v2/pokemon/867/
868,milcery,milcery,generation-viii,1,fairy,https://pokeapi.co/api/v2/pokemon/868/
869,alcremie,alcremie,generation-viii,1,fairy,https://pokeapi.co/api/v2/pokemon/869/
870,falinks,falinks,generation-viii,1,fighting,https://pokeapi.co/api/v2/pokemon/870/
871,pincurchin,pincurchin,generation-viii,1,electric,https://pokeapi.co/api/v2/pokemon/871/
872,snom,snom,generation-viii,1,ice,https://pokeapi.co/api/v2/pokemon/872/
872,snom,snom,generation-viii,2,bug,https://pokeapi.co/api/v2/pokemon/872/
873,frosmoth,frosmoth,generation-viii,1,ice,https://pokeapi.co/api/v2/pokemon/873/
873,frosmoth,frosmoth,generation-viii,2,bug,https://pokeapi.co/api/v2/pokemon/873/
874,stonjourner,stonjourner,generation-viii,1,rock,https://pokeapi.co/api/v2/pokemon/874/
875,eiscue-ice,eiscue_ice,generation-viii,1,ice,https://pokeapi.co/api/v2/pokemon/875/
876,indeedee-male,indeedee_male,generation-viii,1,psychic,https://pokeapi.co/api/v2/pokemon/876/
876,indeedee-male,indeedee_male,generation-viii,2,normal,https://pokeapi.co/api/v2/pokemon/876/
877,morpeko-full-belly,morpeko_full_belly,generation-viii,1,electric,https://pokeapi.co/api/v2/pokemon/877/
877,morpeko-full-belly,morpeko_full_belly,generation-viii,2,dark,https://pokeapi.co/api/v2/pokemon/877/
878,cufant,cufant,generation-viii,1,steel,https://pokeapi.co/api/v2/pokemon/878/
879,copperajah,copperajah,generation-viii,1,steel,https://pokeapi.co/api/v2/pokemon/879/
880,dracozolt,dracozolt,generation-viii,1,electric,https://pokeapi.co/api/v2/pokemon/880/
880,dracozolt,dracozolt,generation-viii,2,dragon,https://pokeapi.co/api/v2/pokemon/880/
881,arctozolt,arctozolt,generation-viii,1,electric,https://pokeapi.co/api/v2/pokemon/881/
881,arctozolt,arctozolt,generation-viii,2,ice,https://pokeapi.co/api/v2/pokemon/881/
882,dracovish,dracovish,generation-viii,1,water,https://pokeapi.co/api/v2/pokemon/882/
882,dracovish,dracovish,generation-viii,2,dragon,https://pokeapi.co/api/v2/pokemon/882/
883,arctovish,arctovish,generation-viii,1,water,https://pokeapi.co/api/v2/pokemon/883/
883,arctovish,arctovish,generation-viii,2,ice,https://pokeapi.co/api/v2/pokemon/883/
884,duraludon,duraludon,generation-viii,1,steel,https://pokeapi.co/api/v2/pokemon/884/
884,duraludon,duraludon,generation-viii,2,dragon,https://pokeapi.co/api/v2/pokemon/884/
885,dreepy,dreepy,generation-viii,1,dragon,https://pokeapi.co/api/v2/pokemon/885/
885,dreepy,dreepy,generation-viii,2,ghost,https://pokeapi.co/api/v2/pokemon/885/
886,drakloak,drakloak,generation-viii,1,dragon,https://pokeapi.co/api/v2/pokemon/886/
886,drakloak,drakloak,generation-viii,2,ghost,https://pokeapi.co/api/v2/pokemon/886/
887,dragapult,dragapult,generation-viii,1,dragon,https://pokeapi.co/api/v2/pokemon/887/
887,dragapult,dragapult,generation-viii,2,ghost,https://pokeapi.co/api/v2/pokemon/887/
888,zacian,zacian,generation-viii,1,fairy,https://pokeapi.co/api/v2/pokemon/888/
889,zamazenta,zamazenta,generation-viii,1,fighting,https://pokeapi.co/api/v2/pokemon/889/
890,eternatus,eternatus,generation-viii,1,poison,https://pokeapi.co/api/v2/pokemon/890/
890,eternatus,eternatus,generation-viii,2,dragon,https://pokeapi.co/api/v2/pokemon/890/
891,kubfu,kubfu,generation-viii,1,fighting,https://pokeapi.co/api/v2/pokemon/891/
892,urshifu-single-strike,urshifu_single_strike,generation-viii,1,fighting,https://pokeapi.co/api/v2/pokemon/892/
892,urshifu-single-strike,urshifu_single_strike,generation-viii,2,dark,https://pokeapi.co/api/v2/pokemon/892/
893,zarude,zarude,generation-viii,1,dark,https://pokeapi.co/api/v2/pokemon/893/
893,zarude,zarude,generation-viii,2,grass,https://pokeapi.co/api/v2/pokemon/893/
894,regieleki,regieleki,generation-viii,1,electric,https://pokeapi.co/api/v2/pokemon/894/
895,regidrago,regidrago,generation-viii,1,dragon,https://pokeapi.co/api/v2/pokemon/895/
896,glastrier,glastrier,generation-viii,1,ice,https://pokeapi.co/api/v2/pokemon/896/
897,spectrier,spectrier,generation-viii,1,ghost,https://pokeapi.co/api/v2/pokemon/897/
898,calyrex,calyrex,generation-viii,1,psychic,https://pokeapi.co/api/v2/pokemon/898/
898,calyrex,calyrex,generation-viii,2,grass,https://pokeapi.co/api/v2/pokemon/898/
899,wyrdeer,wyrdeer,generation-viii,1,normal,https://pokeapi.co/api/v2/pokemon/899/
899,wyrdeer,wyrdeer,generation-viii,2,psychic,https://pokeapi.co/api/v2/pokemon/899/
900,kleavor,kleavor,generation-viii,1,bug,https://pokeapi.co/api/v2/pokemon/900/
900,kleavor,kleavor,generation-viii,2,rock,https://pokeapi.co/api/v2/pokemon/900/
901,ursaluna,ursaluna,generation-viii,1,ground,https://pokeapi.co/api/v2/pokemon/901/
901,ursaluna,ursaluna,generation-viii,2,normal,https://pokeapi.co/api/v2/pokemon/901/
902,basculegion-male,basculegion_male,generation-viii,1,water,https://pokeapi.co/api/v2/pokemon/902/
902,basculegion-male,basculegion_male,generation-viii,2,ghost,https://pokeapi.co/api/v2/pokemon/902/
903,sneasler,sneasler,generation-viii,1,fighting,https://pokeapi.co/api/v2/pokemon/903/
903,sneasler,sneasler,generation-viii,2,poison,https://pokeapi.co/api/v2/pokemon/903/
904,overqwil,overqwil,generation-viii,1,dark,https://pokeapi.co/api/v2/pokemon/904/
904,overqwil,overqwil,generation-viii,2,poison,https://pokeapi.co/api/v2/pokemon/904/
905,enamorus-incarnate,enamorus_incarnate,generation-viii,1,fairy,https://pokeapi.co/api/v2/pokemon/905/
905,enamorus-incarnate,enamorus_incarnate,generation-viii,2,flying,https://pokeapi.co/api/v2/pokemon/905/
10182,cramorant-gulping,cramorant_gulping,generation-viii,1,flying,https://pokeapi.co/api/v2/pokemon/10182/
10182,cramorant-gulping,cramorant_gulping,generation-viii,2,water,https://pokeapi.co/api/v2/pokemon/10182/
10183,cramorant-gorging,cramorant_gorging,generation-viii,1,flying,https://pokeapi.co/api/v2/pokemon/10183/
10183,cramorant-gorging,cramorant_gorging,generation-viii,2,water,https://pokeapi.co/api/v2/pokemon/10183/
10184,toxtricity-low-key,toxtricity_low_key,generation-viii,1,electric,https://pokeapi.co/api/v2/pokemon/10184/
10184,toxtricity-low-key,toxtricity_low_key,generation-viii,2,poison,https://pokeapi.co/api/v2/pokemon/10184/
10185,eiscue-noice,eiscue_noice,generation-viii,1,ice,https://pokeapi.co/api/v2/pokemon/10185/
10186,indeedee-female,indeedee_female,generation-viii,1,psychic,https://pokeapi.co/api/v2/pokemon/10186/
10186,indeedee-female,indeedee_female,generation-viii,2,normal,https://pokeapi.co/api/v2/pokemon/10186/
10187,morpeko-hangry,morpeko_hangry,generation-viii,1,electric,https://pokeapi.co/api/v2/pokemon/10187/
10187,morpeko-hangry,morpeko_hangry,generation-viii,2,dark,https://pokeapi.co/api/v2/pokemon/10187/
10188,zacian-crowned,zacian_crowned,generation-viii,1,fairy,https://pokeapi.co/api/v2/pokemon/10188/
10188,zacian-crowned,zacian_crowned,generation-viii,2,steel,https://pokeapi.co/api/v2/pokemon/10188/
10189,zamazenta-crowned,zamazenta_crowned,generation-viii,1,fighting,https://pokeapi.co/api/v2/pokemon/10189/
10189,zamazenta-crowned,zamazenta_crowned,generation-viii,2,steel,https://pokeapi.co/api/v2/pokemon/10189/
10190,eternatus-eternamax,eternatus_eternamax,generation-viii,1,poison,https://pokeapi.co/api/v2/pokemon/10190/
10190,eternatus-eternamax,eternatus_eternamax,generation-viii,2,dragon,https://pokeapi.co/api/v2/pokemon/10190/
10191,urshifu-rapid-strike,urshifu_rapid_strike,generation-viii,1,fighting,https://pokeapi.co/api/v2/pokemon/10191/
10191,urshifu-rapid-strike,urshifu_rapid_strike,generation-viii,2,water,https://pokeapi.co/api/v2/pokemon/10191/
10192,zarude-dada,zarude_dada,generation-viii,1,dark,https://pokeapi.co/api/v2/pokemon/10192/
10192,zarude-dada,zarude_dada,generation-viii,2,grass,https://pokeapi.co/api/v2/pokemon/10192/
10193,calyrex-ice,calyrex_ice,generation-viii,1,psychic,https://pokeapi.co/api/v2/pokemon/10193/
10193,calyrex-ice,calyrex_ice,generation-viii,2,ice,https://pokeapi.co/api/v2/pokemon/10193/
10194,calyrex-shadow,calyrex_shadow,generation-viii,1,psychic,https://pokeapi.co/api/v2/pokemon/10194/
10194,calyrex-shadow,calyrex_shadow,generation-viii,2,ghost,https://pokeapi.co/api/v2/pokemon/10194/
10209,rillaboom-gmax,rillaboom_gmax,generation-viii,1,grass,https://pokeapi.co/api/v2/pokemon/10209/
10210,cinderace-gmax,cinderace_gmax,generation-viii,1,fire,https://pokeapi.co/api/v2/pokemon/10210/
10211,inteleon-gmax,inteleon_gmax,generation-viii,1,water,https://pokeapi.co/api/v2/pokemon/10211/
10212,corviknight-gmax,corviknight_gmax,generation-viii,1,flying,https://pokeapi.co/api/v2/pokemon/10212/
10212,corviknight-gmax,corviknight_gmax,generation-viii,2,steel,https://pokeapi.co/api/v2/pokemon/10212/
10213,orbeetle-gmax,orbeetle_gmax,generation-viii,1,bug,https://pokeapi.co/api/v2/pokemon/10213/
10213,orbeetle-gmax,orbeetle_gmax,generation-viii,2,psychic,https://pokeapi.co/api/v2/pokemon/10213/
10214,drednaw-gmax,drednaw_gmax,generation-viii,1,water,https://pokeapi.co/api/v2/pokemon/10214/
10214,drednaw-gmax,drednaw_gmax,generation-viii,2,rock,https://pokeapi.co/api/v2/pokemon/10214/
10215,coalossal-gmax,coalossal_gmax,generation-viii,1,rock,https://pokeapi.co/api/v2/pokemon/10215/
10215,coalossal-gmax,coalossal_gmax,generation-viii,2,fire,https://pokeapi.co/api/v2/pokemon/10215/
10216,flapple-gmax,flapple_gmax,generation-viii,1,grass,https://pokeapi.co/api/v2/pokemon/10216/
10216,flapple-gmax,flapple_gmax,generation-viii,2,dragon,https://pokeapi.co/api/v2/pokemon/10216/
10217,appletun-gmax,appletun_gmax,generation-viii,1,grass,https://pokeapi.co/api/v2/pokemon/10217/
10217,appletun-gmax,appletun_gmax,generation-viii,2,dragon,https://pokeapi.co/api/v2/pokemon/10217/
10218,sandaconda-gmax,sandaconda_gmax,generation-viii,1,ground,https://pokeapi.co/api/v2/pokemon/10218/
10219,toxtricity-amped-gmax,toxtricity_amped_gmax,generation-viii,1,electric,https://pokeapi.co/api/v2/pokemon/10219/
10219,toxtricity-amped-gmax,toxtricity_amped_gmax,generation-viii,2,poison,https://pokeapi.co/api/v2/pokemon/10219/
10220,centiskorch-gmax,centiskorch_gmax,generation-viii,1,fire,https://pokeapi.co/api/v2/pokemon/10220/
10220,centiskorch-gmax,centiskorch_gmax,generation-viii,2,bug,https://pokeapi.co/api/v2/pokemon/10220/
10221,hatterene-gmax,hatterene_gmax,generation-viii,1,psychic,https://pokeapi.co/api/v2/pokemon/10221/
10221,hatterene-gmax,hatterene_gmax,generation-viii,2,fairy,https://pokeapi.co/api/v2/pokemon/10221/
10222,grimmsnarl-gmax,grimmsnarl_gmax,generation-viii,1,dark,https://pokeapi.co/api/v2/pokemon/10222/
10222,grimmsnarl-gmax,grimmsnarl_gmax,generation-viii,2,fairy,https://pokeapi.co/api/v2/pokemon/10222/
10223,alcremie-gmax,alcremie_gmax,generation-viii,1,fairy,https://pokeapi.co/api/v2/pokemon/10223/
10224,copperajah-gmax,copperajah_gmax,generation-viii,1,steel,https://pokeapi.co/api/v2/pokemon/10224/
10225,duraludon-gmax,duraludon_gmax,generation-viii,1,steel,https://pokeapi.co/api/v2/pokemon/10225/
10225,duraludon-gmax,duraludon_gmax,generation-viii,2,dragon,https://pokeapi.co/api/v2/pokemon/10225/
10226,urshifu-single-strike-gmax,urshifu_single_strike_gmax,generation-viii,1,fighting,https://pokeapi.co/api/v2/pokemon/10226/
10226,urshifu-single-strike-gmax,urshifu_single_strike_gmax,generation-viii,2,dark,https://pokeapi.co/api/v2/pokemon/10226/
10227,urshifu-rapid-strike-gmax,urshifu_rapid_strike_gmax,generation-viii,1,fighting,https://pokeapi.co/api/v2/pokemon/10227/
10227,urshifu-rapid-strike-gmax,urshifu_rapid_strike_gmax,generation-viii,2,water,https://pokeapi.co/api/v2/pokemon/10227/
10228,toxtricity-low-key-gmax,toxtricity_low_key_gmax,generation-viii,1,electric,https://pokeapi.co/api/v2/pokemon/10228/
10228,toxtricity-low-key-gmax,toxtricity_low_key_gmax,generation-viii,2,poison,https://pokeapi.co/api/v2/pokemon/10228/
10248,basculegion-female,basculegion_female,generation-viii,1,water,https://pokeapi.co/api/v2/pokemon/10248/
10248,basculegion-female,basculegion_female,generation-viii,2,ghost,https://pokeapi.co/api/v2/pokemon/10248/
10249,enamorus-therian,enamorus_therian,generation-viii,1,fairy,https://pokeapi.co/api/v2/pokemon/10249/
10249,enamorus-therian,enamorus_therian,generation-viii,2,flying,https://pokeapi.co/api/v2/pokemon/10249/
10272,ursaluna-bloodmoon,ursaluna_bloodmoon,generation-viii,1,ground,https://pokeapi.co/api/v2/pokemon/10272/
10272,ursaluna-bloodmoon,ursaluna_bloodmoon,generation-viii,2,normal,https://pokeapi.co/api/v2/pokemon/10272/
10303,falinks-mega,falinks_mega,generation-viii,1,fighting,https://pokeapi.co/api/v2/pokemon/10303/
