id,title,year,is_legacy,image,sourceUrl
1019,2016 NA LCS Team Impulse,2016,False,images/summoner_icons/2016_na_lcs_team_impulse.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1019.jpg
1020,2016 NA LCS Team Liquid,2016,False,images/summoner_icons/2016_na_lcs_team_liquid.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1020.jpg
1021,2016 NA LCS Team SoloMid,2016,False,images/summoner_icons/2016_na_lcs_team_solomid.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1021.jpg
1022,2016 EU LCS Elements,2016,False,images/summoner_icons/2016_eu_lcs_elements.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1022.jpg
1023,2016 EU LCS Fnatic,2016,False,images/summoner_icons/2016_eu_lcs_fnatic.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1023.jpg
1024,2016 EU LCS Giants,2016,False,images/summoner_icons/2016_eu_lcs_giants.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1024.jpg
1025,2016 EU LCS G2 Esports,2016,False,images/summoner_icons/2016_eu_lcs_g2_esports.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1025.jpg
1026,2016 EU LCS H2K,2016,False,images/summoner_icons/2016_eu_lcs_h2k.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1026.jpg
1027,2016 EU LCS Origen,2016,False,images/summoner_icons/2016_eu_lcs_origen.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1027.jpg
1028,2016 EU LCS ROCCAT,2016,False,images/summoner_icons/2016_eu_lcs_roccat.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1028.jpg
1029,2016 EU LCS Splyce,2016,False,images/summoner_icons/2016_eu_lcs_splyce.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1029.jpg
1030,2016 EU LCS Unicorns Of Love,2016,False,images/summoner_icons/2016_eu_lcs_unicorns_of_love.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1030.jpg
1031,2016 EU LCS Team Vitality,2016,False,images/summoner_icons/2016_eu_lcs_team_vitality.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1031.jpg
1032,2016 LAN Tesla E-Sports,2016,False,images/summoner_icons/2016_lan_tesla_e_sports.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1032.jpg
1033,2016 LAN Lyon Gaming,2016,False,images/summoner_icons/2016_lan_lyon_gaming.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1033.jpg
1034,2016 LAN Revenge eSports,2016,False,images/summoner_icons/2016_lan_revenge_esports.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1034.jpg
1035,2016 LAN Havoks Gaming,2016,False,images/summoner_icons/2016_lan_havoks_gaming.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1035.jpg
1036,2016 LAN Galactic Gamers,2016,False,images/summoner_icons/2016_lan_galactic_gamers.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1036.jpg
1037,2016 LAN Dash9 Gaming,2016,False,images/summoner_icons/2016_lan_dash9_gaming.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1037.jpg
1038,2016 LAS Furious Gaming,2016,False,images/summoner_icons/2016_las_furious_gaming.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1038.jpg
1039,2016 LAS Hafnet E-Sports,2016,False,images/summoner_icons/2016_las_hafnet_e_sports.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1039.jpg
1040,2016 LAS Isurus Gaming,2016,False,images/summoner_icons/2016_las_isurus_gaming.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1040.jpg
1041,2016 LAS Kaos Latin Gamers,2016,False,images/summoner_icons/2016_las_kaos_latin_gamers.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1041.jpg
1042,2016 LAS Last Kings,2016,False,images/summoner_icons/2016_las_last_kings.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1042.jpg
1043,2016 LAS Rebirth Esports,2016,False,images/summoner_icons/2016_las_rebirth_esports.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1043.jpg
1044,2016 LCK CJ Entus,2016,False,images/summoner_icons/2016_lck_cj_entus.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1044.jpg
1045,2016 LCK Jin Air Green Wings,2016,False,images/summoner_icons/2016_lck_jin_air_green_wings.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1045.jpg
1046,2016 LCK Incredible Miracle,2016,False,images/summoner_icons/2016_lck_incredible_miracle.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1046.jpg
1047,2016 LCK ROX Tigers,2016,False,images/summoner_icons/2016_lck_rox_tigers.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1047.jpg
1048,2016 LCK KT Rolster,2016,False,images/summoner_icons/2016_lck_kt_rolster.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1048.jpg
1049,2016 LCK Rebels Anarchy,2016,False,images/summoner_icons/2016_lck_rebels_anarchy.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1049.jpg
1050,2016 LCK NaJin e-mFire,0,False,images/summoner_icons/2016_lck_najin_e_mfire.png,
1051,2016 LCK Samsung Galaxy,2016,False,images/summoner_icons/2016_lck_samsung_galaxy.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1051.jpg
1052,2016 LCK SBENU Sonicboom,2016,False,images/summoner_icons/2016_lck_sbenu_sonicboom.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1052.jpg
1053,2016 LCK SK Telecom T1,2016,False,images/summoner_icons/2016_lck_sk_telecom_t1.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1053.jpg
1054,2016 LPL EDward Gaming,2016,False,images/summoner_icons/2016_lpl_edward_gaming.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1054.jpg
1055,2016 LPL EP.A,2016,False,images/summoner_icons/2016_lpl_ep_a.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1055.jpg
1056,2016 LPL HY Gaming,2016,False,images/summoner_icons/2016_lpl_hy_gaming.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1056.jpg
1057,2016 LPL EP.A,2016,False,images/summoner_icons/2016_lpl_ep_a_2.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1057.jpg
1058,2016 LPL LGD Gaming,2016,False,images/summoner_icons/2016_lpl_lgd_gaming.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1058.jpg
1059,2016 LPL Masters 3,2016,False,images/summoner_icons/2016_lpl_masters_3.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1059.jpg
1060,2016 LPL Oh My God,2016,False,images/summoner_icons/2016_lpl_oh_my_god.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1060.jpg
1061,2016 LPL Qiao Gu Reapers,2016,False,images/summoner_icons/2016_lpl_qiao_gu_reapers.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1061.jpg
1062,2016 LPL RNG,2016,False,images/summoner_icons/2016_lpl_rng.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1062.jpg
1063,2016 LPL Team WE,2016,False,images/summoner_icons/2016_lpl_team_we.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1063.jpg
1064,2016 LPL Vici Gaming,2016,False,images/summoner_icons/2016_lpl_vici_gaming.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1064.jpg
1065,2016 CBLOL CNB e-Sports,2016,False,images/summoner_icons/2016_cblol_cnb_e_sports.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1065.jpg
1066,2016 CBLOL g3nerationX,2016,False,images/summoner_icons/2016_cblol_g3nerationx.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1066.jpg
1067,2016 CBLOL INTZ e-Sports,2016,False,images/summoner_icons/2016_cblol_intz_e_sports.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1067.jpg
1068,2016 CBLOL Operation Kino,2016,False,images/summoner_icons/2016_cblol_operation_kino.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1068.jpg
1069,2016 CBLOL Kabum,2016,False,images/summoner_icons/2016_cblol_kabum.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1069.jpg
1070,2016 CBLOL Keyd Stars,2016,False,images/summoner_icons/2016_cblol_keyd_stars.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1070.jpg
1071,2016 CBLOL paiN Gaming,2016,False,images/summoner_icons/2016_cblol_pain_gaming.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1071.jpg
1072,2016 CBLOL Red Canids,2016,False,images/summoner_icons/2016_cblol_red_canids.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1072.jpg
1073,2016 TCL Çilekler,2016,False,images/summoner_icons/2016_tcl_ilekler.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1073.jpg
1074,2016 TCL Dark Passage,2016,False,images/summoner_icons/2016_tcl_dark_passage.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1074.jpg
1075,2016 TCL HWA Gaming,2016,False,images/summoner_icons/2016_tcl_hwa_gaming.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1075.jpg
1076,2016 TCL NumberOne,2016,False,images/summoner_icons/2016_tcl_numberone.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1076.jpg
1077,2016 TCL Oyun Hizmelteri,2016,False,images/summoner_icons/2016_tcl_oyun_hizmelteri.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1077.jpg
1078,2016 TCL SuperMassive,2016,False,images/summoner_icons/2016_tcl_supermassive.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1078.jpg
1079,2016 TCL Team Aurora,2016,False,images/summoner_icons/2016_tcl_team_aurora.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1079.jpg
1080,2016 TCL Team Turquality,2016,False,images/summoner_icons/2016_tcl_team_turquality.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1080.jpg
1081,2016 LPL Snake Esports,2016,False,images/summoner_icons/2016_lpl_snake_esports.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1081.jpg
1082,2016 LPL EDward Gaming,2016,False,images/summoner_icons/2016_lpl_edward_gaming_2.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1082.jpg
1083,2016 LPL Energy pacemaker,2016,False,images/summoner_icons/2016_lpl_energy_pacemaker.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1083.jpg
1084,2016 LPL Hyper Youth Gaming,2016,False,images/summoner_icons/2016_lpl_hyper_youth_gaming.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1084.jpg
1085,2016 LPL Invictus Gaming,2016,False,images/summoner_icons/2016_lpl_invictus_gaming.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1085.jpg
1086,2016 LPL LGD Gaming,2016,False,images/summoner_icons/2016_lpl_lgd_gaming_2.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1086.jpg
1087,2016 LPL Masters 3,2016,False,images/summoner_icons/2016_lpl_masters_3_2.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1087.jpg
1088,2016 LPL Royal Never Give Up,2016,False,images/summoner_icons/2016_lpl_royal_never_give_up.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1088.jpg
1089,2016 LPL Snake Esports,2016,False,images/summoner_icons/2016_lpl_snake_esports_2.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1089.jpg
1090,2016 LPL Vici Gaming,2016,False,images/summoner_icons/2016_lpl_vici_gaming_2.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1090.jpg
1091,2016 LPL Oh My God,2016,False,images/summoner_icons/2016_lpl_oh_my_god_2.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1091.jpg
1092,2016 LPL Qiao Gu Reapers,2016,False,images/summoner_icons/2016_lpl_qiao_gu_reapers_2.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1092.jpg
1093,2016 LPL Team WE,2016,False,images/summoner_icons/2016_lpl_team_we_2.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1093.jpg
1094,2016 TCL BJK,2016,False,images/summoner_icons/2016_tcl_bjk.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1094.jpg
1095,2016 TCL BJK,2016,False,images/summoner_icons/2016_tcl_bjk_2.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1095.jpg
1096,2016 LMS Cougar eSports,2016,False,images/summoner_icons/2016_lms_cougar_esports.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1096.jpg
1097,2016 LMS Hong Kong Esports,2016,False,images/summoner_icons/2016_lms_hong_kong_esports.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1097.jpg
1098,2016 LMS eXtreme Gamers,2016,False,images/summoner_icons/2016_lms_extreme_gamers.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1098.jpg
1099,2016 LCK ROX Tigers,2016,False,images/summoner_icons/2016_lck_rox_tigers_2.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1099.jpg
10,Winged Sword Icon,2009,False,images/summoner_icons/winged_sword_icon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/10.jpg
1100,2016 LCK e-mFire,2016,False,images/summoner_icons/2016_lck_e_mfire.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1100.jpg
1101,2016 LCK Afreeca Freecs,2016,False,images/summoner_icons/2016_lck_afreeca_freecs.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1101.jpg
1102,2016 LCK Longzhu Gaming,2016,False,images/summoner_icons/2016_lck_longzhu_gaming.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1102.jpg
1103,Ocean Week Nautilus Icon,2016,False,images/summoner_icons/ocean_week_nautilus_icon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1103.jpg
1104,Heart Key Icon,2016,True,images/summoner_icons/heart_key_icon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1104.jpg
1105,Lovely Icon,2016,True,images/summoner_icons/lovely_icon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1105.jpg
1106,Love Song Icon,2016,True,images/summoner_icons/love_song_icon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1106.jpg
1107,Blood Moon Kennen Icon,2016,False,images/summoner_icons/blood_moon_kennen_icon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1107.jpg
1108,Blood Moon Yasuo Icon,2016,False,images/summoner_icons/blood_moon_yasuo_icon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1108.jpg
1109,Blood Seal Icon,2016,False,images/summoner_icons/blood_seal_icon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1109.jpg
1110,Dominated Dominion Icon,2016,False,images/summoner_icons/dominated_dominion_icon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1110.jpg
1111,Draaaaven Icon,2016,False,images/summoner_icons/draaaaven_icon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1111.jpg
1112,Draven Winion Icon,2016,False,images/summoner_icons/draven_winion_icon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1112.jpg
1113,Draven Draven Icon,2016,False,images/summoner_icons/draven_draven_icon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1113.jpg
1114,Meowcon,2016,False,images/summoner_icons/meowcon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1114.jpg
1115,Definitely Not a Vel'Koz Icon,2016,False,images/summoner_icons/definitely_not_a_vel_koz_icon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1115.jpg
1116,Urf Kench Icon,2016,False,images/summoner_icons/urf_kench_icon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1116.jpg
1117,2016 MSI: NA,2016,False,images/summoner_icons/2016_msi_na.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1117.jpg
1120,2016 MSI: CN,2016,False,images/summoner_icons/2016_msi_cn.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1120.jpg
1121,2016 MSI: EU,2016,False,images/summoner_icons/2016_msi_eu.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1121.jpg
1123,2016 MSI: KR,2016,False,images/summoner_icons/2016_msi_kr.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1123.jpg
1126,2016 MSI: LMS,2016,False,images/summoner_icons/2016_msi_lms.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1126.jpg
1129,2016 MSI: TR,2016,False,images/summoner_icons/2016_msi_tr.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1129.jpg
1130,2016 MSI,2016,False,images/summoner_icons/2016_msi.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1130.jpg
1132,00 Reactivated Icon,2016,False,images/summoner_icons/00_reactivated_icon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1132.jpg
1133,Superior Prototype Icon,2016,False,images/summoner_icons/superior_prototype_icon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1133.jpg
1134,Mecha Zero Icon,2016,False,images/summoner_icons/mecha_zero_icon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1134.jpg
1135,Prototype 00 Icon,2016,False,images/summoner_icons/prototype_00_icon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1135.jpg
1142,2016 MSI: KR Winner,2016,False,images/summoner_icons/2016_msi_kr_winner.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1142.jpg
1148,2016 MSI: TR Winner,2016,False,images/summoner_icons/2016_msi_tr_winner.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1148.jpg
1149,Omen of the Damned Icon,2016,False,images/summoner_icons/omen_of_the_damned_icon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1149.jpg
1150,Omen of the Iron Inquisitor Icon,2016,False,images/summoner_icons/omen_of_the_iron_inquisitor_icon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1150.jpg
1151,Omen of the Cursed Revenant Icon,2016,False,images/summoner_icons/omen_of_the_cursed_revenant_icon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1151.jpg
1152,Omen of the Black Scourge Icon,2016,False,images/summoner_icons/omen_of_the_black_scourge_icon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/v1/profile-icons/1152.jpg
