champ,quote_text,audio_url,lang,type
Lillia,"A little girl, lying on her bed. Be brave, dream. She needs you.",champions/Lillia/audio/a_little_girl_lying_on_her_bed_be_brave_dream_she_needs_you.ogg,en_US,first_move
Lillia,"A festival of flowers? F-for me? Oh, not for me. Not for me.",champions/Lillia/audio/a_festival_of_flowers_f_for_me_oh_not_for_me_not_for_me.ogg,en_US,first_move
Lillia,I met the strangest human in my forest. D-do you think they're here? I still have their dream.,champions/Lillia/audio/i_met_the_strangest_human_in_my_forest_d_do_you_think_they_re_here_i_still_have_their_dream.ogg,en_US,first_move
Lillia,Spirit blossoms. Their petals are the tongues that allow the dead to speak. What happens when they're silent?,champions/Lillia/audio/spirit_blossoms_their_petals_are_the_tongues_that_allow_the_dead_to_speak_what_happens_when_they_re_silent.ogg,en_US,first_move
Lillia,"Oh, Mr. Root, you almost tripped me.",champions/Lillia/audio/oh_mr_root_you_almost_tripped_me.ogg,en_US,moving
Lillia,"When they say goodnight, do you think they mean it?",champions/Lillia/audio/when_they_say_goodnight_do_you_think_they_mean_it.ogg,en_US,moving
Lillia,Dreams help more than gardens grow.,champions/Lillia/audio/dreams_help_more_than_gardens_grow.ogg,en_US,moving
Lillia,"I like talking to you, dream.",champions/Lillia/audio/i_like_talking_to_you_dream.ogg,en_US,moving
Lillia,Every human has a little sparkle.,champions/Lillia/audio/every_human_has_a_little_sparkle.ogg,en_US,moving
Lillia,Nothing cries louder than loneliness.,champions/Lillia/audio/nothing_cries_louder_than_loneliness.ogg,en_US,moving
Lillia,"Hold my branch with me, dream.",champions/Lillia/audio/hold_my_branch_with_me_dream.ogg,en_US,moving
Blitzcrank,Fired up and ready to serve.,champions/Blitzcrank/audio/fired_up_and_ready_to_serve.ogg,en_US,champion_select
Blitzcrank,Bone is a poor alternative.,champions/Blitzcrank/audio/bone_is_a_poor_alternative.ogg,en_US,champion_select
Blitzcrank,Precisely.,champions/Blitzcrank/audio/precisely.ogg,en_US,moving
Blitzcrank,Precisely.,champions/Blitzcrank/audio/precisely_2.ogg,en_US,moving
Blitzcrank,Precisely.,champions/Blitzcrank/audio/precisely_3.ogg,en_US,moving
Blitzcrank,I remain focused.,champions/Blitzcrank/audio/i_remain_focused.ogg,en_US,moving
Blitzcrank,I remain focused.,champions/Blitzcrank/audio/i_remain_focused_2.ogg,en_US,moving
Blitzcrank,I remain focused.,champions/Blitzcrank/audio/i_remain_focused_3.ogg,en_US,moving
Blitzcrank,The magic calls to me.,champions/Blitzcrank/audio/the_magic_calls_to_me.ogg,en_US,moving
Blitzcrank,The magic calls to me.,champions/Blitzcrank/audio/the_magic_calls_to_me_2.ogg,en_US,moving
Blitzcrank,The magic calls to me.,champions/Blitzcrank/audio/the_magic_calls_to_me_3.ogg,en_US,moving
Blitzcrank,A rolling golem gathers no rust.,champions/Blitzcrank/audio/a_rolling_golem_gathers_no_rust.ogg,en_US,moving
Blitzcrank,A rolling golem gathers no rust.,champions/Blitzcrank/audio/a_rolling_golem_gathers_no_rust_2.ogg,en_US,moving
Blitzcrank,A rolling golem gathers no rust.,champions/Blitzcrank/audio/a_rolling_golem_gathers_no_rust_3.ogg,en_US,moving
Blitzcrank,As long as it takes.,champions/Blitzcrank/audio/as_long_as_it_takes.ogg,en_US,moving
Blitzcrank,As long as it takes.,champions/Blitzcrank/audio/as_long_as_it_takes_2.ogg,en_US,moving
Blitzcrank,As long as it takes.,champions/Blitzcrank/audio/as_long_as_it_takes_3.ogg,en_US,moving
Blitzcrank,Magic and steam guide me.,champions/Blitzcrank/audio/magic_and_steam_guide_me.ogg,en_US,moving
Blitzcrank,The time of man has come to an end.,champions/Blitzcrank/audio/the_time_of_man_has_come_to_an_end.ogg,en_US,taunt
Blitzcrank,The time of man has come to an end.,champions/Blitzcrank/audio/the_time_of_man_has_come_to_an_end_2.ogg,en_US,taunt
Lulu,Pleased to meet you!,champions/Lulu/audio/pleased_to_meet_you.ogg,en_US,champion_select
Lulu,I recommend skipping.,champions/Lulu/audio/i_recommend_skipping.ogg,en_US,champion_select
Lulu,"A stripped-down version of ""Burning Bright"" plays.",champions/Lulu/audio/a_stripped_down_version_of_burning_bright_plays.ogg,en_US,game_start
Lulu,I recommend skipping.,champions/Lulu/audio/i_recommend_skipping_2.ogg,en_US,moving
Lulu,I recommend skipping.,champions/Lulu/audio/i_recommend_skipping_3.ogg,en_US,moving
Lulu,I recommend skipping.,champions/Lulu/audio/i_recommend_skipping_4.ogg,en_US,moving
Lulu,Just a pinch!,champions/Lulu/audio/just_a_pinch.ogg,en_US,moving
Lulu,Just a pinch!,champions/Lulu/audio/just_a_pinch_2.ogg,en_US,moving
Lulu,Just a pinch!,champions/Lulu/audio/just_a_pinch_3.ogg,en_US,moving
Lulu,"Yup, that tasted purple.",champions/Lulu/audio/yup_that_tasted_purple.ogg,en_US,moving
Lulu,"Yup, that tasted purple.",champions/Lulu/audio/yup_that_tasted_purple_2.ogg,en_US,moving
Lulu,"Yup, that tasted purple.",champions/Lulu/audio/yup_that_tasted_purple_3.ogg,en_US,moving
Lulu,You'll see more with your eyes closed.,champions/Lulu/audio/you_ll_see_more_with_your_eyes_closed.ogg,en_US,moving
Lulu,You'll see more with your eyes closed.,champions/Lulu/audio/you_ll_see_more_with_your_eyes_closed_2.ogg,en_US,moving
Lulu,You'll see more with your eyes closed.,champions/Lulu/audio/you_ll_see_more_with_your_eyes_closed_3.ogg,en_US,moving
Lulu,Whoa... dizzy.,champions/Lulu/audio/whoa_dizzy.ogg,en_US,moving
Lulu,Whoa... dizzy.,champions/Lulu/audio/whoa_dizzy_2.ogg,en_US,moving
Lulu,Whoa... dizzy.,champions/Lulu/audio/whoa_dizzy_3.ogg,en_US,moving
Lulu,Nosey dewdrop...,champions/Lulu/audio/nosey_dewdrop.ogg,en_US,moving
Lulu,Nosey dewdrop...,champions/Lulu/audio/nosey_dewdrop_2.ogg,en_US,moving
Anivia,On my wings.,champions/Anivia/audio/on_my_wings.ogg,en_US,champion_select
Anivia,I shall endure.,champions/Anivia/audio/i_shall_endure.ogg,en_US,champion_select
Anivia,"Meaning, in every snowflake.",champions/Anivia/audio/meaning_in_every_snowflake.ogg,en_US,moving
Anivia,"Meaning, in every snowflake.",champions/Anivia/audio/meaning_in_every_snowflake_2.ogg,en_US,moving
Anivia,Something ancient stirs.,champions/Anivia/audio/something_ancient_stirs.ogg,en_US,moving
Anivia,Something ancient stirs.,champions/Anivia/audio/something_ancient_stirs_2.ogg,en_US,moving
Anivia,"I am neither the first, nor the last.",champions/Anivia/audio/i_am_neither_the_first_nor_the_last.ogg,en_US,moving
Anivia,"I am neither the first, nor the last.",champions/Anivia/audio/i_am_neither_the_first_nor_the_last_2.ogg,en_US,moving
Anivia,What change will this wind bring?,champions/Anivia/audio/what_change_will_this_wind_bring.ogg,en_US,moving
Anivia,What change will this wind bring?,champions/Anivia/audio/what_change_will_this_wind_bring_2.ogg,en_US,moving
Anivia,Take time to reflect.,champions/Anivia/audio/take_time_to_reflect.ogg,en_US,moving
Anivia,Take time to reflect.,champions/Anivia/audio/take_time_to_reflect_2.ogg,en_US,moving
Anivia,I dream of eras past.,champions/Anivia/audio/i_dream_of_eras_past.ogg,en_US,moving
Anivia,I dream of eras past.,champions/Anivia/audio/i_dream_of_eras_past_2.ogg,en_US,moving
Anivia,Think beyond one lifetime.,champions/Anivia/audio/think_beyond_one_lifetime.ogg,en_US,moving
Anivia,Think beyond one lifetime.,champions/Anivia/audio/think_beyond_one_lifetime_2.ogg,en_US,moving
Anivia,We are all connected.,champions/Anivia/audio/we_are_all_connected.ogg,en_US,moving
Anivia,We are all connected.,champions/Anivia/audio/we_are_all_connected_2.ogg,en_US,moving
Anivia,I will be reborn.,champions/Anivia/audio/i_will_be_reborn.ogg,en_US,moving
Anivia,I will be reborn.,champions/Anivia/audio/i_will_be_reborn_2.ogg,en_US,moving
Diana,A new moon is rising.,champions/Diana/audio/a_new_moon_is_rising.ogg,en_US,champion_select
Diana,Ignorant thralls!,champions/Diana/audio/ignorant_thralls.ogg,en_US,champion_select
Diana,Follow no false light.,champions/Diana/audio/follow_no_false_light.ogg,en_US,moving
Diana,Follow no false light.,champions/Diana/audio/follow_no_false_light_2.ogg,en_US,moving
Diana,The moon also rises.,champions/Diana/audio/the_moon_also_rises.ogg,en_US,moving
Diana,The moon also rises.,champions/Diana/audio/the_moon_also_rises_2.ogg,en_US,moving
Diana,They would not listen.,champions/Diana/audio/they_would_not_listen.ogg,en_US,moving
Diana,They would not listen.,champions/Diana/audio/they_would_not_listen_2.ogg,en_US,moving
Diana,I will be heard.,champions/Diana/audio/i_will_be_heard.ogg,en_US,moving
Diana,I will be heard.,champions/Diana/audio/i_will_be_heard_2.ogg,en_US,moving
Diana,Chosen of the moon.,champions/Diana/audio/chosen_of_the_moon.ogg,en_US,moving
Diana,Chosen of the moon.,champions/Diana/audio/chosen_of_the_moon_2.ogg,en_US,moving
Diana,My eyes are open.,champions/Diana/audio/my_eyes_are_open.ogg,en_US,moving
Diana,My eyes are open.,champions/Diana/audio/my_eyes_are_open_2.ogg,en_US,moving
Diana,Embrace the night.,champions/Diana/audio/embrace_the_night.ogg,en_US,moving
Diana,Embrace the night.,champions/Diana/audio/embrace_the_night_2.ogg,en_US,moving
Diana,They could not break me.,champions/Diana/audio/they_could_not_break_me.ogg,en_US,moving
Diana,They could not break me.,champions/Diana/audio/they_could_not_break_me_2.ogg,en_US,moving
Diana,I cannot turn back.,champions/Diana/audio/i_cannot_turn_back.ogg,en_US,moving
Diana,I cannot turn back.,champions/Diana/audio/i_cannot_turn_back_2.ogg,en_US,moving
Bard,Bard chimes.,champions/Bard/audio/bard_chimes.ogg,en_US,champion_select
Bard,Bard chimes.,champions/Bard/audio/bard_chimes_2.ogg,en_US,champion_select
Bard,Bard chimes.,champions/Bard/audio/bard_chimes_3.ogg,en_US,moving
Bard,Bard chimes.,champions/Bard/audio/bard_chimes_4.ogg,en_US,moving
Bard,Bard chimes.,champions/Bard/audio/bard_chimes_5.ogg,en_US,moving
Bard,Bard chimes.,champions/Bard/audio/bard_chimes_6.ogg,en_US,moving
Bard,Bard chimes.,champions/Bard/audio/bard_chimes_7.ogg,en_US,moving
Bard,Bard chimes.,champions/Bard/audio/bard_chimes_8.ogg,en_US,moving
Bard,Bard chimes.,champions/Bard/audio/bard_chimes_9.ogg,en_US,moving
Bard,Bard chimes.,champions/Bard/audio/bard_chimes_10.ogg,en_US,moving
Bard,Bard chimes.,champions/Bard/audio/bard_chimes_11.ogg,en_US,moving
Bard,Bard chimes.,champions/Bard/audio/bard_chimes_12.ogg,en_US,moving
Bard,Bard chimes.,champions/Bard/audio/bard_chimes_13.ogg,en_US,moving
Bard,Bard chimes.,champions/Bard/audio/bard_chimes_14.ogg,en_US,moving
Bard,Bard chimes.,champions/Bard/audio/bard_chimes_15.ogg,en_US,moving
Bard,Bard chimes.,champions/Bard/audio/bard_chimes_16.ogg,en_US,moving
Bard,Bard chimes.,champions/Bard/audio/bard_chimes_17.ogg,en_US,moving
Bard,Bard chimes.,champions/Bard/audio/bard_chimes_18.ogg,en_US,moving
Bard,Bard chimes.,champions/Bard/audio/bard_chimes_19.ogg,en_US,moving
Bard,Bard chimes.,champions/Bard/audio/bard_chimes_20.ogg,en_US,moving
Neeko,Neeko is best decision!,champions/Neeko/audio/neeko_is_best_decision.ogg,en_US,champion_select
Neeko,They cannot handle Neeko.,champions/Neeko/audio/they_cannot_handle_neeko.ogg,en_US,champion_select
Neeko,"A stripped-down version of ""Scattered Stars"" plays.",champions/Neeko/audio/a_stripped_down_version_of_scattered_stars_plays.ogg,en_US,game_start
Neeko,"This place tastes like many emotions. Excitement, anger, joy and... salty? Is salty a feeling?",champions/Neeko/audio/this_place_tastes_like_many_emotions_excitement_anger_joy_and_salty_is_salty_a_feeling.ogg,en_US,first_move
Neeko,"Co-'om se-henna. Oh, it means like, um... 'we smile forever.' Friends! That is the word! Friends!",champions/Neeko/audio/co_om_se_henna_oh_it_means_like_um_we_smile_forever_friends_that_is_the_word_friends.ogg,en_US,first_move
Neeko,"I want to become everybody! Who says I cannot? I will prove them wrong! Then, I will become them. Last laugh? Neeko!",champions/Neeko/audio/i_want_to_become_everybody_who_says_i_cannot_i_will_prove_them_wrong_then_i_will_become_them_last_laugh_neeko.ogg,en_US,first_move
Neeko,"Sharing memories, colors, feelings is magic! Magic connects people.",champions/Neeko/audio/sharing_memories_colors_feelings_is_magic_magic_connects_people.ogg,en_US,moving
Neeko,Neeko keeps a tiny bit of everybody's sho'ma. They are precious!,champions/Neeko/audio/neeko_keeps_a_tiny_bit_of_everybody_s_sho_ma_they_are_precious.ogg,en_US,moving
Neeko,"After fight ends, everyone invited to picnic! Even enemies.",champions/Neeko/audio/after_fight_ends_everyone_invited_to_picnic_even_enemies.ogg,en_US,moving
Neeko,Neeko strong! Can take on world!,champions/Neeko/audio/neeko_strong_can_take_on_world.ogg,en_US,moving
Neeko,Survival means blending in.,champions/Neeko/audio/survival_means_blending_in.ogg,en_US,moving
Neeko,Slow down? No! Fast fast fast!,champions/Neeko/audio/slow_down_no_fast_fast_fast.ogg,en_US,moving
Neeko,What to do now? Find cheesebreads? Ooh! Have picnic!,champions/Neeko/audio/what_to_do_now_find_cheesebreads_ooh_have_picnic.ogg,en_US,moving
Neeko,How can anybody miss home? Home is all around.,champions/Neeko/audio/how_can_anybody_miss_home_home_is_all_around.ogg,en_US,moving
Neeko,"Who stands in Neeko's way? Dummies with small sho'ma, that's who!",champions/Neeko/audio/who_stands_in_neeko_s_way_dummies_with_small_sho_ma_that_s_who.ogg,en_US,moving
Neeko,Neeko might have a thing for birds. And bird people.,champions/Neeko/audio/neeko_might_have_a_thing_for_birds_and_bird_people.ogg,en_US,moving
Neeko,"The spirits are all around me. Warm, like hugs!",champions/Neeko/audio/the_spirits_are_all_around_me_warm_like_hugs.ogg,en_US,moving
Neeko,Woo! Powerful! Like jungle cat Nidalee ! Ah... I miss her.,champions/Neeko/audio/woo_powerful_like_jungle_cat_nidalee_ah_i_miss_her.ogg,en_US,moving
Neeko,Neeko is not a sad tomato. She is a strong tomato!,champions/Neeko/audio/neeko_is_not_a_sad_tomato_she_is_a_strong_tomato.ogg,en_US,moving
Neeko,Do not be bound to a single body. There are so many more.,champions/Neeko/audio/do_not_be_bound_to_a_single_body_there_are_so_many_more.ogg,en_US,moving
Caitlyn,I'm on the case.,champions/Caitlyn/audio/i_m_on_the_case.ogg,en_US,champion_select
